subject,material_slug,node_slug,confidence,evidence
CHEMISTRY,chem-fx-hao-yang-liang-ke-gen-ju-f59x05,烃类的燃烧规律,high,材料讲等物质的量与等质量两种设定下烃完全燃烧耗氧量的比较依据；该节点边界即等质量与等物质的量条件下耗氧量大小的比较
CHEMISTRY,chem-fx-pei-li-zi-f78x06,配合物,medium,材料给出配离子由中心离子与配位体组成的定义及[Cu(NH3)4]2+等实例；属该节点配合物的基本概念与组成
CHEMISTRY,chem-fx-shi-zheng-tu-ran-jian-xiao-f47x03,v-t图像分析改变条件对化学平衡的影响,high,材料讲t1时刻正速率突然减小而逆速率逐渐减小故平衡逆向移动对应减小反应物浓度；正是速率-时间图像判断改变的条件
CHEMISTRY,chem-fx-xing-cheng-tiao-jian-f33x08,配位键和配合物,high,材料讲配合物的形成条件即中心离子有空轨道与配体配位原子有孤电子对；该节点别名即「配合物的形成条件」
CHEMISTRY,chem-fx-yong-zi-mu-biao-shi-ming-cheng-wei-chu-f29x02,元素-核素-同位素,high,材料讲氚用字母T表示又称超重氢并列几种重要核素的用途；该节点别名即「氢元素的三种核素：氕、氘、氚」
CHEMISTRY,chem-hj-liuchengtu-sanxian-jiedu,化工流程题的分析模型,high,材料讲流程图三线（主线主产品、分支线副产品、回头线循环物）与过程评价七要点；该节点即工艺流程题的分析方法与解题模型
MATH,math-fangshuo-1bijin2-dayu-luixiang,裂项放缩,high,材料给出1/n²>1/[n(n+1)]放缩后裂项相消证下界的结论；该节点边界正引用同族1/n²放缩式且放缩方向与结论一致属其要求
MATH,math-fx-teshujiao-coupei,两角和与差的公式,medium,材料用45°∓30°的和差公式现场推出15°与75°的函数值并给配套辅助角结论；属和差公式本身及其直接变形
MATH,math-hj-s42-sin-cos-sym,同角三角函数的基本关系,high,材料讲(sinα±cosα)²=1±2sinαcosα联系三个量知一求二并按角的范围定符号；该节点别名即「sinα、cosα、tanα的知一求二」
MATH,math-isomorphic-product-model-xlnx-xex,同构法,high,材料把ae^x≤b ln b化为e^x·ln e^x≤b ln b并构造f(t)=t ln t去外壳；该节点别名含「与指数对数相关的同构模型」
MATH,math-mo-sanjiao-jiaodu-yinhan,给值求角问题,medium,材料讲由函数值三角形内角和与锐角条件缩小角的范围并指出增解源于范围没缩够；该节点别名即「给值求角：选函数与缩范围」
MATH,math-period-shift-opposite-different-offsets,半周期推导周期,high,材料讲f(a+x)=-f(b+x)反号式迭代两次得T=2|b-a|；姊妹材料「半周期反号式f(x+a)=-f(x)⇒T=2a」同绑此节点
PHYSICS,phys-gan-moxing-zui-gao-dian,绳球模型-杆球模型两类经典模型中的临界条件-情景分析,high,材料讲杆（双轨道）模型为双向约束且最高点最小速度为零；该节点别名即「杆模型与环管模型的受力与临界」
PHYSICS,phys-hj3-an-an-method,安安法测电阻,high,材料讲用两只电流表测电阻且已知内阻的电流表可当电压表使用；节点名与材料同名且别名含「安安法（电流表差值法）」
PHYSICS,phys-kb-velocity-selector,磁场中的仪器,high,材料讲速度选择器电场力与洛伦兹力平衡时v=E/B的粒子直线通过及其偏转；该节点别名即「速度选择器的原理与特点」
