subject,slug,name,kind,current_book,current_chapter,declared_book,declared_chapter
MATH,充分性与必要性位置颠倒理解错误致错,充分性与必要性位置颠倒理解错误致错,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,对含有一个量词命题的否定理解错误致错,对含有一个量词命题的否定理解错误致错,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,子集的个数问题,子集的个数问题,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,判断集合间的关系,判断集合间的关系,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,列举观察法-列出几何中的全部元素-通过定义得出集合间关系,列举观察法,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,venn图在集合运算中的应用,Venn图在集合运算中的应用,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,集合新定义的解题思路,集合新定义的解题思路,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,充分条件与必要条件的判断,充分条件与必要条件的判断,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,等价转化法-将命题转化为另一个与之等价的且便于判断真假的命题,等价转化法,prefix_only,数学必修第一册,集合与常用逻辑用语,数学必修第一册,第一章 集合与常用逻辑用语
MATH,数列的有关概念,数列的有关概念,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,数列与函数的关系,数列与函数的关系,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列的有关概念,等差数列的有关概念,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列的有关公式,等差数列的有关公式,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列的常用性质,等差数列的常用性质,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列前项和的常用性质,等差数列前项和的常用性质,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等比数列的有关概念,等比数列的有关概念,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等比数列的有关公式,等比数列的有关公式,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等比数列的常用性质,等比数列的常用性质,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等比数列前项和的常用性质,等比数列前项和的常用性质,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,数列的单调性与最值问题,数列的单调性与最值问题,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列前n项和最值问题,等差数列前n项和最值问题,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列含绝对值问题,等差数列含绝对值问题,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列与等比数列新背景问题,等差数列与等比数列新背景问题,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,混淆数列与函数致错,混淆数列与函数致错,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,对等比数列-中项-理解错误致错,对等比数列“中项”理解错误致错,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,忽视对公比q的讨论致错,忽视对公比q的讨论致错,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,由前几项归纳数列通项的方法,由前几项归纳数列通项的方法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,周期数列的常见形式,周期数列的常见形式,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,求解等差数列基本量的策略,求解等差数列基本量的策略,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,前n项和公式法-为常数为等差数列,前n项和公式法：为常数为等差数列．,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差数列前n项和性质的应用,等差数列前n项和性质的应用,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,求解等比数列基本量的策略,求解等比数列基本量的策略,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,前项和公式法-若数列的前项和-则该数列是等比数列,前项和公式法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等比数列性质应用问题的解题突破口,等比数列性质应用问题的解题突破口,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,应用等比数列性质解题时的2个注意点,应用等比数列性质解题时的2个注意点,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,数列的递推公式,数列的递推公式,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,数列通项公式的求法,数列通项公式的求法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,公式法,公式法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,累加法-适用于an-1-an-f-n-可变形为an-1-an-f-n,累加法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,取倒数法-an-1-p-q-r是常数-可变形为,取倒数法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,特征根法与不动点法,特征根法与不动点法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,分组转化法,分组转化法,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,求和问题,求和问题,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,余数列周期性,余数列周期性,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,由求时忽略对-检验致错,由求时忽略对“”检验致错,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,裂项相消求和时遗漏剩余项致错,裂项相消求和时遗漏剩余项致错,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,由sn求an的步骤,由Sn求an的步骤,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,累加法与累乘法求数列通项,累加法与累乘法求数列通项,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,构造法求数列通项,构造法求数列通项,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,取倒数法求数列通项,取倒数法求数列通项,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,逆序相加法求数列的前n项和,逆序相加法求数列的前n项和,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,分组-并项-法求数列的前n项和,分组（并项）法求数列的前n项和,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,用裂项法求和的裂项原则及规律,用裂项法求和的裂项原则及规律,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,裂项相消法中常见的裂项技巧,裂项相消法中常见的裂项技巧,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,注意解题-3关键,注意解题“3关键”,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,等差乘等比数列求和-令-可以用错位相减法,错位相减法求和,prefix_only,数学选择性必修第二册,数列,数学选择性必修第二册,第四章 数列
MATH,函数y-f-x-在x-x0处的导数定义,函数y＝f(x)在x＝x0处的导数定义,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,导数与函数的单调性的关系,导数与函数的单调性的关系,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,导数法求函数单调区间的步骤,导数法求函数单调区间的步骤,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,函数极值与最值的关系,函数极值与最值的关系,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,过定点的多切线问题,过定点的多切线问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,含参函数的单调性讨论,含参函数的单调性讨论,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,单变量不等式恒成立问题,单变量不等式恒成立问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,双变量不等式恒成立问题,双变量不等式恒成立问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,导数与函数零点问题,导数与函数零点问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,函数的隐零点问题,函数的隐零点问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,极值点偏移问题,极值点偏移问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,复合函数求导-漏层-或-错层-致错,复合函数求导“漏层”或“错层”致错,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,误解-导数为0-与-有极值-的关系致错,误解“导数为0”与“有极值”的关系致错,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,对导数正负与函数图象升降关系理解不准确致错,对导数正负与函数图象升降关系理解不准确致错,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,导数定义在极限中的计算,导数定义在极限中的计算,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,曲线-在-某点处的切线问题,曲线“在”某点处的切线问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,曲线-过-某点的切线问题,曲线“过”某点的切线问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,两曲线的公切线问题,两曲线的公切线问题,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,已知函数单调性求参数,已知函数单调性求参数,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,导数构造法解函数不等式,导数构造法解函数不等式,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,利用导数求函数极值的方法步骤,利用导数求函数极值的方法步骤,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,已知函数的极值求参数,已知函数的极值求参数,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,利用导数研究函数的最值,利用导数研究函数的最值,same_book_other_chapter,数学选择性必修第二册,函数与导数,数学选择性必修第二册,第五章 一元函数的导数及其应用
MATH,平面向量的概念,平面向量的概念,same_chapter_alias,数学必修第二册,平面向量,数学必修第二册,第六章 平面向量及其应用
MATH,平面向量的线性运算,平面向量的线性运算,same_chapter_alias,数学必修第二册,平面向量,数学必修第二册,第六章 平面向量及其应用
MATH,平面向量的数量积,平面向量的数量积,same_chapter_alias,数学必修第二册,平面向量,数学必修第二册,第六章 平面向量及其应用
MATH,平面向量的坐标运算,平面向量的坐标运算,same_chapter_alias,数学必修第二册,平面向量,数学必修第二册,第六章 平面向量及其应用
MATH,平面向量基本定理,平面向量基本定理,same_chapter_alias,数学必修第二册,平面向量,数学必修第二册,第六章 平面向量及其应用
