subject,slug,action,new_name,new_slug,reason
PHYSICS,超重-物体有向上的加速度称物体处于超重,rename,超重、失重与视重,,摘录同时覆盖超重、失重、完全失重与视重四个概念，比既有「超重」节点广
PHYSICS,模型示意图,rename,等时圆模型的推导,,原文线索是等时圆的几何证明（直径、圆周角、加速度）
PHYSICS,解题的思路,rename,用牛顿第二定律解题的思路,,原文线索"受力分析→求合力→求加速度→列牛顿第二定律方程"
PHYSICS,解题思路,rename,轻绳、轻杆与轻弹簧的弹力突变问题,,原文线索对比明显形变与微小形变的弹力突变
PHYSICS,运动特征,rename,曲线运动的运动特征,,原文线索"速度方向时刻改变""一定存在加速度""瞬时性"
PHYSICS,核心处理思想-运动的合成与分解-约束条件,rename,约束条件下的速度分解方法,,原文线索"分解依据…沿约束方向与垂直约束方向"
PHYSICS,产生条件,rename,平抛运动的产生条件,,原文线索"初速度 v0=0，方向水平；只受重力"
PHYSICS,核心处理思想-运动的合成与分解,rename,平抛运动的分解方法,,原文线索"水平方向匀速直线运动、竖直方向自由落体运动"
PHYSICS,定义,rename,类平抛运动,,原文线索"受恒定的合外力作用，且初速度方向与合外力方向垂直"
PHYSICS,基本概念,rename,斜抛运动,,原文线索"以初速度 v0 斜向上方抛出，仅受重力，轨迹为抛物线"
PHYSICS,分子运动速率分布图像-气体分子速率呈-中间多-两头少-的规律分布-如下图所示,rename,分子运动速率分布图像,,通用规则因"如下图所示"把它整条判为题干，但冒号前的概念名是真知识点（同专题有《分子运动速率分布规律》）
CHEMISTRY,书写fe-oh-3胶体制备的化学方程式的五个易错点,rename,Fe(OH)3胶体制备方程式的易错点,,通用规则因句首"书写"判为题干，但条目实质是易错点清单（内容性）
PHYSICS,基本规律,rename,匀变速直线运动的三个基本公式,,原文线索给出 v＝v0＋at、x＝v0t＋½at²、v²－v0²＝2ax 三式（与"自由落体运动的基本规律"是不同的节点）
PHYSICS,关键物理量,rename,斜抛运动的对称性与射程,,原文线索"射程最大条件 θ=45°""上升时间=下降时间"
PHYSICS,应用场景,rename,抛体运动的实际应用,,原文线索"投掷铅球、投篮""斜面斜抛""非对称抛体"
PHYSICS,物体间恰好不发生相对滑动-的临界条件是物体间恰好达到最大静摩擦力,rename,摩擦力提供向心力时的临界条件,,原文线索"静摩擦力的方向一定指向圆心""汽车转弯"；原名含多余空格
PHYSICS,分析方法,rename,斜面上圆周运动的分析方法,,原文线索"确定约束类型→正交分解（沿斜面和垂直斜面）→列法向方程"
PHYSICS,两个质量均为m的木块a-b用恰好伸直的轻绳相连-放在水平圆盘上,rename,圆盘上连接体的临界角速度,,原文线索是"轻绳出现拉力的临界角速度"与"A、B相对圆盘滑动的临界条件"的完整模型分析
PHYSICS,解题关键,rename,脱轨的判据与分析步骤,,原文线索"脱轨判据：轨道支持力 N≤0 时必脱轨""确定脱轨点→由 N=0 或 T=0 列临界方程"
PHYSICS,绳球模型-杆球模型两类经典模型中的临界条件-情景分析,rename,绳球模型与杆球模型的临界条件对比,,原文线索"两类模型对比分析"
PHYSICS,单位制-由基本单位和导出单位共同构成-常考-国际单位制-si-国际制基本单位,merge,,单位制,与既有节点「单位制」是同一概念（本条只是把定义写进名称）
PHYSICS,性质,rename,力的性质,,原文线索"物质性/相互性/矢量性/独立性"四条
PHYSICS,方向-总是竖直向下-竖直向下是和水平面垂直-不一定和接触面垂直-也不一定指向地心,rename,重力的方向,,原文线索含重心与悬挂法；名称指向重力的方向
PHYSICS,核心规律-受力分析-力的合成与分解-共点力的平衡,rename,共点力平衡与受力分析的核心规律,,名称本身列出三块内容，属章末综合节点
PHYSICS,定义与目的,rename,受力分析的定义与目的,,原文线索"分析物体所受所有外力，确定其大小、方向和作用点…应用牛顿运动定律"
PHYSICS,基本原则,rename,受力分析的基本原则,,原文线索"隔离法""先场力后接触力""只画外力"
PHYSICS,分析步骤,rename,受力分析的步骤,,原文线索是完整步骤链（确定对象→画重力→查弹力→查摩擦力→检查）
PHYSICS,特点,rename,力的合成与分解的特点,,原文线索"等效性/同体性/瞬时性/矢量性"
PHYSICS,本质-是力的合成的逆运算-同样遵循矢量运算法则,rename,力的分解的本质,,原文线索"用几个分力等效替代一个合力"
PHYSICS,核心特点,rename,平衡状态的特点与正交分解法,,原文线索"a=0 是平衡状态的本质特征"与正交分解步骤
PHYSICS,相似三角形-动态三角形-拉密定理等方法解决临界极值问题,rename,解临界极值问题的矢量三角形法与拉密定理,,原文线索列出相似三角形法/动态三角形法/拉密定理三种几何方法
PHYSICS,天上-星球上空距离星体中心r-r-h处的重力加速度为g,rename,星球上空的重力加速度,,原文线索"星球上空距离星体中心 r＝R＋h 处的重力加速度 g′"；原名是"天上"这个通用词
PHYSICS,地下-在天体内部距离中心r处-r-r-加速度为g-r,rename,天体内部的重力加速度,,原文线索"引力仅由半径 r 以内的天体质量 Mr 提供"；原名是"地下"这个通用词
PHYSICS,模型解读,rename,卫星的追及与相遇问题,,原文线索"两卫星在同一轨道同向运动…称之为追及问题…相遇问题"
PHYSICS,性质-x1,rename,重力做功与重力势能、弹性势能,,原文线索"WG＝Ep1－Ep2"与弹性势能定义
PHYSICS,定义,rename,简谐运动的定义,,原文线索给出运动学定义与动力学定义两条；保留为独立节点而不并入既有「简谐运动」（避免丢失动力学定义）
PHYSICS,定义-x2,rename,简谐运动的定义,,原文线索给出运动学定义与动力学定义两条（与上面一条同题，两条均指向简谐运动定义）
PHYSICS,表达式,rename,简谐运动的表达式,,原文线索"x＝Asin(ωt＋φ)，A 代表振幅，ω＝2πf"
PHYSICS,性质-x2,merge,,冲量,与既有节点「冲量」同一概念（原文线索即冲量的定义式 I=Ft 与单位）
PHYSICS,定义-物体在一个过程中所受合外力的冲量等于该物体在这个过程中动量的变化量,merge,,动量定理,该定义就是动量定理的内容（既有节点「动量定理」）
PHYSICS,定义-碰撞指的是两个物体在很短的时间内发生相互作用,rename,碰撞的定义,,原文线索补充"碰撞前指即将碰撞那一刻"
PHYSICS,情景分析,rename,子弹打木块模型,,原文线索"子弹以水平速度射向原来静止的木块…完全非弹性碰撞"
PHYSICS,情景分析-x1,rename,子弹打木块模型,,与上面一条同题（同一模型的两份来源）
PHYSICS,模型解读-x1,rename,滑块与弧面模型,,原文线索"滑块和弧面组成的系统在水平方向动量守恒"
PHYSICS,模型解读-x2,rename,滑块与弧面模型,,与上面一条同题
PHYSICS,规律,rename,爆炸过程的动量与能量规律,,原文线索"系统的内力远远大于外力…在爆炸过程中动能增加"（初稿误记为盐类水解，已纠正）
PHYSICS,分类-x1,rename,单缝衍射条纹的特点,,原文线索"单色光通过狭缝…中央条纹最宽最亮，其余条纹变窄变暗"
PHYSICS,分类-x2,rename,光谱的分类,,原文线索"线状谱…连续谱…产生条件"
PHYSICS,条件-①光从光密介质射入光疏介质-②入射角大于或等于临界角,rename,全反射的条件,,名称即全反射的两个条件
PHYSICS,应用,rename,全反射的应用,,原文线索"全反射棱镜""光导纤维"
PHYSICS,分析方法-x1,rename,带电粒子在磁场中运动的分析方法,,原文线索"抓住时间上的周期性和空间上的对称性"
PHYSICS,结构,rename,示波管的构造,,原文线索"由电子枪、偏转电极和荧光屏组成"
PHYSICS,原理,rename,示波管的工作原理,,原文线索"偏转电极不加电压…仅在XX′加电压…"
PHYSICS,作用,rename,电源的作用,,原文线索"使导体两端始终存在电势差""保持持续电流""能量转化"
PHYSICS,原理-x1,rename,电源的工作原理,,原文线索"电源内部非静电力做功…外部电路电场力做功"
PHYSICS,定义-x1,rename,电功与电热的关系,,原文线索"纯电阻电路消耗的电能全部转化为热能，电功和电热相等 W=Q"（初稿误记为盐类水解，已纠正）
PHYSICS,大小,rename,洛伦兹力的大小,,原文线索"F＝qvB…θ为 v 与 B 的夹角"
PHYSICS,特点-f-b-f-v-即f垂直于b与v决定的平面-f与v始终垂直-洛伦兹力不做功,rename,洛伦兹力的方向特点,,原文线索"既与运动方向垂直又与磁场方向垂直"
PHYSICS,仪器构造,rename,速度选择器,,原文线索"能把具有一定速度的粒子选择出来"且给出 v0＝E/B 的条件
PHYSICS,仪器构造-质谱仪由粒子源-加速电场-偏转磁场和照相底片构成,rename,质谱仪,,原文线索"粒子源、加速电场、偏转磁场和照相底片"
PHYSICS,解题方法-x1,rename,带电粒子在有界磁场中运动的临界问题,,原文线索"运用动态思维，寻找临界状态"
PHYSICS,产生条件-穿过回路的磁通量发生改变-与电路是否闭合无关,rename,感应电流的产生条件,,名称即条件；摘录补充"回路断开时仍有感应电动势"
PHYSICS,定义-一个线圈中的电流变化时-它所产生的变化的磁场在它本身激发出感应电动势的现象,rename,自感现象,,原文线索"导体本身电流发生变化而产生的电磁感应现象"
PHYSICS,特点-整个导体回路的电阻一般很小-感应电流很大-故金属块的发热功率很大,rename,涡流的特点,,原文线索"其他形式的能转化成电能最终转化为内能"
PHYSICS,应用-1-涡流热效应的应用-如真空冶炼炉-2-涡流磁效应的应用-如探雷器,rename,涡流的应用与防止,,原文线索含应用（冶炼炉/探雷器）与降低方法（硅钢片叠成铁芯）
PHYSICS,基本思路-x1,rename,电磁感应"先电后力"的分析思路,,原文线索"处理此类问题的一般思路是先电后力"
PHYSICS,基本思路,rename,电磁感应"先电后力"的分析思路,,与上面一条同题
PHYSICS,磁通量φ-磁通量的变化量δφ及磁通量的变化率的比较,rename,磁通量与磁通量变化率的比较,,名称本身是真概念（25 字触发长度规则，略缩即可）
PHYSICS,带电粒子在叠加场-复合场-电场与磁场重叠-中的运动,rename,带电粒子在叠加场中的运动,,去掉括注
PHYSICS,带电粒子在组合场-电场与磁场各位于一定的区域内-并不重叠-中的运动,rename,带电粒子在组合场中的运动,,去掉括注
PHYSICS,特点-x1,rename,磁感线的特点,,原文线索"为了形象描述磁场而引入的假想曲线"
PHYSICS,电容-通交流-隔直流-通高频-阻低频,rename,电容器对交变电流的作用,,名称内容是电容器对交流的阻碍作用，与既有「电容」不是同一概念（故不合并）
PHYSICS,正弦式交变电流的变化规律-线圈在中性面位置时开始计时,rename,正弦式交变电流的变化规律,,去掉括注
PHYSICS,定义-在任何温度-任何压强下都遵从气体实验定律的气体,rename,理想气体,,原文线索"是对实际气体的一种科学抽象，是一种理想模型"
PHYSICS,意义-x1,rename,能量守恒定律的意义,,原文线索"突破机械观念""终结第一类永动机的想法"
PHYSICS,内容-一个热力学系统的内能变化量等于外界向它传递的热量与外界对它所做的功的和,rename,热力学第一定律,,名称即热力学第一定律的内容
PHYSICS,不要漏掉大气压强-同时又要尽可能平衡掉某些大气的压力,rename,气体压强测量的注意事项,,原文线索"可直接应用连通器原理"
PHYSICS,数据处理-x2,rename,测折射率实验的数据处理,,原文线索"量角查表计算法""边长比值计算法"
PHYSICS,注意事项-1-调节各器件的高度-使光源灯丝发出的光能沿遮光筒轴线到达光屏,rename,双缝干涉测波长实验的注意事项,,原文线索"使单缝与双缝平行""转动手轮使十字刻线对齐"
PHYSICS,原理-x2,rename,用油膜法估测分子大小的原理,,原文线索"滴在水面上形成单分子油膜…把油酸分子看成球形"
PHYSICS,如果要列出各物理量在某一时刻的关系式-可用牛顿第二定律,rename,力学三大观点的选用原则,,原文线索按"涉及时间/位移/对象"给出动量定理、动能定理、牛顿第二定律的选用
PHYSICS,若单独利用动量观点-或能量观点-无法解决问题-可尝试两种观点结合联立方程求解,rename,动量与能量观点的综合应用,,原文线索"两种观点结合联立方程"
PHYSICS,数据处理,rename,滴定实验的数据处理,,原文线索"重复实验求平均体积"
PHYSICS,实验结论-周期的平方与摆长成正比,rename,单摆周期与摆长的关系,,名称即结论（周期平方与摆长成正比）
CHEMISTRY,fecl3溶液-fe-oh-3胶体-fe-oh-3浊液是三种重要的分散系,rename,三种分散系的比较,,原文线索对比胶体与其他分散系的本质特征与丁达尔现象
CHEMISTRY,看-气体-是否处于-标准状况-0-101kpa,rename,阿伏加德罗常数题中标准状况的陷阱,,原文线索"题干设常温常压时无法用标准状况气体摩尔体积求解"
CHEMISTRY,从溶液改变角度分析产生的误差-用-偏大-偏小-或-无影响-填空,delete,,,练习题干（要学生填空判断偏大偏小）——抽取事故
CHEMISTRY,从溶质改变角度分析产生的误差-用-偏大-偏小-或-无影响-填空,delete,,,练习题干（同上）
CHEMISTRY,在化学研究中-物质的量浓度是使用最广泛的一种表示溶液浓度的方法,rename,物质的量浓度,,原文线索是配制溶液与浓度计算
CHEMISTRY,物质的量是高中化学常用的物理量-请完成以下有关计算,delete,,,练习题干（请完成以下计算）——抽取事故
CHEMISTRY,物质的量是高中化学常用的物理量-请完成以下有关计算-设na为阿伏加德罗常数的值,delete,,,练习题干（同上）
CHEMISTRY,2024-经典习题改编-按要求正确书写相关离子方程式,delete,,,练习题干（按要求书写离子方程式）——抽取事故
CHEMISTRY,已知某100-ml溶液中含有的部分离子的浓度大小如表所示,delete,,,练习题干（给了表格与数据的计算题）——抽取事故
CHEMISTRY,na2o2是一种常见的过氧化物-具有强氧化性和漂白性,merge,,过氧化钠,与既有节点「过氧化钠」同一概念（本条只是把性质描述写进名称）
CHEMISTRY,电子工业常用30-的fecl3溶液腐蚀敷在绝缘板上的铜箔-制造印刷电路板,rename,FeCl3溶液腐蚀铜箔（印刷电路板原理）,,原文线索是 Fe3＋ 检验与反应方程式，属真实考点
CHEMISTRY,在fecl3-cucl2混合溶液中-加入铁粉与铜粉的混合物,delete,,,练习题干（加入铁粉与铜粉的混合物后判断离子存在）——抽取事故
CHEMISTRY,横向变化体现了同价态不同的类别-氧化物-碱-盐-物质之间的转化,rename,价类二维图的横向转化规律,,原文线索"碱性氧化物都能溶于酸转化为盐…Fe2＋、Fe3＋与碱反应生成对应的碱"
CHEMISTRY,斜向变化体现不同价态-不同类别之间物质的转化-主要体现物质的氧化性或还原性,rename,价类二维图的斜向转化规律,,原文线索配铁元素价类二维图
CHEMISTRY,熟练掌握溶解-过滤-蒸发等操作-认识化学方法在物质分离和提纯中的重要作用,rename,物质分离提纯的基本操作,,原文线索给出粗盐提纯的试剂与操作顺序
CHEMISTRY,本实验中加入试剂的顺序是什么-按照其他顺序加入试剂能否达到同样的目的,delete,,,练习题干（连续设问）——抽取事故
CHEMISTRY,在实验操作②中为什么依次加入的试剂都要略微过量-实验操作④中加入盐酸的目的是什么,delete,,,练习题干（连续设问）——抽取事故
CHEMISTRY,粗盐水中加入氯化钡溶液使s沉淀而除去-如何检验s是否沉淀完全,delete,,,练习题干（设问）——抽取事故
CHEMISTRY,通过此次实验活动-你认为物质分离和提纯原则应该有哪些,delete,,,练习题干（设问）——抽取事故
CHEMISTRY,n2o-no和no2等氮氧化物是空气污染物-含有氮氧化物的尾气需处理后才能排放,rename,氮氧化物的污染与尾气处理,,原文线索给出 N2O 的处理与 NO/NO2 的吸收条件
CHEMISTRY,工业上制备的盐酸显黄色是因为溶有fe3-而浓hno3显黄色是因为溶有no2,rename,盐酸与浓硝酸显黄色的原因,,原文线索同时给出 NO2 被碱吸收的条件
CHEMISTRY,浓盐酸和浓氨水反应有白烟生成-常用于hcl和nh3的相互检验,rename,浓盐酸与浓氨水的相互检验,,原文线索以 NH4HCO3 遇碱变蓝作对照
CHEMISTRY,验证某无色气体为no的方法是向无色气体中通入o2-或空气-无色气体变为红棕色,rename,NO的检验方法,,原文线索同时给出 NO/NO2 的收集方法
CHEMISTRY,常温下-铁-铝遇浓硝酸能发生-钝化-并非不反应-故常温下浓硝酸可以用铁桶盛放,rename,钝化现象及其应用,,名称本身是真实结论
CHEMISTRY,硅是地壳中储量仅次于氧的元素-在自然界中主要以和硅酸盐的形式存在,rename,硅在自然界的存在形式,,原文线索涉及晶体硅与硅酸盐
CHEMISTRY,在一定温度下-利用催化剂将nh3分解为n2和h2-相关化学键的键能数据如下,delete,,,练习题干（给键能表求 ΔH）——抽取事故
CHEMISTRY,定义,rename,热化学方程式的定义,,原文线索"表明…的化学方程式，叫作热化学方程式"
CHEMISTRY,对于反应n2-g-3h2-g-2nh3-g,delete,,,练习题干（给定反应后设问恒温恒容影响）——抽取事故
CHEMISTRY,甲烷与氯气在光照条件下存在如下反应历程-表示电子,rename,甲烷氯代反应的自由基历程,,原文线索给出链引发/链增长三步（Cl· 与 ·CH3）
CHEMISTRY,若上述题目中的-1-4-改成一定温度下的恒压密闭容器-结果又如何,delete,,,练习题干（改写题干设问）——抽取事故
CHEMISTRY,催化剂-催化剂同等程度改变正逆反应速率-不影响平衡移动,merge,,催化剂,与既有节点「催化剂」同一概念（本条只是把结论写进名称）
CHEMISTRY,某温度下-在一恒容密闭容器中进行如下两个反应并达到平衡,delete,,,练习题干（给定两反应后设问）——抽取事故
CHEMISTRY,工业上常用甲烷-水蒸气重整制备氢气-体系中发生如下反应,delete,,,练习题干（重整设问）——抽取事故
CHEMISTRY,甲烷作燃料电池的负极反应物时-其电极反应式在不同的介质中有不同的写法,rename,甲烷燃料电池的负极反应式（不同介质）,,原文线索列出强酸/导O2－等介质下的写法差异
CHEMISTRY,o2作为原电池的正极反应物时-其电极反应在不同的介质中有不同的写法,rename,氧燃料电池的正极反应式（不同介质）,,原文线索列出强酸/强碱等介质下的写法差异
CHEMISTRY,在浓差电池中-为了限定某些离子的移动-常涉及到-离子交换膜,rename,离子交换膜的作用,,原文线索"隔离两极区""选择性允许离子通过"
CHEMISTRY,利用nh3的还原性可以消除氮氧化物的污染-其中除去no的主要反应如下,delete,,,练习题干（给出速率方程后设问）——抽取事故
CHEMISTRY,氢能是极具发展潜力的清洁能源-以氢燃料为代表的燃料电池有良好的应用前景,delete,,,练习题干引导语（后续接重整设问）——抽取事故
CHEMISTRY,已知反应-4co-2no2n2-4co2在不同条件下的化学反应速率如下,delete,,,练习题干（给多组速率比较快慢）——抽取事故
CHEMISTRY,聚苯乙烯是一类重要的高分子材料-可通过苯乙烯聚合制得,rename,聚苯乙烯的制备,,原文线索给出乙苯脱氢制苯乙烯的反应
CHEMISTRY,有机物g-是一种调香香精-也可用作抗氧化剂-工业合成路线之一如下,delete,,,练习题干（合成路线推断）——抽取事故
CHEMISTRY,甲基丁香酚g-可用作食用香精-某小组设计的制备甲基丁香酚的流程如下,delete,,,练习题干（合成路线推断）——抽取事故
CHEMISTRY,已知-①环己烯可以通过1-3-丁二烯与乙烯发生环化加成反应得到,delete,,,练习题干引导语（给新反应供推断用）——抽取事故
CHEMISTRY,高聚物g是一种合成纤维-由a与e为原料制备j和g的一种合成路线如下,delete,,,练习题干（合成路线推断）——抽取事故
CHEMISTRY,已知nabh4与水反应的化学方程式为nabh4-2h2o-nabo2-4h2,delete,,,练习题干（给反应后要求标电子转移）——抽取事故
CHEMISTRY,1-在一定温度下-有a-盐酸b-硫酸c-醋酸三种酸,delete,,,练习题干（三种酸的多问比较）——抽取事故
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,rename,用电离常数判断稀释时粒子浓度比值,,名称即方法（K 不变，由比值式反推）
CHEMISTRY,在相同浓度-相同温度下-与强电解质溶液做导电性对比实验,rename,用导电性对比实验判断弱电解质,,原文线索同时给出"浓度与 pH 的关系""测定对应盐"两种判据
CHEMISTRY,难溶电解质的ksp数值越小-表明在水中的溶解能力就越弱-这种说法对吗,delete,,,练习题干（判断题设问）——抽取事故
CHEMISTRY,在饱和溶液中加入少量的溶液产生沉淀-若以ksp表示的溶度积常数-则平衡后溶液中,delete,,,练习题干（句子不完整且为设问）——抽取事故
CHEMISTRY,水电离出的c-h-或c-oh-的相关计算-25,rename,水电离出的c(H＋)或c(OH－)的计算,,原文线索"任何水溶液中水电离产生的 c(H＋) 和 c(OH－) 总是相等的"
CHEMISTRY,巧抓-四点-突破酸碱中和滴定曲线中的粒子浓度关系,rename,酸碱中和滴定曲线中粒子浓度关系的四个关键点,,原文线索给出"一半点/恰好点"等四个关键点
CHEMISTRY,定义-x1,rename,盐类水解的定义,,原文线索"盐电离出来的离子跟水电离产生的 H＋ 或 OH－ 结合"
CHEMISTRY,规律,rename,盐类水解的规律,,原文线索"有弱才水解，越弱越水解；谁强显谁性，同强显中性"
CHEMISTRY,0-1-mol-l-1的na2co3溶液中各粒子浓度的关系,delete,,,练习题干（要求写大小关系与守恒式）——抽取事故
CHEMISTRY,0-1-mol-l-1的-nh4-2so4溶液中各粒子浓度的关系,delete,,,练习题干（同上）——抽取事故
CHEMISTRY,0-1-mol-l-1的nahso3溶液ph-7-各离子浓度的关系,delete,,,练习题干（同上）——抽取事故
CHEMISTRY,特点,rename,盐类水解反应的特点,,原文线索"可逆反应""中和反应的逆反应""程度很微弱"
CHEMISTRY,碳元素的单质有多种形式-下图依次是c60-石墨和金刚石的结构图,delete,,,练习题干（据结构图回答）——抽取事故
CHEMISTRY,月桂烯-是重要的化工原料-广泛用于香料行业,delete,,,练习题干（加成与合成路线）——抽取事故
CHEMISTRY,1-写出以乙醇为原料制备的化学方程式-无机试剂任选-并注明反应类型,delete,,,练习题干（写出方程式）——抽取事故
CHEMISTRY,苯甲酸异丙酯为无色油状液体-留香时间长-常用于香精-制备反应为,delete,,,练习题干（酯化制备探究）——抽取事故
CHEMISTRY,已知两个醛分子在naoh溶液作用下可以发生加成反应-生成一种羟基醛,delete,,,练习题干引导语（给羟醛缩合供推断）——抽取事故
CHEMISTRY,mol-hcho-4-mol-cu-oh-2-2-mol-cu2o,rename,甲醛与氢氧化铜反应的定量关系,,原文线索"二元醛发生银镜反应或与新制 Cu(OH)2 反应时量的关系"
CHEMISTRY,基本概念,rename,单体、链节与聚合度,,原文线索"单体：能够进行…形成高分子化合物的低分子化合物""链节…可重复"
CHEMISTRY,工业上用某种氧化铝矿石-含fe2o3杂质-为原料冶炼铝的工艺流程如下,delete,,,练习题干（据流程图判断）——抽取事故
CHEMISTRY,由工业废渣-主要含fe-si-al等的氧化物-制取聚合硫酸铁铝净水剂的流程如下,delete,,,练习题干（据流程图判断）——抽取事故
CHEMISTRY,中学化学中常见的既能与盐酸反应-又能与naoh溶液反应的物质,rename,既与酸又与碱反应的常见物质,,原文线索列出 Al/Al2O3/Al(OH)3/酸式盐/弱酸铵盐/氨基酸
CHEMISTRY,既能跟稀盐酸反应-又能跟氢氧化钠溶液反应的化合物是,delete,,,练习题干（选择题设问）——抽取事故
CHEMISTRY,al3-al-oh-3-alo-al-oh-4-之间的转化,rename,Al3＋、Al(OH)3、[Al(OH)4]－之间的转化,,名称本身是真概念（含特殊符号，规范化重写）
BIOLOGY,dna-rna-蛋白质等的水解产物和氧化产物-归纳总结,rename,DNA、RNA、蛋白质的水解产物与氧化产物,,原文线索是"初步水解/彻底水解/氧化分解"三栏对照表
BIOLOGY,结束后-应将耐药菌-培养基-纸片等进行高温灭菌处理-防止对环境造成污染,rename,耐药菌实验材料的灭菌处理,,属实验规范要求，非题干
PHYSICS,定义-x2,merge,,定义,与既有节点「简谐运动的定义」同一概念（本条的原文线索同样是简谐运动的定义）
PHYSICS,情景分析,merge,,子弹打木块模型,既有节点「子弹打木块模型」已存在，本条改名后与之同名，应并入
PHYSICS,情景分析-x1,merge,,子弹打木块模型,同上（该模型的两份来源之一）
PHYSICS,模型解读-x1,merge,,模型解读-x2,两条原文线索是同一段"滑块与弧面系统水平方向动量守恒"，保留一条
PHYSICS,基本思路,merge,,基本思路-x1,两条都是"先电后力"的同一思路，保留一条
PHYSICS,内容-一个热力学系统的内能变化量等于外界向它传递的热量与外界对它所做的功的和,merge,,热力学第一定律,既有节点「热力学第一定律」已存在，本条即其内容表述
CHEMISTRY,在化学研究中-物质的量浓度是使用最广泛的一种表示溶液浓度的方法,merge,,物质的量浓度-x1,既有节点「物质的量浓度」已存在，本条只是把定义写进名称
CHEMISTRY,al3-al-oh-3-alo-al-oh-4-之间的转化,rename,铝三角的相互转化,,原名 27 字触发长度规则，实为真概念（Al3＋/Al(OH)3/[Al(OH)4]－ 三者的相互转化）
