rel_path	state	location	sha16	size	action
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.2任意角的三角函数（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.2任意角的三角函数（讲义）（学生版）.docx	e7dee17c796e56ac	944497	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.2任意角的三角函数（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.2任意角的三角函数（讲义）（教师版）.docx	-	949004	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.3同角三角函数之间的关系（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.3同角三角函数之间的关系（讲义）（学生版）.docx	57c04a5c4abb32b9	921417	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.3同角三角函数之间的关系（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.3同角三角函数之间的关系（讲义）（教师版）.docx	-	931335	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.4三角函数诱导公式（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.4三角函数诱导公式（讲义）（学生版）.docx	a0211f1710994f77	919576	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.4三角函数诱导公式（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.4三角函数诱导公式（讲义）（教师版）.docx	-	926893	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.5两角和与差的正余弦（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.5两角和与差的正余弦（讲义）（学生版）.docx	f38a672114d2a710	911965	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.5两角和与差的正余弦（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.5两角和与差的正余弦（讲义）（教师版）.docx	-	918684	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.6三角函数的二倍角公式（讲义）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.6三角函数的二倍角公式（讲义）（学生版）.docx	-	914834	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.6三角函数的二倍角公式（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.6三角函数的二倍角公式（讲义）（教师版）.docx	-	924870	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.7正弦函数的图像与性质（讲义）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.7正弦函数的图像与性质（讲义）（学生版）.docx	-	925282	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.7正弦函数的图像与性质（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.7正弦函数的图像与性质（讲义）（教师版）.docx	-	963922	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.8余弦函数的图像与性质（讲义）（学生版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.8余弦函数的图像与性质（讲义）（学生版）.docx	-	925953	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/4.8余弦函数的图像与性质（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\4.8余弦函数的图像与性质（讲义）（教师版）.docx	-	941797	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/5.1正弦定理（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\5.1正弦定理（讲义）（学生版）.docx	912fffef3577ad75	927615	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/5.1正弦定理（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\5.1正弦定理（讲义）（教师版）.docx	-	1007881	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/5.2余弦定理（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\5.2余弦定理（讲义）（学生版）.docx	b7f884f7efa91646	912581	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/5.2余弦定理（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\5.2余弦定理（讲义）（教师版）.docx	-	918608	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.1等差数列（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.1等差数列（讲义）（学生版）.docx	726d7595505474ce	916218	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.1等差数列（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.1等差数列（讲义）（教师版）.docx	-	926793	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.2等比数列（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.2等比数列（讲义）（学生版）.docx	c035dcd22d5da3da	927720	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.2等比数列（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.2等比数列（讲义）（教师版）.docx	-	926315	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.3数列求和（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.3数列求和（讲义）（学生版）.docx	df1e27002d5d914c	932890	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/6.3数列求和（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\6.3数列求和（讲义）（教师版）.docx	-	962105	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.1基本立体图形及其体积与表面积（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.1基本立体图形及其体积与表面积（讲义）（学生版）.docx	350845fd07c983b7	5273588	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.1基本立体图形及其体积与表面积（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.1基本立体图形及其体积与表面积（讲义）（教师版）.docx	-	7800804	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.2直线、平面平行的判定与性质（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.2直线、平面平行的判定与性质（讲义）（学生版）.docx	43f97a61a11faeb6	7839055	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.2直线、平面平行的判定与性质（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.2直线、平面平行的判定与性质（讲义）（教师版）.docx	-	13211025	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.3直线与平面垂直的判定和性质（讲义）（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.3直线与平面垂直的判定和性质（讲义）（学生版）.docx	4eb559a9950ef77d	2006476	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/7.3直线与平面垂直的判定和性质（讲义）（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\7.3直线与平面垂直的判定和性质（讲义）（教师版）.docx	-	2758796	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点01一元一次不等式和集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点01一元一次不等式和集合（学生版）.docx	b347b37020e5404c	909945	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点01一元一次不等式和集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点01一元一次不等式和集合（教师版）.docx	-	1010758	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点02一元二次不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点02一元二次不等式与集合（学生版）.docx	d74e410d2a4027b7	911117	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点02一元二次不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点02一元二次不等式与集合（教师版）.docx	-	987579	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点03绝对值不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点03绝对值不等式与集合（学生版）.docx	38ba0eebb6080977	1011558	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点03绝对值不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点03绝对值不等式与集合（教师版）.docx	-	1025261	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点04分式不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点04分式不等式与集合（学生版）.docx	b5a4cde7b40e2e67	922055	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点04分式不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点04分式不等式与集合（教师版）.docx	-	936569	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点05根式不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点05根式不等式与集合（学生版）.docx	300cbaf8625ef8d8	922588	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点05根式不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点05根式不等式与集合（教师版）.docx	-	939169	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点06指数不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点06指数不等式与集合（学生版）.docx	037d8a32fed319eb	921809	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点06指数不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点06指数不等式与集合（教师版）.docx	-	939033	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点07对数不等式与集合（学生版）.docx	EXTRACTED	C:\Users\听云\Desktop\知识库原始数据资料\zz-已判定隔离\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点07对数不等式与集合（学生版）.docx	9827ee893e3261f5	975449	delete
2026年新高考资料/一轮复习/2026年体育单招数学零基础一轮总复习/资料/重点07对数不等式与集合（教师版）.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年体育单招数学零基础一轮总复习\资料\重点07对数不等式与集合（教师版）.docx	-	991176	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第一章 集合与常用逻辑用语、不等式/第1节 集合.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第一章 集合与常用逻辑用语、不等式\第1节 集合.DOCX	-	1523149	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第一章 集合与常用逻辑用语、不等式/第2节 常用逻辑用语.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第一章 集合与常用逻辑用语、不等式\第2节 常用逻辑用语.DOCX	-	1029007	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第一章 集合与常用逻辑用语、不等式/第3节 不等式及其性质.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第一章 集合与常用逻辑用语、不等式\第3节 不等式及其性质.DOCX	-	1026571	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第一章 集合与常用逻辑用语、不等式/第4节 基本不等式.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第一章 集合与常用逻辑用语、不等式\第4节 基本不等式.DOCX	-	1055945	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第一章 集合与常用逻辑用语、不等式/第5节 一元二次方程、不等式.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第一章 集合与常用逻辑用语、不等式\第5节 一元二次方程、不等式.DOCX	-	1080814	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第七章　立体几何与空间向量/多选题加练(七)　立体几何与空间向量.DOCX	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第七章　立体几何与空间向量\多选题加练(七)　立体几何与空间向量.DOCX	-	1168977	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第七章　立体几何与空间向量/第1节　基本立体图形及几何体的表面积与体积.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第七章　立体几何与空间向量\第1节　基本立体图形及几何体的表面积与体积.docx	-	2224781	delete
2026年新高考资料/一轮复习/2026年大一轮复习讲义数学课件讲义练习/基础版/Word版题库/第七章　立体几何与空间向量/第2节　与球有关的切、接问题.docx	CHUNKED	C:\Users\听云\Desktop\知识库原始数据资料\2026年新高考资料\一轮复习\2026年大一轮复习讲义数学课件讲义练习\基础版\Word版题库\第七章　立体几何与空间向量\第2节　与球有关的切、接问题.docx	-	1210927	delete
