subject,slug,name,topic,material_count,tier,note
CHEMISTRY,化学反应条件的控制,化学反应条件的控制,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学基本概念题的解题策略,化学基本概念题的解题策略,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学实验中的先后顺序规则,化学实验中的先后顺序规则,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验中的温度控制,化学实验中的温度控制,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验中的防火防爆与防暴沸,化学实验中的防火防爆与防暴沸,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验基本操作中的八个不能,化学实验基本操作中的八个不能,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验基本操作禁忌,化学实验基本操作禁忌,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验基本操作规范,化学实验基本操作规范,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验安全与事故处理,化学实验安全与事故处理,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验安全与试剂保存,化学实验安全与试剂保存,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学实验装置的连接与操作顺序,化学实验装置的连接与操作顺序,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,化学平衡,化学平衡,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,化学平衡计算的三段式法,化学平衡计算的三段式法,化学选择性必修1·第二章·化学平衡,1,thin,
CHEMISTRY,化学方程式中的定量关系,化学方程式中的定量关系,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学用语中的六式,化学用语中的六式,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学用语书写规范,化学用语书写规范,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学电源的优点与优劣判断,化学电源的优点与优劣判断,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学计算中的关系式法,化学计算中的关系式法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学计算中的守恒法,化学计算中的守恒法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学计算的常用方法,化学计算的常用方法,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,化学试剂的存放规则,化学试剂的存放规则,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,单质,单质,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,卤代烃的用途与危害,卤代烃的用途与危害,化学选择性必修3·有机化学基础·卤代烃,1,thin,
CHEMISTRY,卤素互化物与拟卤素解题模板,卤素互化物与拟卤素解题模板,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,卤素单质氧化性强弱的比较实验,卤素单质氧化性强弱的比较实验,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,原子分数坐标,原子分数坐标,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,原子分数坐标与晶胞投影图,原子分数坐标与晶胞投影图,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,原子经济性,原子经济性,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,反应热的五种计算方法,反应热的五种计算方法,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,反应热的规范表述,反应热的规范表述,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,各种硅酸的结构,各种硅酸的结构,化学必修第二册·第五章第三节·无机非金属材料,1,thin,
CHEMISTRY,各类物质的化学通性,各类物质的化学通性,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,合成高分子,合成高分子,化学选择性必修3·有机化学基础·合成高分子的基本方法,1,thin,
CHEMISTRY,同位素示踪法研究酯水解断键,同位素示踪法研究酯水解断键,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,含氧酸及其酸性比较,含氧酸及其酸性比较,化学必修第一册·第四章·物质结构元素周期律,1,thin,
CHEMISTRY,含氯化合物制备原料转化路径,含氯化合物制备原料转化路径,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,含氯物质的制备与转化路径,含氯物质的制备与转化路径,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,吸收氨气-或hcl-时要注意防止倒吸,吸收氨气(或HCl)时要注意防止倒吸。,化学必修第二册·第五章·硫氮及其化合物,1,thin,
CHEMISTRY,吸热反应,吸热反应,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,商余法确定烃的分子式,商余法确定烃的分子式,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,固体和气体的溶解度,固体和气体的溶解度,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,在一定温度下-已知以下三个反应的平衡常数,平衡常数之间的关系,化学必修第二册·第六章·化学反应与能量,1,thin,
CHEMISTRY,基于-两性-类比推测be-zn及其化合物的性质,基于“两性”类比推测Be、Zn及其化合物的性质,铝及其化合物,1,thin,
CHEMISTRY,基本营养物质,基本营养物质,化学必修第二册·第七章·有机化合物·基本营养物质,1,thin,
CHEMISTRY,多官能团有机物与试剂的定量关系,多官能团有机物与试剂的定量关系,化学必修第二册·第七章·有机化合物,1,thin,
CHEMISTRY,多池串联装置,多池串联装置,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,多液电池的分析方法,多液电池的分析方法,化学选择性必修1·第四章·电化学,1,thin,
CHEMISTRY,多重反应离子方程式的书写,多重反应离子方程式的书写,化学必修第一册·第一章·离子反应与氧化还原,1,thin,
CHEMISTRY,守恒法在化学计算中的应用,守恒法在化学计算中的应用,CHEMISTRY·综合·综合·综合,1,thin,
CHEMISTRY,定量实验数据的处理策略,定量实验数据的处理策略,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,定量实验的数据采集与处理,定量实验的数据采集与处理,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,定量测定型综合实验,定量测定型综合实验,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验中的排空操作,实验中的排空操作,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验原理,实验原理,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,实验室制取氯气的其他方法,实验室制取氯气的其他方法,化学必修第一册·第二章·氯及其化合物,1,thin,
CHEMISTRY,实验室制备高铁酸钾-k2feo4-并探究其性质,实验室制备高铁酸钾(K2FeO4)并探究其性质。,化学选择性必修1·第一章·反应热与能量,1,thin,
CHEMISTRY,实验室实验安全,实验室实验安全,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验条件的控制,实验条件的控制,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验用品,实验用品,化学选择性必修1·第三章·水溶液中的离子平衡,1,thin,
CHEMISTRY,实验类试题的三类错误,实验类试题的三类错误,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验类试题的解题策略,实验类试题的解题策略,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验结论辨析的常见陷阱,实验结论辨析的常见陷阱,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验装置中的安全与辅助装置,实验装置中的安全与辅助装置,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,实验试剂与仪器的规范描述,实验试剂与仪器的规范描述,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,容量瓶及其使用注意事项,容量瓶及其使用注意事项,CHEMISTRY·综合·实验与方案设计·实验分析,1,thin,
CHEMISTRY,对物质的元素组成的几个误区,对物质的元素组成的几个误区,化学必修第一册·第一章·物质分类与转化,1,thin,
CHEMISTRY,工业上常用甲烷-水蒸气重整制备氢气-体系中发生如下反应,提高平衡转化率的措施,化学必修第二册·第六章·化学反应与能量,1,thin,
