subject,material_slug,node_slug,confidence,evidence
CHEMISTRY,chem-fx-yi-yong-bei-can-ji-f73x06,化学与医药的常考常识,high,材料讲医用钡餐剂BaSO4与BaCO3的对比、补钙补锌及补血剂硫酸亚铁；该节点现有材料正覆盖钡餐与补血剂
CHEMISTRY,chem-hj-fenli-guan-dongguan-shi-yong,常见仪器,medium,材料讲漏斗、分液漏斗、冷凝管、球形干燥管与洗气瓶的用途与使用要点；属常用仪器的结构与用途（节点已收录冷凝管选用与干燥管气流方向）
MATH,math-bian-qici-zhengxian-huaweijiao,边角互化,high,材料讲边的齐次等式或分式用正弦定理化边为角；同源「三角形中边角互化的总思路」及同主题材料均绑该节点
MATH,math-fx-qiangjiao-buchang-changfangti,求解几何体外接球的半径的思路,medium,材料讲墙角模型与对棱相等模型补形为长方体求外接球；该节点边界思路二即补成长方体且已收录「外接球模型一：墙角模型」
MATH,math-hj-s103-poly-product,三项展开式的通项,medium,材料讲多个多项式积按各因式取项的指数组合分类求和；与该节点边界「同一指定项由多组次数组合共同产生须把各组贡献相加」一致
MATH,math-hj-zuhe-gainian-shu,组合,high,材料讲组合的定义与组合数公式及只取不排；该节点已收录「组合与组合数的概念及公式」等同主题材料
MATH,math-mo-kexi-zhongzhi,柯西中值定理,high,材料讲柯西中值定理的条件与结论；与节点同名同主题
MATH,math-nonoriented-assignment-multiply-permutation,分组分配问题,medium,材料讲不定向分配需乘接受者的全排列；同库「不同元素先分组后分配、不定向分配需乘A_m^m」材料已绑该节点
PHYSICS,phys-fx-eddy-current-damping-drive,涡流,medium,材料讲涡流大小与电磁阻尼、电磁驱动均源于阻碍相对运动；同名「涡流、电磁阻尼与电磁驱动」材料在该节点已收录多篇
PHYSICS,phys-hj2-luoxuan-ceweiqi-caozuo-xijie,必备实验仪器的原理及使用,medium,材料讲螺旋测微器的操作细节（粗调转微调听喀喀声）与读数及零误差修正；同源讲义「螺旋测微器的原理与读数」材料均绑该节点
PHYSICS,phys-kb-center-of-gravity,重心,high,材料讲重心是重力的等效作用点、位置由形状与质量分布决定及悬挂法确定；该节点材料均讲重心含义与确定方法
PHYSICS,phys-wave-speed-by-medium,波速,high,材料讲机械波波速由介质决定、跨介质时频率不变而波速波长改变；该节点已收录「波速及其决定因素」
