subject,material_slug,node_slug,confidence,evidence
CHEMISTRY,chem-fx-yin-ji-f41x07,电解饱和食盐水-氯碱工业,high,材料给出阴极反应2H2O+2e-=H2↑+2OH-与电解饱和食盐水总反应及食盐精制；该节点边界即电极反应与粗盐精制
CHEMISTRY,chem-hj-jianya-zhengfa-cuiqu,萃取,medium,材料三段以萃取原理与反萃取（被萃物返水相有机相再生循环）为主并含减压蒸发；该节点边界即含反萃取方法
MATH,math-divider-preallocation-method,隔板法,high,材料讲某组至少k个时先预分配k−1个再按每组至少1个插板得C_n−k^m−1；即隔板法的限制条件变式
MATH,math-fx-sanjiao-bianhuan-nixiang,函数y-asin-ωx-φ-的图象,high,材料讲由变换前后解析式逆向拆解y=Asin(ωx+φ)的平移与伸缩并用特殊点验证；该节点别名含「三角函数图象变换的两条途径」
MATH,math-hj-s36-construct-xfx,导数构造法解函数不等式,high,材料讲xf'(x)±nf(x)型构造F=x^n f(x)或f(x)/x^n；该节点别名含「f'(x)±nf(x) 型的指数构造」与「构造 xf(x) 与 f(x)/x 型函数」
MATH,math-inverse-construct-product-rule,导数构造法解函数不等式,high,材料讲由乘积求导结构f'(x)g(x)+f(x)g'(x)>0逆向构造h=fg再借单调性解不等式；同源系列材料均绑此节点
MATH,math-mo-qiedianxian-fangcheng,圆锥曲线的切点弦,high,材料给出圆椭圆双曲线抛物线的切点弦方程且点须在曲线外；该节点边界即圆锥曲线切点弦方程与点在曲线外的前提
MATH,math-period-mobius-fraction-iteration,函数的周期性,high,材料讲f(x+a)=(1−f(x))/(1+f(x))迭代两次还原故T=2a；属该节点「函数周期性的六个常用结论」
PHYSICS,phys-fx-live-rod-dead-rod,活杆与定杆模型,high,材料讲光滑铰链活杆平衡时弹力沿杆而被固定的死杆弹力方向不定；即活杆与定杆模型的受力区别
PHYSICS,phys-hj2-sijie-huojie-moxing,活结与死结模型,high,材料讲死结把绳分成两段张力不一定相等而活结两侧张力相等；与节点同名且同类材料均绑此节点
PHYSICS,phys-kb-hall-effect-voltage,霍尔元件,high,材料讲载流子在磁场中偏转达平衡形成霍尔电压并可测磁感应强度；即霍尔元件的原理与霍尔电压
