chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
6f89ebd59e-008,,守恒条件,CONCEPT_EXPLANATION,机械能守恒的条件,机械能守恒定律的内容、守恒条件与三种判断方法。,机械能守恒的判断与方程求解,①内容：在只有重力或弹力做功的物体系统内，动能与势能可以相互转化，而总的机械能保持不变，即Ek2＋Ep2＝Ek1＋Ep1。②守恒条件：只受重力作用；或除重力外还受其他力，但其他力不做功、做功的代数和为零；对物体和弹簧组成的系统只有重力和弹力做功时，系统的机械能守恒。③注意：并非物体的机械能守恒。④“只有重力或弹力做功”并非“只受重力或弹力作用”，也不是合力的功等于零，更不是某个物体所受的合力等于零。⑤判断方法：用定义判断、用做功判断、用能量转化判断。,物体机械能守恒与系统机械能守恒不同，重力与弹簧弹力做功时是物体系的机械能守恒，而非单个物体的机械能守恒。,一轮 专题07 机械能（知识清单）（全国通用）（学生版）
bf4da8991e-008,,阻尼振动,CONCEPT_EXPLANATION,阻尼振动与受迫振动,阻尼振动的成因、能量衰减方式及其与受迫振动、共振的区别。,机械振动中的能量分析,①阻尼：当振动系统受到阻力的作用时，振动受到了阻尼。②阻尼振动：振幅逐渐减小的振动。③能量衰减的两种方式：振动系统克服摩擦阻力做功，机械能逐渐转化为内能；振动系统引起邻近介质中各质点的振动，能量向外辐射出去。④对阻尼振动的理解：由于阻力做功，振动系统的机械能逐渐减小、振幅逐渐变小；但周期和频率由振动系统本身决定，阻尼振动中周期和频率不变。⑤受迫振动达到稳定后频率等于驱动力频率，与固有频率无关；驱动力频率等于固有频率时振幅最大，即共振。,阻尼振动只是振幅逐渐减小，其周期和频率仍由系统本身决定，不随振幅减小而改变。,一轮 专题15 机械振动与机械波（知识清单）（全国通用）（教师版）
9fe9f2553b-010,,对心碰撞,CONCEPT_EXPLANATION,对心碰撞与非对心碰撞,对心碰撞的几何特征、碰撞过程特点与遵循原则。,碰撞模型的分析与判断,①对心碰撞：一个运动的球与一个静止的球碰撞，若碰撞前球的运动速度与两球心的连线在同一条直线上，碰撞后两球的速度仍会沿着这条直线，这种碰撞称为正碰，也叫对心碰撞。②非对心碰撞：碰撞前的速度与两球心连线不在同一条直线上时，碰撞后两球的速度都会偏离原来两球心的连线。③碰撞过程特点：相互作用时间很短、相互作用力远大于系统外力，故动量近似守恒；时间极短可忽略碰撞瞬间的位移，但速度发生突变。④遵循原则：动量守恒、动能不增加、速度要合理，即系统碰后的总动能不可能大于碰前的总动能。,碰撞过程中位移可忽略但速度突变，动能不可能增加；碰后速度方向还要接受实际情况的检验。,一轮 专题08 动量（知识清单）（全国通用）（学生版）
ad8be6d3ca-016,,弹簧振子,CONCEPT_EXPLANATION,弹簧振子模型,弹簧振子理想模型、平衡位置与各物理量的变化规律。,简谐运动的描述与对称性分析,①弹簧振子：把小球和弹簧组成的系统称为弹簧振子，它是一种理想模型。②平衡位置：振子原来静止时的位置，此处小球所受合力为零、速度最快；注意弹簧振子的平衡位置不一定在弹簧的原长位置，竖直放置时在弹力与重力合力为零处。③各物理量变化：位移、回复力、加速度和势能四个量同时增大或减小，与速度和动能的变化步调相反。④最大位移处是速度方向变化的转折点；关于平衡位置对称的两点，速度大小、动能、势能、相对平衡位置的位移大小相等，由对称点向平衡位置运动所用时间相等。⑤实际物体看作弹簧振子需满足弹簧质量远小于小球、小球可视为质点、忽略摩擦、形变在弹性限度内等条件。,竖直弹簧振子的平衡位置在弹力与重力平衡处而不在弹簧原长处；对称两点的速度大小相等但方向可能不同。,一轮 专题15 机械振动与机械波（知识清单）（全国通用）（学生版）
bf4da8991e-015,,波的衍射,CONCEPT_EXPLANATION,波的衍射及反射折射的联系,衍射现象、明显衍射条件及反射与折射中物理量的变化。,机械波传播现象的判断,①衍射：波在传播过程中可以绕过障碍物继续传播的现象叫做波的衍射。②发生明显衍射的条件：缝、孔的宽度或障碍物的尺寸跟波长相差不多，或者小于波长。③一切波都能发生衍射，衍射只有明显与不明显之分，直线传播只是衍射不明显时的近似，波长较长的波容易产生明显的衍射。④反射：波在传播过程中遇到介质界面会返回来继续传播；折射：波从一种介质进入另一种介质时传播方向发生偏折。⑤反射波与折射波的频率都与入射波相同；反射波与入射波在同一介质中传播故波速不变，折射波与入射波在不同介质中传播故波速变化，波长随v＝λf的关系改变。,衍射现象总是存在，障碍物或孔的尺寸只决定衍射是否明显，不能把发生衍射与明显衍射混为一谈。,一轮 专题15 机械振动与机械波（知识清单）（全国通用）（教师版）
ad8be6d3ca-018,,波的干涉,CONCEPT_EXPLANATION,波的叠加与干涉,波的叠加原理、干涉条件与干涉图样的特征。,机械波干涉与加强减弱判断,①叠加原理：几列波相遇时各自的波长、频率等运动特征不受其他波的影响，重叠区域里介质的质点同时参与这几列波引起的振动，质点的位移等于这几列波单独传播时引起的位移的矢量和，所以叠加区域质点的位移可能增大也可能减小。②干涉：频率相同的两列波叠加时，某些区域的振动加强、某些区域的振动减弱，这种现象叫波的干涉，形成的图样叫干涉图样。③发生干涉的条件：两列波的频率相同、相位差恒定。④图样特征：加强区和减弱区的位置固定不变、互相间隔；加强区中心质点的振幅等于两列波振幅之和，减弱区中心质点的振幅等于两列波振幅之差。⑤注意：波的叠加是无条件的，稳定干涉图样的产生才需要频率相同、相位差恒定。,振动加强点是指振幅最大，并非任一时刻位移都大；减弱点振幅最小，也并非任一时刻位移都最小。,一轮 专题15 机械振动与机械波（知识清单）（全国通用）（学生版）
e8e656f551-002,,光的折射,CONCEPT_EXPLANATION,光的折射定律与折射率,折射定律、折射率的定义与对折射率的理解。,几何光学的光路分析与计算,①折射定律：折射光线与入射光线、法线处在同一平面内，折射光线与入射光线分别位于法线的两侧；入射角的正弦与折射角的正弦成正比，表达式为sinθ1/sinθ2＝n12。②折射率：光从真空射入某种介质发生折射时，入射角的正弦与折射角的正弦之比叫这种介质的折射率，定义式n＝sinθ1/sinθ2；与速度的关系式为n＝c/v，因v＜c，任何介质的折射率都大于1。③对折射率的理解：其大小既反映介质对光的折射本领，也反映光在介质中传播速度的大小；同种介质中频率越大的光折射率越大。④解题思路：作出比较完整的光路图，利用几何关系确定各角之间的联系，再由折射定律求折射角、折射率等，并注意在折射现象中光路是可逆的。,折射率由介质本身和光的频率共同决定，与入射角大小无关；光密介质不是指密度大的介质。,一轮 第46讲 光学（复习讲义）（四川专用）（教师版）
4dff340cb9-002,,光路可逆性,CONCEPT_EXPLANATION,光路可逆性,反射与折射现象中光路可逆的含义及其在解题中的应用。,几何光学光路图的逆向分析,①光路可逆性：在光的反射和折射现象中光路都是可逆的；如果让光线逆着原来的折射光线射到界面上，光线就会逆着原来的入射光线发生折射。②与之配套的规律：折射定律的内容是折射光线与入射光线、法线共面，折射光线与入射光线分居法线两侧，入射角的正弦与折射角的正弦成正比，表达式为sinθ1/sinθ2＝n12。③折射率定义式n＝sinθ1/sinθ2，与速度的关系式n＝c/v，因为v＜c，所以任何介质的折射率都大于1。④应用：处理光路问题可用逆向作图法简化几何关系，也可据此分析平行玻璃砖、三棱镜和圆柱体对光路的控制特点。,光路可逆指光线沿原路径反向传播时路径不变，但两侧介质不同时仍需按折射定律重新判断角度关系，不能无条件角度互换。,一轮 第38讲 光学（高效培优讲义）（教师版）
d160864baa-004,,路端电压,CONCEPT_EXPLANATION,路端电压与外电阻的关系,路端电压随外电阻变化的规律及断路、短路的特殊情况。,闭合电路欧姆定律的动态分析,①一般情况：路端电压U＝IR＝ER/(R＋r)，当外电阻R增大时，路端电压U增大。②特殊情况：当外电路断路时I＝0，此时U＝E；当外电路短路时U＝0，短路电流I短＝E/r。③结合闭合电路欧姆定律E＝U＋Ir可知，路端电压随电流增大而减小，其变化快慢由电源内阻r决定。④分析电路动态问题时，常按局部电阻变化、总电阻变化、总电流变化、路端电压变化、支路电压电流变化的顺序推理。,路端电压不等于电动势，只有外电路断路时路端电压才等于电动势；短路时路端电压为零而不是电动势。,一轮 第十章 第51课时　闭合电路的欧姆定律（教师版）
e219890fe7-018,,环形磁场,METHOD_MODEL,环形磁场中的临界圆,带电粒子在环形磁场区域中运动的临界圆几何关系。,有界磁场中带电粒子的几何分析,①带电粒子在环形磁场区域中仍由洛伦兹力提供向心力做匀速圆周运动，满足qvB＝mv²/r，r＝mv/(qB)。②环形磁场模型的临界圆由几何关系确定：设环形区域的内外半径为R1与R2，临界轨道半径r满足勾股定理(R2－R1)²＝R1²＋r²。③处理圆形或环形边界磁场问题时，一般先由几何关系（等腰三角形、菱形等）确定圆心与半径，再由半径公式求速度或磁感应强度；当轨道半径与区域半径相等时构成菱形。④注意：粒子不正对圆心射入圆形磁场区域时，轨迹所对的圆心角与速度的偏向角相等。,环形磁场的关键是临界圆的几何约束，轨道半径受内外边界共同限制，不能只用r＝mv/(qB)求解而忽略边界条件。,一轮 专题12 磁场（知识清单）（全国通用）（教师版）
d4d535dfea-001,,电磁感应,CONCEPT_EXPLANATION,电磁感应现象与产生条件,电磁感应现象的定义、产生感应电流的条件与磁通量变化情形。,电磁感应现象的判断,①定义：当穿过闭合导体回路的磁通量发生变化时，闭合导体回路中有感应电流产生的现象叫做电磁感应。②产生感应电流的条件：闭合导体回路；磁通量发生变化，两者缺一不可。③穿过闭合电路的磁通量发生变化有四种情况：磁感应强度B变化而线圈面积S不变；面积S变化而B不变；S与B同时变化使BS发生变化；S与B都不变但二者之间的夹角发生变化。④判断能否产生感应电流时，先看回路是否闭合，再分析磁通量是否变化，避免只看导体是否切割磁感线。,产生感应电动势与产生感应电流的条件不同：磁通量变化即可产生感应电动势，不需要回路闭合。,一轮 专题13 电磁感应（知识清单）（全国通用）（教师版）
d4d535dfea-002,,楞次定律,CONCEPT_EXPLANATION,楞次定律及其阻碍含义,楞次定律的内容、适用范围与对阻碍含义的准确理解。,感应电流方向的判断,①内容：感应电流具有这样的方向，即感应电流的磁场总要阻碍引起感应电流的磁通量的变化。②适用范围：一切电磁感应现象。③“阻碍”的含义：阻碍不是阻止，最终引起感应电流的磁通量还是发生了变化，是阻而未止；当引起感应电流的磁通量增大时，感应电流的磁场与原磁场方向相反，减小时方向相同；阻碍的是导体与磁体之间的相对运动，而不是阻碍导体或磁体本身的运动。④判断步骤可用四步法：明确原磁场方向与磁通量变化、确定感应电流的磁场方向、用安培定则判定感应电流方向。,感应电流的磁场阻碍的是磁通量的变化而不是磁通量本身；判断相对运动时可依据来拒去留的规律快速判断。,一轮 专题13 电磁感应（知识清单）（全国通用）（教师版）
392e36484a-003,,交变电流,CONCEPT_EXPLANATION,交变电流的四值,交变电流瞬时值、峰值、有效值与平均值的定义与计算。,交流电路中的数值计算与比较,①瞬时值：交变电流的电动势、电流或电压在某一时刻的值，是时间的函数。②峰值：交变电流的电动势、电流或电压所能达到的最大值。③有效值：让交变电流与恒定电流分别通过大小相同的电阻，如果在交变电流的一个周期内它们产生的热量相等，就把这个恒定电流的数值叫作这一交变电流的有效值；正弦式交流电满足E＝Em/√2、U＝Um/√2、I＝Im/√2。④平均值：交变电流图像中图线与时间轴所围面积跟对应时间的比值。⑤计算有效值要抓住相同时间、相同电阻、相同热量，先分段计算热量再求和，非正弦部分不能直接套用峰值与有效值的关系。,电流表、电压表的示数以及用电器铭牌上的数值都是有效值；计算热量与电功率必须用有效值而不是峰值或平均值。,一轮 专题14 交变电流（知识清单）（全国通用）（教师版）
4b9ca03ec9-016,,两种表述,CONCEPT_EXPLANATION,热力学第二定律的两种表述,克劳修斯表述与开尔文表述的内容及其等价性。,热力学第二定律的理解与判断,①克劳修斯表述：热量不能自发地从低温物体传到高温物体。②开尔文表述：不可能从单一热库吸收热量，使之完全变成功，而不产生其他影响，阐述的是传热的方向性。③两种表述是等价的，都揭示了自然界的基本规律：一切与热现象有关的宏观过程都具有方向性，即一切与热现象有关的宏观自然过程都是不可逆的。④热传导的方向性：热传递的过程是有方向性的，热量会自发地从高温物体传给低温物体，而不会自发地从低温物体传给高温物体。,不产生其他影响是开尔文表述的关键前提，在产生其他影响的条件下内能可以全部转化为机械能，如气体的等温膨胀。,一轮 专题17 热学（知识清单）（全国通用）（教师版）
4b9ca03ec9-005,,分子势能,CONCEPT_EXPLANATION,分子势能与分子间距离的关系,分子势能的定义、特点与随分子间距、体积变化的规律。,分子动理论与内能分析,①定义：分子间具有由它们的相对位置决定的势能，叫做分子势能。②特点：分子势能由分子间的相对位置决定，随分子间距离的变化而变化；它是标量，正负表示大小，具体数值与零势能点的选取有关。③影响因素：宏观上分子势能跟物体的体积有关，对实际气体来说体积增大分子势能增加、体积缩小分子势能减小；微观上分子势能跟分子间距离r有关，且分子势能与r的关系不是单调变化的，分子间的作用表现为引力时分子势能随分子间距离增大而增大，表现为斥力时分子势能随分子间距离增大而减小。④在分子力为零的平衡位置r0处分子势能最小。,比较分子势能必须明确零势能点的选取；分子间距增大时分子势能不一定增大，要看分子力表现为引力还是斥力。,一轮 专题17 热学（知识清单）（全国通用）（教师版）
11e0cd0998-006,,玻尔模型,CONCEPT_EXPLANATION,玻尔理论与能级跃迁,玻尔的三条假设、能级与半径公式及两类跃迁。,原子结构与氢原子能级计算,①定态假设：电子只能处于一系列不连续的能量状态中，在定态中电子绕核运动稳定且不产生电磁辐射。②跃迁假设：电子从较高定态跃迁到较低定态时放出能量为hν的光子，hν＝En－Em。③轨道量子化假设：原子不同能量状态对应电子在不同圆周轨道上绕核运动，电子的可能轨道是不连续的。④能级公式En＝E1/n²，基态能量E1＝－13.6 eV；半径公式rn＝n²r1，基态轨道半径r1＝0.53×10⁻¹⁰ m。⑤自发跃迁放能发光；受激跃迁吸能，吸收光子的能量必须恰好等于能级差，而碰撞、加热时只需入射粒子能量大于或等于能级差。,受激跃迁吸收光子时必须满足hν＝ΔE，而实物粒子碰撞使原子跃迁时只需能量大于或等于能级差，两者的选择规则不同。,一轮 第40讲 原子物理（高效培优讲义）（教师版）
c9f8cb4c96-005,,特征谱线,CONCEPT_EXPLANATION,原子的特征谱线与光谱分析,线状谱、特征谱线的成因及光谱分析的应用。,原子结构与光谱分析问题,①气体中中性原子的发光光谱都是线状谱，说明原子只发出几种特定频率的光。②不同原子的亮线位置不同，说明不同原子的发光频率不一样，光谱中的亮线称为原子的特征谱线。③由于每种原子都有自己的特征谱线，因此可以用光谱分析来鉴别物质并确定物质的组成成分。④氢原子光谱的实验规律：可见光区的巴耳末系波长满足1/λ＝R(1/2²－1/n²)，其中n＝3、4、5…，R为里德伯常量，实验测得R＝1.10×10⁷ m⁻¹，此公式称为巴耳末公式，它以简洁的形式反映了氢原子的线状光谱特征。,特征谱线是原子的标识，连续谱不能用于鉴别元素；氢原子在红外和紫外光区的其他谱线也满足与巴耳末公式类似的关系式。,一轮 专题18 近代物理（知识清单）（全国通用）（教师版）
5f279cb1e3-009,,实验结论,CONCEPT_EXPLANATION,探究向心力大小的实验结论,向心力与半径、质量、角速度关系的实验结论及表达式。,力学实验的结论归纳,①角速度、质量相同时，向心力与半径成正比。②半径、角速度相同时，向心力与质量成正比。③半径、质量相同时，向心力与角速度的平方成正比。④由以上三条可推知向心力表达式Fn＝mω²r。⑤本实验采用控制变量法，通过向心力演示器的塔轮控制角速度、通过钢球在槽中的位置控制半径、通过更换钢球控制质量，再由标尺比较向心力的大小。,三条结论各自成立的前提是其余两个量保持不变；若不控制变量，就不能得出正比或平方关系。,一轮 专题20 力学实验（知识清单）（全国通用）（教师版）
da0bf5731b-006,,实验误差,CONCEPT_EXPLANATION,向心力实验的误差来源,探究向心力大小实验中误差的主要来源与减小措施。,力学实验的误差分析,①污渍、生锈等使小球的质量和半径发生变化，带来误差。②仪器不水平带来的误差。③标尺读数不准带来的误差。④皮带打滑带来的误差。⑤减小误差的措施：实验前检查螺钉是否松动并保持仪器水平；实验时转速从慢到快且不宜过快，以免损坏测力计弹簧；注意防止皮带打滑，尽可能保证角速度的比值不变；注意仪器保养以提高实验可信度。,皮带打滑会直接破坏角速度的比例关系，是影响向心力与角速度平方关系这一结论的主要系统误差来源。,一轮 专题20 力学实验（知识清单）（全国通用）（学生版）
14007d0207-017,,对称性分析,METHOD_MODEL,对称性分析及其配合方法,利用轨迹与过程的对称性简化问题的方法。,曲线运动与临界问题的方法选择,①对称性分析：利用轨迹或过程的几何、时间对称性简化问题。②斜抛运动：轨迹关于最高点轴对称，上升与下降时间相等，水平位移对称。③圆周运动：匀速圆周运动中速度、加速度的大小具有周期性对称；非匀速圆周运动中常找最高点、最低点等特殊对称点分析受力。④可与逆向思维配合：把末状态视为初状态反向推理，例如斜面上抛回原点的问题可逆转为平抛计算时间。⑤可与极限思想配合：通过速度极大极小、角度趋近0°或90°等极端假设界定临界范围；三者结合可高效解决轨迹分析、临界条件与极值求解等问题。,对称性只适用于确实具有对称结构的运动或过程，使用前要先判断轨迹与受力是否真的对称。,一轮 专题04 曲线运动（知识清单）（全国通用）（教师版）
100c90511b-008,,引力波探测,CONCEPT_EXPLANATION,空间引力波探测,LISA空间引力波天文台的探测原理与物理基础。,万有引力与航天科技前沿,①LISA空间引力波天文台计划于2030年代发射，将构成边长250万公里的三角卫星阵。②它通过激光精密测量卫星之间距离的皮米级变化，捕捉黑洞并合等事件激发的时空涟漪即引力波。③其核心技术依赖广义相对论对引力的几何化描述，需要精确计算天体运动引起的引力扰动。④该内容属于万有引力与航天知识在科技前沿中的应用，体现了引力理论与精密测量技术的结合。,引力波是时空的涟漪而不是某种介质中的机械波，其探测依靠激光干涉测距的极高精度而不是接收力的作用。,一轮 专题06 万有引力与航天（知识清单）（全国通用）（学生版）
0d3c7c81f5-013,,多普勒效应,CONCEPT_EXPLANATION,多普勒效应的成因分析,多普勒效应中接收频率变化的原因与结论。,机械波频率变化的判断,①接收频率：观察者接收到的频率等于观察者在单位时间内接收到的完全波的个数。②当波源与观察者相互靠近时，观察者接收到的频率增加；当波源与观察者相互远离时，观察者接收到的频率变小。③说明：在多普勒效应中波源的频率是不改变的，只是由于波源和观察者之间的距离发生变化，观察者接收到的频率发生了变化。④应用：可用于测速、测距以及判断天体的运动情况等。,多普勒效应中改变的是观察者接收到的频率，波源本身的频率并没有改变，不能认为波源发出的波变快了。,一轮 第八章　第41课时　机械波（教师版）
9404c786bf-019,,e-x图像,REPRESENTATION_GUIDE,E-x图像的分析与应用,E-x图像的含义、面积与斜率对应的物理意义。,静电场图像问题的读图与求解,①E-x图像反映电场强度随位移变化的规律，E＞0表示电场强度沿x轴正方向，E＜0表示电场强度沿x轴负方向。②给定E-x图像后，可由图线确定电场强度的变化情况与电势的变化情况；E-x图线与x轴所围图形的面积表示电势差，两点的电势高低根据电场方向判定。③在与粒子运动相结合的题目中，还可进一步确定粒子的电性、动能变化、电势能变化等情况。④这类题目还可以由E-x图像画出对应的电场，利用已知电场的电场线分布、等势面分布或场源电荷来处理相关问题。⑤同类的φ-x图像中，图线斜率的绝对值表示电场强度的大小，电场强度为零处图线存在极值，其切线斜率为零。,E-x图像中图线与x轴围成的面积表示电势差而不是场强；面积有正负，需按电场方向判断电势的升降与高低。,一轮 专题10 静电场（知识清单）（全国通用）（学生版）
