chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
d23d27f750-019,,分子空间构型,METHOD_MODEL,分子空间构型的判断,由价层电子对数到VSEPR模型再到分子空间结构的判断思路,分子结构与性质 空间构型判断,①判断思路：先算出中心原子的价层电子对数，得到含孤电子对的VSEPR模型，再根据孤电子对的情况确定分子（或离子）的空间结构。②孤电子对对键角的排斥规律为：孤电子对—孤电子对＞孤电子对—成键电子对＞成键电子对—成键电子对；孤电子对越多，成键电子对间斥力越小，键角越小，故CH4、NH3、H2O的键角依次减小。③中心原子相同时，配位原子半径、电负性不同也会影响键角，如H2O的键角大于H2S。④得分速记：VSEPR模型说的是价层电子对的空间结构，分子的空间结构指成键电子对的空间结构、不包括孤电子对；中心原子无孤对电子时两者一致，有孤对电子时两者不一致。,VSEPR模型与分子空间结构不是一回事，含孤对电子时必须去掉孤对再定构型,一轮 复习讲义 第03讲 分子结构与性质 化学键（湖南专用 教师版）
4d8fbdc64c-001,,基本营养物质,CONCEPT_EXPLANATION,六大营养素与人体必需元素,糖类、油脂、蛋白质、维生素、无机盐和水的功能及常见补素,化学与STSE 饮食与健康,①六大营养素：糖类是主要供能物质，来源为谷物等；油脂能储能并助力脂溶性维生素吸收；蛋白质是构成人体细胞的基础，高温使蛋白质变性因而更易消化；维生素需从食物获取，缺维生素C易患坏血病；无机盐和水维持生理功能。②常见补素：补碘用加碘盐(KIO3)，缺碘致大脖子病、智力低下；补铁用FeSO4，缺铁致缺铁性贫血；补氟防龋齿；补锌促生长发育；补钙参与骨骼形成（如羟基磷灰石Ca5(PO4)3OH），缺钙致骨质疏松、佝偻病。③食品添加剂：防腐剂如苯甲酸钠、山梨酸钾，调味剂如食盐、味精，膨松剂如碳酸氢钠，需合理使用。,六大营养素不含“食品添加剂”；纤维素虽属糖类但不能被人体消化吸收供能,二轮 培优讲义 专题01 化学与STSE 传统文化（学生版）
7feb6686e1-003,,热化学方程式,CONCEPT_EXPLANATION,热化学方程式及其书写,热化学方程式的含义与“五步”书写规范,反应热与能量 热化学方程式书写,①热化学方程式是表明反应所释放或吸收的热量的化学方程式；如H2(g)＋O2(g)H2O(g) ΔH＝－241.8 kJ·mol－1表示在25 ℃、101 kPa下1 mol H2(g)与0.5 mol O2(g)反应生成1 mol H2O(g)时释放241.8 kJ热量。②五步书写：写出配平的化学方程式；用s、l、g、aq标明各物质聚集状态；标明温度和压强（25 ℃、101 kPa可不标）；在方程式后写出ΔH；根据化学计量数算出ΔH数值与单位。③ΔH与化学计量数成正比，同一反应若化学计量数加倍，ΔH数值也加倍，且必须带单位kJ·mol－1。,不标聚集状态、ΔH不带单位或漏写正负号都是常见错误；可逆反应的ΔH指完全反应时的热量变化,一轮 知识清单 专题01 化学反应的热效应（教师版）
fef615606b-002,,沉淀溶解平衡,CONCEPT_EXPLANATION,沉淀溶解平衡及影响因素,沉淀溶解平衡的建立、特征、影响因素与“完全沉淀”判断,难溶电解质 沉淀溶解平衡,①在一定温度下，当沉淀和溶解的速率相等时形成饱和溶液、达到平衡状态，这种平衡叫沉淀溶解平衡，如Mg(OH)2(s)Mg2＋(aq)＋2OH－(aq)。②特征是动态平衡：v溶解＝v沉淀≠0，达到平衡时离子浓度保持不变，改变外界条件平衡将发生移动。③影响因素：内因是难溶物质本身的性质；外因有温度（多数溶解平衡吸热，升温向溶解方向移动）、浓度（加水稀释向溶解方向移动）、同离子效应（加入含相同离子的物质，平衡向生成沉淀方向移动）、离子反应效应（加入能与溶解所得离子反应的物质，平衡向溶解方向移动）。,“难溶”不是“不溶”，沉淀溶解平衡是动态平衡；加入同离子与消耗离子的试剂，平衡移动方向相反,一轮 复习讲义 第04讲 沉淀溶解平衡（福建专用 教师版）
4fdc080203-011,,苯的化学性质,CONCEPT_EXPLANATION,苯的结构与化学性质,苯的物理性质以及氧化、取代、加成反应与“易取代难加成”,芳香烃 苯的性质,①物理性质：苯是无色、有特殊气味的液体，有毒，不溶于水，易挥发，沸点80.1 ℃、熔点5.5 ℃，常温下密度比水小。②氧化反应：苯燃烧产生浓重黑烟并放热，2C6H6＋15O212CO2＋6H2O；苯不能使酸性KMnO4溶液褪色，不能被酸性KMnO4氧化。③取代反应：苯与溴在FeBr3催化下生成溴苯；在浓硫酸作用下50～60 ℃与浓硝酸发生硝化反应生成硝基苯；70～80 ℃与浓硫酸发生磺化反应生成苯磺酸。④加成反应：以Pt、Ni为催化剂并加热时苯与H2加成生成环己烷，说明苯分子中不存在典型碳碳双键。,苯不能使酸性KMnO4溶液褪色、不与溴水反应；取代需催化剂，与烷烃的光照取代条件完全不同,一轮 复习讲义 第02讲 烃（安徽专用 教师版）
4ddeefaa27-001,,卤代烃的概念,CONCEPT_EXPLANATION,卤代烃的概念与物理性质,卤代烃的定义、通式、官能团与沸点、溶解性、密度规律,卤代烃 概念与物理性质,①卤代烃可以看作烃分子中一个或多个氢原子被卤素原子取代后生成的化合物，通式可表示为R—X（R表示烃基），官能团是碳卤键。②物理性质：沸点比同碳原子数的烃高；不溶于水，可溶于有机溶剂；密度上一氟代烃、一氯代烃比水小，其余卤代烃比水大。③卤代烃是重要的有机合成中间体，可通过不饱和烃与卤素单质、卤化氢的加成，或烷烃、芳香烃的取代，或醇与卤化氢的取代制得，如CH3—CH==CH2＋Br2―→CH3CHBrCH2Br。④检验卤素原子时需先在碱性条件下水解（或消去），再用稀硝酸酸化后加AgNO3溶液，依据沉淀颜色判断卤素种类。,一氯代烃密度比水小、其余大多比水大；卤代烃不能直接电离出卤离子，不能用AgNO3直接检验,一轮 卓越讲义重难点 第57讲 卤代烃 醇 酚（教师版）
9a101eff14-001,,醛-酮的概念,CONCEPT_EXPLANATION,醛、酮的概念与通式,醛与酮的定义、官能团、醛的分类及饱和一元醛酮的通式与溶解性,醛和酮 概念与通式,①醛、酮的概述：醛是醛基（—CHO）与烃基或氢原子相连构成的化合物，酮是羰基两端都与烃基相连构成的化合物，二者都含碳氧双键，官能团分别是醛基和酮羰基。②醛可按烃基是否饱和、是否含苯环等进行分类，甲醛是醛类中不含烃基的醛。③饱和一元醛的通式为CnH2nO(n≥1)，饱和一元酮的通式为CnH2nO(n≥3)，通式相同故碳原子数相同时互为同分异构体，如丙醛与丙酮。④小分子的醛、酮均易溶于水，原因是碳链短、羰基氧能与水分子形成氢键。⑤醛类的化学性质以乙醛为例：能发生银镜反应、与新制Cu(OH)2悬浊液反应（碱过量并加热），属于氧化反应；醛、酮都能催化加氢发生还原反应，也能与含极性键的共价分子发生加成。,通式相同但碳数范围不同；能发生银镜反应的有机物不一定是醛，如甲酸、甲酸酯类,一轮 卓越讲义重难点 第58讲 醛 酮 羧酸 酯 酰胺（学生版）
b32088729d-002,,已知两个醛分子在naoh溶液作用下可以发生加成反应-生成一种羟基醛,METHOD_MODEL,醛的羟醛缩合增长碳链,含α-H的醛在稀碱中加成生成β-羟基醛并脱水成α，β-不饱和醛,有机合成 碳链增长,①碳骨架是有机化合物分子的结构基础，有机合成需要考虑碳链的增长、缩短与成环，醛、酮的加成是常用的碳链增长手段。②羟醛缩合（以乙醛为例）：含有α-H的醛在稀碱（10% NaOH）作用下对另一分子醛的碳氧双键进行加成，生成β-羟基醛；生成的β-羟基醛在加热条件下再发生消去反应脱去水，得到α，β-不饱和醛。③该反应的本质是α-H的活泼性与羰基加成相结合，既增长碳链又引入羟基或双键，是构建C—C键的重要方法。④除羟醛缩合外，醛、酮还能与HCN加成实现碳链增长，如丙酮与HCN加成生成α-羟基腈。,只有含α-H的醛（酮）才能发生羟醛缩合；甲醛无α-H，与醛缩合时只能提供羰基碳,一轮 知识清单 专题05 有机合成与推断（教师版）
042f4a1023-024,,煤的综合利用,CONCEPT_EXPLANATION,煤的综合利用,煤的干馏、气化、液化的含义与产物（均为化学变化）,化石燃料 煤的综合利用,①煤的干馏：把煤隔绝空气加强热使其分解的过程，是复杂的化学变化，可得到焦炭、煤焦油、焦炉气等产品。②煤的气化：将煤转化为可燃性气体的过程，目前主要方法是碳与水蒸气反应制水煤气，化学方程式为C＋H2O(g)CO＋H2。③煤的液化：分直接液化与间接液化，直接液化为煤加氢转化为液体燃料；间接液化是先制水煤气再合成甲醇等液态燃料。④煤的气化、液化与干馏均属于化学变化，而石油的分馏属于物理变化，注意区别。,煤的干馏、气化、液化都是化学变化，石油分馏是物理变化，二者常被混淆,一轮 复习讲义 第02讲 烃（四川专用 教师版）
1ced0078c6-003,,铝的物理性质,CONCEPT_EXPLANATION,铝的物理性质与存在,铝的原子结构、地壳含量、物理性质与化学性质要点,铝及其化合物 铝的性质,①铝位于元素周期表第三周期ⅢA族，原子结构示意图中最外层有3个电子。②铝是地壳中含量最丰富的金属，仅次于氧、硅，自然界中的铝全部以化合态存在。③物理性质：铝是银白色、具有金属光泽的固体，硬度较小，具有良好的导电性、导热性和延展性，可用于制导线和铝合金材料。④化学性质要点：常温下铝表面生成致密氧化膜阻止继续反应；铝具有两性，既与酸反应（2Al＋6H＋===2Al3＋＋3H2↑）又与NaOH溶液反应（2Al＋2NaOH＋6H2O===2Na[Al(OH)4]＋3H2↑）；常温下遇浓硫酸、浓硝酸发生钝化。,铝不是两性金属，它是活泼金属表现强还原性；钝化是化学变化而非不反应,一轮 高效培优讲义 专题03 铝及其重要化合物（教师版）
2b8a636a64-019,,胶体知识易错点,MISCONCEPTION_GUIDE,胶体知识十个易错点,胶体区别于分散系的本质、介稳性原因、胶粒带电与制备注意,物质分类与转化 胶体易错辨析,①胶体区别于其他分散系的本质特征是胶体粒子直径在1～100 nm之间，而不是丁达尔效应；丁达尔效应是物理变化而不是化学变化。②胶体具有介稳性的主要原因是胶体粒子吸附带电粒子而带电，同种电荷相互排斥不易聚集成大颗粒；胶体粒子较大不能透过半透膜，可用渗析法提纯胶体。③胶体不带电荷，是胶体粒子（分散质）带电荷，整个分散系仍呈电中性；金属氢氧化物、金属氧化物的胶粒吸附阳离子带正电，非金属氧化物、金属硫化物的胶粒吸附阴离子带负电，高分子有机胶粒如淀粉胶体不带电荷。,胶体本身不带电；不能用自来水制胶体，也不能过度加热，否则聚沉生成沉淀,一轮 知识清单 专题01 物质及其变化（学生版）
af6a532ca1-001,,铁的制备和性质,CONCEPT_EXPLANATION,铁的性质与冶炼,铁的存在、物理性质、与单质水酸盐的反应及高炉炼铁,铁及其化合物 铁的性质与冶炼,①存在与位置：铁主要以化合态存在（陨石除外），在地壳中含量居第四位，铁矿石有赤铁矿Fe2O3、磁铁矿Fe3O4、菱铁矿FeCO3、黄铁矿FeS2等；铁位于第4周期Ⅷ族，是典型的变价金属。②物理性质：银白色固体，熔点较高，具有良好的导热、导电、延展性，能被磁铁吸引。③化学性质：铁较活泼、有较强还原性，主要化合价为＋2和＋3；与Cl2反应生成FeCl3，与S反应生成FeS，与I2反应生成FeI2，高温下与水蒸气反应生成Fe3O4和H2；与CuSO4、FeCl3溶液均能发生置换或归中反应。,Fe与Cl2反应无论用量多少都生成FeCl3，与盐酸、硫、碘反应则生成Fe2＋化合物,一轮 举一反三讲义 第02讲 铁及其重要化合物（学生版）
e2850176cd-006,,简单的电镀实验,METHOD_MODEL,简单的电镀实验,铁制镀件镀铜的目的、用品、操作流程与实验结论,电化学 电解原理应用 学生必做实验,①实验目的：认识电解原理及其在工业生产中的应用，了解电镀原理。②实验用品：烧杯、砂纸、导线、2～3 V直流电源、电流表、铁制待镀件、铜片、以CuSO4溶液为主配制的电镀液、1 mol·L－1 NaOH溶液、20%盐酸。③操作：先用砂纸打磨铁制镀件，放入NaOH溶液除油污、蒸馏水洗净，再放入20%盐酸除锈后洗净；把铁制镀件接电源负极、铜片接电源正极，两极平行浸入电镀液，间距5 cm，5～10 min后取出观察镀件表面变化。④深度剖析：电镀时阳极（镀层金属）失电子数目与阴极镀层金属离子得电子数目相等，电镀液中电解质浓度保持不变。,待镀件接负极、镀层金属接正极，接反则镀件被腐蚀；电镀前后电镀液浓度基本不变,一轮 知识清单 专题03 电解池 金属的腐蚀与防护（学生版）
5c8ab8324c-045,,了解电镀原理,CONCEPT_EXPLANATION,电镀原理与镀铜实验,以铁制镀件镀铜为例说明阳极、阴极反应与电镀液选择,电化学 电镀原理,①电镀利用电解原理在金属（或非金属）表面镀上一层其他金属或合金，属于电解原理的重要应用。②以在铁制镀件上镀铜为例：铜片作阳极，发生Cu－2e－===Cu2＋；铁制镀件作阴极，发生Cu2＋＋2e－===Cu；CuSO4溶液作电解质溶液，即电镀液含镀层金属离子。③电镀时阳极溶解的金属与阴极析出的金属物质的量相等，电镀液中镀层金属离子浓度基本保持不变。④实验用品为铁制镀件、铜片、以CuSO4溶液为主配制的电镀液、1 mol/L NaOH溶液、20%盐酸、蒸馏水、烧杯、砂纸、导线、2～3 V直流电源、电流表。,电镀液必须含镀层金属离子，不能用其他金属盐溶液；镀件作阴极不能接正极,27版五三B版 随堂讲解PPT 第八章 化学反应与电能（学生用书）
84c9f9347b-009,,常见喷泉的类型,METHOD_MODEL,常见喷泉的类型与形成原理,压强差原理与负压型、正压型喷泉及常见装置分析,硫氮及其化合物 喷泉实验,①形成喷泉最根本的原因是容器内外存在较大的压强差，在压强差作用下液体迅速流动，通过带尖嘴的导管喷出形成喷泉。②常见类型之一：容器内气体极易溶于水或易与溶液反应，使容器内压强迅速降低（小于外界大气压）而引发喷泉，如NH3溶于水、CO2与NaOH溶液反应；装置上可挤压胶头滴管使少量水进入烧瓶，或用热毛巾使气体膨胀赶出导管内空气后与水接触。③常见类型之二：容器内液体因受热或发生化学反应产生大量气体，使容器内压强增大（大于外界大气压）而引发喷泉，如锥形瓶中盛碳酸氢铵与稀盐酸、过氧化钠与水；城市喷泉装置与此原理相同，属正压喷泉。,区分“减小容器内压强”与“增大容器内压强”两类喷泉；冷敷与热敷引发的方向相反,一轮 知识清单 专题03 氮及其化合物（学生版）
8cf031c9fe-015,,各种硅酸的结构,CONCEPT_EXPLANATION,原硅酸、硅酸与硅胶的结构,原硅酸的结构、分子间脱水转化与脱水后溶解度降低的原因,无机非金属材料 硅酸结构,①硅元素在地壳中储量仅次于氧，在自然界主要以SiO2和硅酸盐形式存在，硅的最高价氧化物对应的水化物为原硅酸。②原硅酸可溶于水，其分子中含有多个羟基，羟基之间可以发生分子间脱水，逐步转化为硅酸、硅胶，脱水程度越大，结构单元间通过Si—O—Si连接的网状结构越发达。③从结构角度看，脱水后分子中亲水的羟基数目减少、形成空间网状结构，因此溶解度降低直至成为难溶的硅酸和硅胶。④硅酸盐中硅氧四面体是基本结构单元，原硅酸根离子与多硅酸根离子均由SiO4四面体通过共用氧原子构成，每个Si原子与4个O原子相连，这4个O原子形成正四面体空间结构。,硅酸是原硅酸分子间脱水的产物，不是简单的“加酸沉淀”；脱水越多溶解度越小,一轮 知识清单 专题04 碳 硅及无机非金属材料（学生版）
7feb6686e1-005,,盖斯定律的应用,CONCEPT_EXPLANATION,盖斯定律及其应用,反应热只与始态终态有关，可用方程式加减法求算ΔH,反应热与能量 反应热计算,①盖斯定律：一个化学反应，不论是一步完成还是分几步完成，其反应热是相同的；反应热只与反应体系的始态和终态有关，而与反应途径无关。②应用方式是把已知热化学方程式进行加减（含ΔH同步加减），如途径一A→B、途径二A→C→B，则ΔH1＝ΔH2＋ΔH3。③运算要点：方程式相加减时ΔH也随之相加减；方程式乘以某系数时ΔH也乘以该系数；方程式逆写时ΔH改变符号。④用盖斯定律书写热化学方程式的步骤是：先确定待求方程式，再结合已知方程式设计加减方案，最后计算并写出热化学方程式并检查是否正确。,ΔH与方程式一一对应，方程式逆写、乘系数时ΔH必须同步变号或同倍数变化,一轮 知识清单 专题01 化学反应的热效应（教师版）
cb77b90f2c-028,,键角大小的比较,METHOD_MODEL,键角大小的比较,从杂化方式、孤电子对、中心原子与配体四类因素比较键角,分子结构与性质 键角比较,①依据杂化方式和空间结构比较：sp杂化为直线形（180°）＞sp2杂化为平面三角形（约120°）＞sp3杂化为四面体形（约109°28′），即键角sp＜sp2＜sp3对应的顺序由大到小排列。②杂化方式相同时，孤电子对数越多，对成键电子对排斥越大，键角越小，如H2O＜NH3＜CH4。③中心原子不同、配位原子相同时，中心原子电负性越大键角越大，如H2O＞H2S。④中心原子相同、配位原子不同时，配位原子电负性越大、成键电子对偏离中心原子越多、斥力越小，键角越小。,先看杂化类型，再看孤电子对，最后考虑配位原子电负性与体积，顺序颠倒易判断失误,一轮 复习讲义 第03讲 分子结构与性质 化学键（安徽专用 学生版）
5795d1e881-001,,速率-时间图像,METHOD_MODEL,速率-时间图像的分析,含断点的v-t图像与全程速率-时间图像的分析方法,化学反应速率与平衡 图像分析,①当可逆反应达到平衡后某一时刻外界条件改变，速率—时间图像曲线会出现不连续的情况，根据“断点”前后的速率大小即可判断外界条件的变化：增大反应物浓度（正反应速率突增）、减小反应物浓度、增大生成物浓度等对应不同的断点形态；t1时刻正逆速率同等倍数增大则改变的条件是使用催化剂或加压（仅适用于反应前后气体物质的量不变的反应）。②析图关键是找平衡点（浓度或物质的量保持不变的点），并确定主要影响因素。③全程速率—时间图像如Zn与足量盐酸反应：AB段速率渐大，因为反应放热使温度升高；BC段速率渐小，主要因为c(H＋)逐渐减小。,“断点”判断条件改变，无断点则为催化剂或等体反应的加压；速率渐大往往是温度升高的结果,一轮 知识清单 专题05 化学反应速率和化学平衡图像（学生版）
c07d9578b6-002,,弱电解质的电离,CONCEPT_EXPLANATION,弱电解质的电离平衡,电离平衡的含义、建立过程与“逆等动定变”五特征,水溶液中的离子平衡 电离平衡,①电离平衡的含义：在一定条件下（如浓度、温度等），当弱电解质电离产生离子的速率和离子重新结合成分子的速率相等时，达到电离平衡状态。②建立过程：开始时v(电离)最大、v(结合)为0，建立过程中v(电离)＞v(结合)，当两者相等时达到平衡。③特征可概括为五点：逆——只有弱电解质电离才存在平衡，强电解质电离完全不存在电离平衡；等——v正＝v逆≠0；动——是动态平衡，电离与结合仍在不断进行；定——各分子、离子浓度保持恒定；变——外界条件（温度、浓度、加入同离子物质等）改变时平衡发生移动，直至建立新平衡。④如CH3COOHCH3COO－＋H＋。,强电解质不存在电离平衡；加水稀释促进电离但各离子浓度均减小，别与“电离程度增大”混为一谈,一轮 复习讲义 第01讲 电离平衡（黑吉辽蒙专用 教师版）
