node_slug,type,title,summary,applicability,content,boundary,note
醇的化学性质,CONCEPT_EXPLANATION,乙醇的七类反应与断键位置,O原子吸电子使a、b键极性增强；钠与酯化断O—H，HBr与消去断C—O，氧化断a、c,醇的性质与断键分析,①键的极性：乙醇分子中氧原子有较强吸电子能力，导致 a（O—H）、b（C—O）两处共价键极性较强，更易断裂而发生取代反应；c、d 处也被活化，易发生催化氧化反应和消去反应。②与金属钠：2C2H5OH+2Na→2C2H5ONa+H2↑（a 处断）。③与浓氢溴酸：C2H5OH+HBr —Δ→ C2H5Br+H2O（b 处断）。④分子间脱水：2C2H5OH —浓硫酸、140℃→ C2H5OC2H5+H2O（a、b 处断）。⑤消去反应：C2H5OH —浓硫酸、170℃→ CH2=CH2↑+H2O（b、d 处断）。⑥酯化反应：CH3COOH+C2H5OH —浓硫酸、Δ→ CH3COOC2H5+H2O（a 处断）。⑦催化氧化：2C2H5OH+O2 —Cu/Ag、Δ→ 2CH3CHO+2H2O（a、c 处断）；乙醇还能被酸性高锰酸钾或酸性重铬酸钾氧化为乙酸。,与钠、与羧酸反应只断O—H键；与HBr、消去反应断C—O键，断键位置混淆是常见失分点,五三化学精讲册 P0119（书内页码 116）
醇的结构和性质,METHOD_MODEL,醇消去与催化氧化的结构条件,无β—H的醇不能消去；α—H为2~3个生成醛、1个生成酮、无α—H不能被催化氧化,判断醇能否消去与氧化,①消去反应规律：没有 β—H 的醇不能发生消去反应，如 CH3OH、C6H5CH2OH（苯甲醇）等都不能发生消去反应。②催化氧化规律（以与羟基相连碳上 α—H 的个数判断）：α—H 为 2~3 个时生成醛，如 R—CH2OH→R—CHO；α—H 为 1 个时生成酮，如 R—CH(OH)—R′→R—CO—R′；无 α—H 时不能被催化氧化，如 (CH3)3C—OH。③沸点规律：饱和一元醇通式为 CnH2n+1OH，官能团为羟基；随分子中碳原子数增加沸点逐渐升高；醇分子中羟基基数越多，分子间形成的氢键越多，沸点越高；相对分子质量相近的醇和烷烃相比，醇的沸点远远高于烷烃。④溶解性：甲醇、乙醇、丙醇均可与水互溶，因为醇分子与水分子之间形成了氢键；醇在水中的溶解度一般随分子中碳原子数的增加而减小。,甲醇与苯甲醇无β—H不能消去；(CH3)3C—OH有β—H可消去但无α—H不能被氧化,五三化学精讲册 P0118、P0119（书内页码 115、116）
苯酚的化学性质,CONCEPT_EXPLANATION,苯酚的弱酸性与酸性强弱比较,苯酚酸性弱于碳酸强于HCO3-，故苯酚钠通CO2只得NaHCO3，遇FeCl3显紫色,酚的性质与酸性比较,①结构：苯酚是羟基与苯环直接相连形成的化合物，最简单的酚为苯酚，分子式 C6H6O，结构简式可写为 C6H5—OH，官能团为 —OH。②物理性质：纯净的苯酚是无色晶体，易溶于乙醇等有机溶剂，常温下在水中溶解度不大，温度高于 65℃ 时能与水混溶；久置的苯酚呈粉红色，是部分苯酚被空气中的氧气氧化所致。③弱酸性：苯酚能电离出 H+ 而显弱酸性，俗称石炭酸，酸性很弱，不能使紫色石蕊溶液变红；与钠反应生成苯酚钠和 H2；与 NaOH 反应生成苯酚钠和水。④酸性强弱：H2CO3>苯酚>HCO3—，所以向苯酚钠溶液中通入 CO2 只生成苯酚和 NaHCO3，不能生成 Na2CO3；苯酚与 Na2CO3 反应生成苯酚钠和 NaHCO3，不能生成 CO2。⑤取代与显色：与浓溴水反应生成三溴苯酚白色沉淀，遇 FeCl3 溶液显紫色，可用于检验酚羟基。,苯酚不能使石蕊变红，也不与NaHCO3反应；通CO2入苯酚钠只能得到NaHCO3,五三化学精讲册 P0119（书内页码 116）
根据有机反应中定量关系推断官能团的数目,METHOD_MODEL,羟基活泼性比较与官能团数目推断,醇羟基不与NaOH、Na2CO3、NaHCO3反应；酚羟基只与NaHCO3不反应；羧基四者都反应,定量推断官能团数目,①精讲册"醇羟基、酚羟基和羧基中氢原子的活泼性比较"表结论：与 Na 反应时，醇羟基生成醇钠和 H2、酚羟基生成酚钠和 H2、羧基生成羧酸钠和 H2，三者都能反应。②与 NaOH 反应：醇羟基不反应；酚羟基生成酚钠和水；羧基生成羧酸钠和水。③与 Na2CO3 反应：醇羟基不反应；酚羟基生成酚钠和 NaHCO3；羧基生成羧酸钠、CO2 和 H2O（羧酸过量时）。④与 NaHCO3 反应：醇羟基不反应，酚羟基不反应，只有羧基反应生成羧酸钠、CO2 和 H2O。⑤氢原子活泼性顺序为醇羟基<酚羟基<羧基。⑥应用：由消耗 Na、NaOH、Na2CO3、NaHCO3 的物质的量之比，可定量推断分子中醇羟基、酚羟基、羧基的数目；能否与 NaHCO3 反应放出 CO2，是区分羧基与酚羟基的关键。,只有羧基能与NaHCO3放出CO2；酚羟基可与Na2CO3反应但不与NaHCO3反应,五三化学精讲册 P0120（书内页码 117）
醛-酮的化学性质,CONCEPT_EXPLANATION,醛的氧化加成与羟醛缩合,醛可银镜、与新制Cu(OH)2、催化氧化，能加氢与HCN加成，并发生羟醛缩合,醛类性质与检验,①氧化反应（以乙醛为例）：银镜反应 CH3CHO+2Ag(NH3)2OH —Δ→ CH3COONH4+2Ag↓+3NH3+H2O；与新制 Cu(OH)2 反应 CH3CHO+2Cu(OH)2+NaOH —Δ→ CH3COONa+Cu2O↓+3H2O（配制新制 Cu(OH)2 时 NaOH 应过量）；催化氧化 2CH3CHO+O2 —催化剂、Δ→ 2CH3COOH。②加成反应：催化加氢 CH3CHO+H2 —催化剂、Δ→ CH3CH2OH；与 HCN 加成 CH3CHO+HCN —催化剂→ CH3CH(OH)CN。③羟醛缩合反应：CH3CHO 在 OH— 作用下先生成 β—羟基醛 CH3CH(OH)CH2CHO，脱水后生成 CH3CH=CHCHO。④酮的性质（以丙酮为例）：能与氢气、氰化氢、氨及胺等发生加成反应，如 CH3COCH3+H2 —催化剂、Δ→ CH3CH(OH)CH3。,银镜反应与新制Cu(OH)2均需碱性条件；酮不能发生银镜反应，可据此区分醛和酮,五三化学精讲册 P0121（书内页码 118）
醛和酮的结构和性质易混易错点,MISCONCEPTION_GUIDE,醛基与碳碳双键共存时的检验顺序,必须先用弱氧化剂氧化醛基、酸化后再用酸性KMnO4或溴水验双键，颠倒顺序会误判,官能团检验顺序,①易错情境：当有机物分子中同时存在醛基和碳碳双键时，若直接加酸性 KMnO4 溶液或溴水，两者都会被还原而褪色，无法说明碳碳双键是否真实存在。②正确顺序（精讲册原文）：要检验碳碳双键，应先用弱氧化剂（银氨溶液或新制 Cu(OH)2）将醛基氧化，酸化后再用酸性 KMnO4 溶液或溴水检验碳碳双键。③原理：醛基的还原性强于碳碳双键，弱氧化剂只氧化醛基而不与碳碳双键反应，先"除掉"醛基再用强氧化剂才能确认双键存在。④中间酸化一步不可省：银氨溶液与新制 Cu(OH)2 均呈碱性，不酸化会中和酸性 KMnO4 溶液而影响现象判断。⑤对比记忆：银镜反应生成银镜、与新制 Cu(OH)2 生成砖红色 Cu2O 沉淀都只对醛基（含甲酸、甲酸酯、葡萄糖等）有效，酮不能发生。,先氧化醛基、再酸化、后检验双键；顺序颠倒会把醛基的还原性误算成碳碳双键,五三化学精讲册 P0121（书内页码 118）
酯和油脂的结构和性质,CONCEPT_EXPLANATION,酯的水解与酚酯的耗碱量,酯酸性水解可逆、碱性水解生成盐和醇；1 mol酚酯水解消耗2 mol NaOH,酯的水解计算,①结构：酯是羧酸分子中羧基上的 —OH 被 —OR′ 取代后的产物，可简写为 RCOOR′，官能团为酯基（—COO—R′）。②酸性水解：RCOOR′+H2O —稀硫酸、Δ→ RCOOH+HO—R′，反应可逆，稀硫酸只起催化作用。③碱性水解：RCOOR′+NaOH —Δ→ RCOONa+HO—R′，生成羧酸钠和醇。④易错点（精讲册原文）：1 mol 酚酯（结构为苯环—O—CO—R）在 NaOH 溶液中水解会消耗 2 mol NaOH，其中 1 mol 用于酯基水解生成羧酸钠，另 1 mol 用于把水解生成的酚羟基中和为酚钠。⑤乙酸乙酯的实验室制法：CH3COOH+C2H5OH —浓硫酸、Δ→ CH3COOC2H5+H2O，反应可逆，浓硫酸作催化剂和吸水剂；试剂加入顺序为乙醇、浓硫酸和冰醋酸，不能先加浓硫酸；导气管不能插入饱和 Na2CO3 溶液中以防倒吸。,酚酯水解耗碱是普通酯的2倍；算NaOH用量时别漏掉与酚羟基中和的那1 mol,五三化学精讲册 P0122（书内页码 119）
有机化合物的共面共线的判断,METHOD_MODEL,共线共面判断的思维模型,单键可旋转、双键三键不能旋转；用甲烷乙烯乙炔苯甲醛五模型推导共面共线原子数,共线共面问题分析,①一思想（单键旋转）：有机物分子中的单键，包括碳碳单键、碳氢单键、碳氧单键等均可旋转；但碳碳双键和碳碳三键等不能旋转，对原子的空间位置具有"定格"作用。②二规律：共平面的不在同一直线上的 3 个原子处于另一平面时，两平面必定重叠，两平面内的所有原子必定共平面；直线形分子中有 2 个原子处于某一平面内时，该分子中的所有原子也必在此平面内。③三结论：结构中若存在饱和碳原子，则分子中所有原子一定不共平面；若存在 1 个苯环，则至少有 12 个原子共平面；若存在 1 个碳碳双键，则至少有 6 个原子共平面。④五模型：甲烷为正四面体结构、乙烯为平面结构、乙炔为直线结构、苯为平面结构、甲醛为平面结构。⑤注意：环状结构中直接参与成环的单键一般不能旋转；读题时要抓住"碳原子""所有原子""可能""一定""最少""最多"等限制词。,存在饱和碳原子只是"不可能所有原子共面"，并非不存在共面原子；须看清"一定/最多"的限定,五三化学精讲册 P0123（书内页码 120）
糖类的结构和性质,CONCEPT_EXPLANATION,糖类的组成与还原性判断,糖类是多羟基醛、多羟基酮及其脱水缩合物；葡萄糖与麦芽糖有还原性，蔗糖与多糖没有,糖类性质与检验,①概念：从分子结构上看，糖类是多羟基醛、多羟基酮和它们的脱水缩合物，可分为单糖、低聚糖（包括二糖）和多糖。②单糖：葡萄糖分子式 C6H12O6，结构简式 CH2OH(CHOH)4CHO，官能团为 —OH、—CHO；果糖分子式也是 C6H12O6，结构简式 CH2OH(CHOH)3COCH2OH，官能团为 —OH 和酮羰基；二者互为同分异构体。③葡萄糖的性质：能与新制 Cu(OH)2 和银氨溶液反应（还原性）；能与 H2 加成生成己六醇；在酒化酶作用下发酵生成乙醇，C6H12O6 —酒化酶→ 2C2H5OH+2CO2↑。④二糖：蔗糖与麦芽糖分子式均为 C12H22O11，互为同分异构体，都能水解；蔗糖不含醛基，麦芽糖含有醛基，属于还原性糖。⑤多糖：淀粉与纤维素均可表示为 (C6H10O5)n，n 值不确定，二者均为混合物且不互为同分异构体；都能水解且最终产物均为葡萄糖。,二糖与多糖水解最终都生成葡萄糖；但蔗糖、淀粉、纤维素本身不是还原性糖,五三化学精讲册 P0126（书内页码 123）
有机合成中碳骨架的构建,METHOD_MODEL,碳链增长与碳链缩短的方法,加聚缩聚酯化、醛酮与HCN加成、羟醛缩合增长碳链；裂化水解、脱羧、氧化断链缩短,有机合成路线设计,①碳链增长：加聚反应、缩聚反应、酯化反应、醛或酮与 HCN 的加成、羟醛缩合反应等都可用来增长碳链。②增长示例：CH3CHO 与 HCN 在催化剂作用下生成 CH3CH(OH)CN，再经 H2O、H+ 加热水解生成 CH3CH(OH)COOH，或经 H2 催化还原生成 CH3CH(OH)CH2NH2；CH≡CH 与 HCN 加成生成 CH2=CHCN，再水解生成 CH2=CHCOOH。③碳链缩短：烷烃的裂化、裂解，酯类、糖类、蛋白质等的水解反应，羧酸盐脱羧反应，烯烃、炔烃的氧化反应及芳香烃侧链被酸性高锰酸钾溶液氧化等，都可使碳链缩短。④缩短示例：CH3COONa+NaOH —Δ→ CH4↑+Na2CO3；烯烃、炔烃在酸性 KMnO4 作用下断链，如 RC≡CH —KMnO4、H+→ RCOOH；芳香烃侧链氧化如 苯环—CH(R)— —KMnO4、H+→ 苯环—COOH。,氧化断链缩短碳链时需酸性KMnO4；增长碳链常靠氰基（—CN）引入后再水解或还原,五三化学精讲册 P0131、P0132（书内页码 128、129）
