chunk_id,node_slug,type,title,summary,applicability,content,boundary,note
62064c1daf-032,电化学综合计算的三种常用方法,METHOD_MODEL,有机物电极转移电子数的计算,有机电极上 1 个氢原子对应 1 个电子、1 个氧原子对应 2 个电子，高分子链节计算时要乘聚合度。,有机物参与电极反应时计算转移电子数的题。,①对于高分子链节中发生的氧化/还原反应，计算转移电子数时需要乘以聚合度。②有机物发生氧化/还原反应时，除了根据碳元素的化合价变化来确定得、失电子的数目外，还可根据得、失氢/氧原子的数目来确定得、失电子的数目：1 个氢原子对应 1 个电子，1 个氧原子对应 2 个电子。③例如某电极上 CH₃CH₂OH→CH₃COOH，该转化过程中 1 个 CH₃CH₂OH 失去 2 个氢原子并得到 1 个氧原子，发生氧化反应，故 1 个 CH₃CH₂OH 失去 2×1+2=4 个电子。,高分子链节发生氧化还原反应时，转移电子数必须乘以聚合度，否则结果会成倍偏小。,五三电子教参 精讲册PDF 第八章
62064c1daf-032,原电池,CONCEPT_EXPLANATION,浓差电池的工作原理与电极判断,浓差电池靠两侧浓度差产生电势差；离子从高浓度侧向低浓度侧移动。,判断浓差电池的正负极、电极反应与浓度变化的题。,①原理：浓差电池是利用物质的浓度差产生电势差的一种电化学装置。②浓差电池中，左、右两侧用离子交换膜隔开，两侧溶液中特定物质的浓度不同，导致两极上发生氧化/还原反应，从而产生电流。③离子的移动方向遵循“从高浓度向低浓度移动”。④模型分析：a、b 两极均为 Ag 电极，两侧溶液均为 AgNO₃ 溶液，由于右侧溶液中 c(Ag⁺) 较大，Ag⁺ 得电子能力较强，故 b 极为正极，a 极为负极。⑤电极反应：负极（a 极）为 Ag-e⁻=Ag⁺，正极（b 极）为 Ag⁺+e⁻=Ag；工作时 a 极区 c(Ag⁺) 逐渐增大，b 极区 c(Ag⁺) 逐渐减小。,浓差电池的正极是浓度较大的一侧，与普通原电池按金属活动性判断正负极的方法不同。,五三电子教参 精讲册PDF 第八章
1d09ecb78a-015,滴定操作,METHOD_MODEL,中和滴定的误差分析,所有误差都归结到对 V(标准) 的影响：润洗、气泡、滴定、读数四类操作各自判断偏高或偏低。,判断中和滴定中某步操作使待测液浓度偏高还是偏低的题。,①分析依据：根据 c(NaOH)=c(标准)·V(标准)/V(待测)，可将所有误差都归结到对 V(标准) 的影响上。②仪器润洗：酸式滴定管未用盐酸润洗，V(标准) 偏大、c(待测) 偏高；碱式滴定管未用 NaOH 溶液润洗，V(标准) 偏小、c(待测) 偏低；锥形瓶用 NaOH 溶液润洗，V(标准) 偏大、c(待测) 偏高。③气泡处理：滴定前有气泡、滴定后无气泡，V(标准) 偏大、c(待测) 偏高；滴定前无气泡、滴定后有气泡，V(标准) 偏小、c(待测) 偏低。④滴定操作：盐酸滴到瓶外，V(标准) 偏大、c(待测) 偏高；振荡时瓶内溶液溅出，V(标准) 偏小、c(待测) 偏低。⑤读数：前仰后平，V(标准) 偏小、c(待测) 偏低。,锥形瓶不能用待测液润洗、也不需要干燥；润洗会使测得结果偏高，而残留蒸馏水不影响溶质的物质的量。,五三电子教参 精讲册PDF 第十章
1d09ecb78a-013,中和滴定,MISCONCEPTION_GUIDE,滴定终点与恰好完全反应点的区别,酸碱恰好完全反应时溶液不一定为中性；滴定终点是指示剂恰好变色的一点，二者含义不同。,辨析滴定终点、恰好中和点与溶液酸碱性的题。,①酸碱恰好完全反应的点与滴定终点不相同。②酸碱恰好完全反应是指酸与碱恰好完全反应、都不剩余，此时溶液可能为中性，也可能为酸性或碱性；而滴定终点是指指示剂颜色恰好变化的点，二者不相同。③酸碱恰好完全反应的点与滴定终点特别接近，在一般实验研究中不会造成大的误差。④中和滴定的实质是 H⁺+OH⁻=H₂O，酸碱恰好反应时 n(H⁺)=n(OH⁻)，即 c(H⁺)·V(酸)=c(OH⁻)·V(碱)，待测液浓度按 c(待)=c(标)·V(标)/V(待) 计算。,恰好完全反应时溶液不一定显中性，不能把滴定终点直接当成酸碱恰好中和的点。,五三电子教参 精讲册PDF 第十章
e9d119178a-012,物质检验,CONCEPT_EXPLANATION,常见气体的检验方法,按可燃性、酸性、碱性、还原性、氧化性五类气体记住各自的试剂与特征现象。,选择检验某气体的试剂、描述实验现象的题。,①可燃性气体：H₂ 火焰呈淡蓝色，罩在火焰上方的冷且干燥的烧杯内壁有水珠产生；CO 火焰呈蓝色，燃烧后产生的气体能使澄清石灰水变浑浊；CH₄ 火焰呈蓝色，燃烧后产生的气体可使无水 CuSO₄ 变蓝、可使澄清石灰水变浑浊；乙烯火焰明亮、有黑烟，可使溴水或酸性高锰酸钾溶液褪色。②酸性气体：CO₂ 通入澄清石灰水中变浑浊；HCl 无色、有刺激性气味，通入硝酸银溶液中产生白色沉淀；H₂S 通入 CuSO₄ 溶液中生成黑色沉淀 CuS，能使湿润的醋酸铅试纸变黑。③碱性气体：NH₃ 能使湿润的红色石蕊试纸变蓝，用蘸有浓盐酸的玻璃棒靠近能产生白烟。④还原性气体：H₂、CO 通过灼热氧化铜时固体由黑变红；NO 通氧气后气体由无色变为红棕色。⑤氧化性气体：O₂ 使带火星的木条复燃；Cl₂ 是黄绿色气体，能使湿润的淀粉—KI 试纸变蓝。,检验混合气体时先检验干扰气体、除去并确认除尽后再检验其余气体，例如 CO₂ 与 SO₂ 混合时先用酸性高锰酸钾除去 SO₂ 再用澄清石灰水检验 CO₂。,五三电子教参 精讲册PDF 第十三章
0160cf76f9-012,实验方案设计,METHOD_MODEL,实验操作与条件控制的目的,分批加入、缓缓通入、加热至恒重、调节 pH 与控制温度都对应固定的答题目的。,说明某实验操作或条件控制目的、原因类简答题。,①分批加入：一般因反应放热导致反应剧烈，分批加入可以使反应平稳。②缓缓通入气体：使气体充分被吸收或充分反应。③加热至恒重：确保物质完全分解。④调节溶液 pH：使某些离子转化为沉淀，而目标离子不转化为沉淀，达到分离的目的；抑制某微粒的水解；防止某物质在酸性或碱性条件下发生副反应。⑤控制低温：防止某反应物或目标产物分解或挥发，如 NaHCO₃、NH₄Cl、H₂O₂、氨水、浓盐酸、浓硝酸等；使平衡移动，如抑制水解；避免副反应的发生。⑥控制某一温度范围：低温反应速率慢、温度过高某物质分解或浪费能源；确保催化剂的催化效果，兼顾反应速率和转化率；防止副反应的发生。,答“调节 pH”必须同时说明目标离子不沉淀，“控制低温”的理由要落到防止分解或挥发、抑制水解、避免副反应上。,五三电子教参 精讲册PDF 第十四章
862daf9cec-002,关于化学反应速率易错易混点,MISCONCEPTION_GUIDE,外因影响反应速率的几类特殊情况,升温可能使催化剂失活、压强要看是否引起气体浓度变化、固体用量与恒容充无关气体都不改变速率。,判断外因改变后反应速率增大还是减小的题。,①温度：对于有催化剂参与的反应，升高温度，催化剂可能失活，反应速率减慢；对于有机反应，升高温度，有可能发生副反应，主反应速率减慢。②压强：反应前后气体分子数相等的反应，改变压强，正逆反应速率改变的程度相同；压强是否影响反应速率，关键看压强是否引起了参与反应的气体的浓度变化。③浓度：固体和纯液体的浓度为定值，改变固体和纯液体的用量，反应速率不变；但是加入固体物质有时候可能改变接触面积，反应速率增大。④充入无关气体：恒温恒容时充入无关气体，总压强增大但各反应物浓度不变，反应速率不变；恒温恒压时充入无关气体，总体积增大、各反应物浓度减小，反应速率减小。,恒温恒容充入无关气体虽使总压增大，但反应物浓度不变，反应速率不变，这是最常见的误判。,五三电子教参 精讲册PDF 第九章
862daf9cec-014,影响化学平衡的因素,MISCONCEPTION_GUIDE,浓度与压强对平衡移动影响的特殊情况,无气态物质或气体分子数不变时压强不移动平衡；恒温恒容只加一种反应物时转化率与体积分数的变化由 Δn 决定。,判断改变浓度或压强后平衡移动方向及转化率、体积分数变化的题。,①当反应体系中不存在气态物质时，压强的改变对平衡无影响。②对于反应前后气体分子数相等的反应，压强的改变对平衡无影响，但增大（或减小）压强会使气态物质的浓度增大（或减小）。③对于有气体参加的反应在恒容时，同等程度地改变反应体系中各物质的浓度时，应视为压强的影响，同等程度地增大（或减小）浓度相当于增大（或减小）压强。④恒温恒容下向 aA(g)+bB(g)⇌cC(g)+dD(g) 类反应中加入一定量的 A，平衡正向移动，α(B) 增大但 α(A) 减小，φ(B) 减小而 φ(A) 增大。⑤恒温恒容下向只含一种气体的反应中充入该气体：Δn>0 时（如 PCl₅(g)⇌PCl₃(g)+Cl₂(g)）α 减小而 φ 增大；Δn=0 时（如 2HI(g)⇌H₂(g)+I₂(g)）α、φ 均不变；Δn<0 时（如 2NO₂(g)⇌N₂O₄(g)）α 增大而 φ 减小。,恒温恒容只加入一种反应物时，该物质自身转化率下降、另一反应物转化率上升，两者变化方向相反。,五三电子教参 精讲册PDF 第九章
862daf9cec-026,压强平衡常数,DERIVATION,分压平衡常数 Kp 的计算模板,Kp 只受温度影响；恒温恒容可用分压做三段式，气体分子数不变时可用物质的量替代分压。,给定总压与物质的量分数求 Kp 的计算题。,①定义：在化学平衡体系中，用各气体物质的分压代替浓度进行计算，得到的平衡常数称为分压平衡常数（Kp）。例如对于 N₂(g)+3H₂(g)⇌2NH₃(g)，Kp=p²(NH₃)/[p(N₂)·p³(H₂)]。②某气体的分压=总压×该气体的物质的量分数（或体积分数）。③影响因素：Kp 只受温度影响。④模板（恒温恒容体系）：对于恒温恒容反应，气体的压强与其物质的量成正比，若已知起始时各气体的分压，则可用分压代替物质的量运用“三段式”法进行计算，直接求出平衡时各气体的分压。⑤模板（气体分子数不变的反应）：可用平衡时各气体的物质的量代替分压直接计算 Kp，例如 H₂(g)+I₂(g)⇌2HI(g)，Kp=n²(HI)/[n(H₂)·n(I₂)]。⑥注意：对于恒温恒压体系，不可用压强代替物质的量进行计算，要按照通用模板计算。,Kp 只受温度影响；恒温恒压体系不能用压强代替物质的量做三段式，只有恒温恒容才可以直接用分压。,五三电子教参 精讲册PDF 第九章
ed2c3e836f-002,原子结构易混易错知识点,MISCONCEPTION_GUIDE,电子的空间运动状态数与运动状态数,空间运动状态总数等于电子占有的原子轨道总数，运动状态总数等于电子总数，两者不相等。,计算原子核外电子的空间运动状态数或运动状态数的题。,①原子轨道能量高低的规律：相同能层上原子轨道能量的高低为 ns<np<nd<nf；形状相同的原子轨道能量的高低为 1s<2s<3s<4s……；同一能级内各原子轨道的能量相等，如 2px、2py、2pz 轨道的能量相等。②易错点：电子的空间运动状态总数≠电子的运动状态总数。③不同原子轨道的空间取向不同，所以电子的空间运动状态总数=电子占有的原子轨道总数；每个原子轨道最多容纳两个电子且自旋取向不同，故所有电子的运动状态均不相同，即电子的运动状态总数=电子总数。④例如基态 Na 原子的核外电子有 6 种空间运动状态，有 11 种运动状态。,空间运动状态数按占有的原子轨道数数，运动状态数按电子总数数，两者一般不相等。,五三电子教参 精讲册PDF 第五章
c9252b0263-001,钠和钠的氧化物易错知识点,MISCONCEPTION_GUIDE,钠与酸、盐溶液反应的先后顺序,钠与酸溶液反应时先与酸反应、剩余的钠再与水反应；与 CuSO₄ 溶液反应时先与水反应生成 NaOH。,判断钠投入酸、盐溶液或乙醇中反应顺序与产物的题。,①钠与酸溶液反应时，先与酸反应，剩余的钠再与水反应。②钠与 CuSO₄ 溶液反应时，先与水反应，生成的 NaOH 再与 CuSO₄ 反应生成蓝色的 Cu(OH)₂ 沉淀，不会置换出铜。③钠与水、乙醇、乙酸反应的化学方程式分别为：2Na+2H₂O=2NaOH+H₂↑；2Na+2CH₃CH₂OH=2CH₃CH₂ONa+H₂↑；2Na+2CH₃COOH=2CH₃COONa+H₂↑。④实验室用剩的钠，要放回原瓶，不能随意丢弃。⑤钠的物理性质：银白色固体、质软（可用小刀切割），熔点 97.79 ℃、沸点 882.9 ℃，密度比水小、比煤油大，常保存在煤油中。,钠投入盐溶液中不能按金属置换反应写产物，它先与水反应，与 CuSO₄ 溶液反应只得到 Cu(OH)₂ 沉淀。,五三电子教参 精讲册PDF 第三章
62064c1daf-031,一次电池,CONCEPT_EXPLANATION,金属-空气电池的工作原理,金属-空气电池以金属为负极、以空气中的氧气或纯氧为正极反应物，碱性介质中正极反应为 O₂+2H₂O+4e⁻=4OH⁻。,书写金属-空气电池电极反应式的题。,①金属-空气电池是指以金属（铝、镁、锌等）为负极，以空气中的氧气或纯氧为正极反应物的一类电池。②电解质溶液一般采用碱性电解质水溶液；当采用更活泼的钾、钠、钙等作负极时，因为它们可以和水反应，需采用非水的有机介质作为电解质溶液中的溶剂。③电极反应：负极 M-ne⁻=Mⁿ⁺；正极 O₂+2H₂O+4e⁻=4OH⁻。④注意：负极生成的金属阳离子可能与电解质溶液发生进一步反应，例如 Al³⁺ 能与 OH⁻ 反应。,采用钾、钠、钙等极活泼金属作负极时必须用非水有机介质，否则金属先与水反应，电池无法正常工作。,五三电子教参 精讲册PDF 第八章
c9252b0263-010,铁的氧化物,CONCEPT_EXPLANATION,铁的三种氧化物的比较,FeO、Fe₂O₃、Fe₃O₄ 均不溶于水；铁红是 Fe₂O₃，磁性氧化铁是 Fe₃O₄，FeO 受热生成 Fe₃O₄。,比较铁的氧化物的颜色、价态、性质与用途的题。,①俗名与色、态：FeO 为黑色粉末、无俗名；Fe₂O₃ 为红棕色粉末，俗称铁红；Fe₃O₄ 为黑色晶体，俗称磁性氧化铁。②水溶性：三者均不溶于水，均不与水反应。③铁的价态：FeO 中铁为 +2 价，Fe₂O₃ 中铁为 +3 价，Fe₃O₄ 中铁为 +2 和 +3 价。④化学性质：FeO、Fe₂O₃ 能与稀盐酸和稀硫酸反应；三者都具有氧化性，能被 CO、H₂ 等还原；FeO 不稳定，在空气中受热迅速生成 Fe₃O₄；Fe₂O₃ 与铝粉在高温下发生铝热反应。⑤用途：FeO 可作色素，如用于瓷器制作中使釉呈绿色；Fe₂O₃ 用作油漆、涂料、油墨和橡胶的红色颜料；Fe₃O₄ 用作磁性材料，如激光打印机的墨粉中含 Fe₃O₄。,Fe₃O₄ 不是 FeO 与 Fe₂O₃ 的混合物，而是含 +2 和 +3 价铁的纯净物；FeO 在空气中受热会被氧化成 Fe₃O₄。,五三电子教参 精讲册PDF 第三章
