chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
2924184449-014,,合金,CONCEPT_EXPLANATION,合金的组成与性能,合金的概念、组成特点，以及熔点、硬度和强度相对成分金属的变化。,合金性质判断与金属材料应用,①概念：合金是两种或两种以上金属（或金属与非金属）熔合而成的具有金属特性的物质，一定是混合物，没有固定的熔沸点；②组成：以一种金属为主，合金中一定含金属元素，可能含非金属元素，如钢中含碳；③性能：合金的熔点一般比各成分金属低，硬度和强度一般比各成分金属大；④化学性质上合金一般体现各成分金属的性质；⑤常温下多数合金为固态，但钾钠合金呈液态，可用作核反应堆导热剂；⑥新型合金如钛合金用于载人潜水器耐压壳，镍钴合金用于喷气发动机叶片。,易错：合金性质不是各成分金属性质的简单加和；合金无固定熔点。,一轮 复习讲义 第04讲 金属材料及金属矿物的开发利用（安徽专用 教师版）
6299d8c952-007,,铜盐,CONCEPT_EXPLANATION,铜及其化合物的应用,铜作催化剂、热的铜网除氧、铜与稀硫酸通氧溶解及Cu2O与Cu的鉴别。,铜及其化合物的性质应用,①Cu可用作醇催化氧化的催化剂；②热的铜网可用于除混合气体中少量O2：2Cu＋O2=2CuO；③Cu与稀H2SO4不反应，但通入O2时逐渐溶解：2Cu＋O2＋2H2SO4=2CuSO4＋2H2O；④鉴别红色物质Cu与Cu2O：加稀硫酸后溶液由无色变蓝色者为Cu2O，反应为Cu2O＋H2SO4=CuSO4＋Cu＋H2O；⑤无水硫酸铜遇水变蓝，只用于检验水，不能作干燥剂吸收水蒸气；⑥可利用新制Cu(OH)2悬浊液检验有机物中的醛基。,易错：无水CuSO4只能检验水不能除去水；Cu不与稀硫酸直接反应。,一轮 复习讲义 第04讲 金属材料及金属矿物的开发利用（全国通用 教师版）
6679c4dab3-006,,酸雨,CONCEPT_EXPLANATION,硫酸型酸雨的形成与防治,硫氧化物来源与危害、酸雨的两条形成途径及钙基固硫、氨水脱硫。,酸雨成因分析与脱硫方程式书写,①来源：含硫化石燃料的燃烧及金属矿物冶炼等，危害人体健康并形成pH小于5.6的酸雨；②形成途径1：飘尘催化下2SO2＋O2=2SO3、SO3＋H2O=H2SO4；③途径2：SO2＋H2O⇌H2SO3、2H2SO3＋O2=2H2SO4；④治理：燃煤脱硫、改进燃烧技术；⑤钙基固硫法：生石灰与含硫煤混合燃烧，CaO＋SO2=CaSO3、2CaSO3＋O2=2CaSO4，总反应2CaO＋2SO2＋O2=2CaSO4；⑥氨水脱硫法：2NH3＋SO2＋H2O=(NH4)2SO3，再氧化为(NH4)2SO4。,易错：酸雨的pH小于5.6而非小于7；固硫产物是硫酸盐。,一轮 复习讲义 第02讲 硫及其重要化合物（四川专用 教师版）
99248b25c4-016,,硫酸,CONCEPT_EXPLANATION,硫酸的性质与硫酸根检验,浓硫酸的物理性质与稀释、稀硫酸的通性、浓硫酸的三大特性及硫酸根检验。,硫酸性质实验与离子检验,①硫酸是无色黏稠液体，沸点338 ℃属高沸点酸，难挥发，可用于制取低沸点酸；98%浓硫酸密度1.84 g/cm³，与水以任意比混溶并放出大量热；②稀释浓硫酸应将浓硫酸沿器壁缓缓注入水中并不断搅拌，切不可把水注入浓硫酸；③稀硫酸是强电解质，具有酸的通性：使石蕊变红、与活泼金属反应放出H2、与碱和盐反应；④浓硫酸具有吸水性、脱水性和强氧化性；⑤检验SO4²⁻：取少量溶液先加稀盐酸酸化，再加BaCl2溶液，生成不溶于稀盐酸的白色沉淀。,易错：检验SO4²⁻不能用硝酸酸化，防止SO3²⁻被氧化造成干扰。,一轮 考点精讲精练 专题02 硫及其重要化合物（学生版）
aad89add33-039,,陶瓷,CONCEPT_EXPLANATION,陶瓷的原料与制备,传统无机非金属材料中的陶瓷：以黏土为主要原料高温烧结。,陶瓷材料成分与原料判断,①传统无机非金属材料多为硅酸盐材料，如水泥、玻璃、陶瓷；②陶瓷以黏土（主要成分为含水的铝硅酸盐）为主要原料，经高温烧结而成；③烧结过程中发生复杂的物理变化和化学变化，故制陶瓷涉及化学变化；④硅酸盐产品中，水泥和陶瓷的共同原料是黏土，水泥和玻璃的共同原料是石灰石；⑤注意石英玻璃、水晶等不是硅酸盐产品，不能与陶瓷、水泥等混为一类。,易错：烧结黏土制陶瓷属于化学变化；水晶、玛瑙不属于硅酸盐产品。,一轮 复习讲义 第04讲 碳、硅及无机非金属材料（全国通用 教师版）
bfc3bf0f24-029,,玻璃,CONCEPT_EXPLANATION,玻璃的组成与制备,普通玻璃的成分、原料与熔融制备过程及其主要用途。,玻璃成分与原料的判断,①普通玻璃的主要成分为Na2SiO3、CaSiO3和SiO2；②原料为纯碱、石灰石和石英砂；③制备：原料经混合、粉碎后在玻璃窑中熔融，发生复杂的物理变化和化学变化；④玻璃生产中的重要反应之一为Na2CO3＋SiO2=Na2SiO3＋CO2↑；⑤用途：建筑材料、光学仪器和各种器皿，还可制造玻璃纤维用于高强度复合材料；⑥注意石英玻璃、钢化玻璃与普通玻璃的差别。,易错：玻璃没有固定熔点；石英玻璃不是硅酸盐产品。,一轮 复习讲义 第04讲 碳、硅及无机非金属材料（全国通用 学生版）
21f6a2c8d8-022,,水泥,CONCEPT_EXPLANATION,水泥的原料与硬化调节,普通硅酸盐水泥的原料、煅烧过程与石膏的作用，以及混凝土的组成。,水泥生产与使用中的成分判断,①普通硅酸盐水泥的主要原料是黏土和石灰石；②二者与其他辅料经混合、研磨后在水泥回转窑中煅烧，发生复杂的物理变化和化学变化；③加入适量石膏调节水泥硬化速率，再研成细粉得到普通水泥；④混凝土是水泥、沙子和碎石等与水混合得到的；⑤硅酸盐产品中水泥和陶瓷的共同原料是黏土，水泥和玻璃的共同原料是石灰石。,易错：石膏是调节硬化速率而非主要原料；水泥是混合物无固定组成。,一轮 复习讲义 第04讲 碳、硅及无机非金属材料（福建专用 学生版）
ad656d9e3c-001,,甲烷,CONCEPT_EXPLANATION,脂肪烃的结构与反应类型,烷烃、烯烃、炔烃的代表物比较，取代、加成、加聚反应的特点与定量关系。,烃类反应类型判断与方程式书写,①烷烃是碳原子间全部以单键结合的饱和链烃，通式CnH2n＋2；烯烃含碳碳双键，单烯烃通式CnH2n；炔烃含碳碳三键，单炔烃通式CnH2n－2；②甲烷是烷烃的最简单代表物，与气态卤素单质在光照下发生取代反应，产物为多种卤代烃的混合物和HX，取代1 mol氢原子消耗1 mol卤素单质并生成1 mol HX；③甲烷等烷烃性质稳定，不能被酸性KMnO4氧化，也不能使溴水褪色；④烯烃、炔烃能发生加成反应和加聚反应，也能被酸性KMnO4氧化。,易错：取代反应产物为混合物；烷烃不能使酸性KMnO4溶液褪色。,一轮 重难点讲义 第56讲 烃 化石燃料（教师版）
b7a06d31b8-002,,烷烃,CONCEPT_EXPLANATION,烷烃的结构与物理性质,烷烃的概念、sp3杂化与单键结构、同系物及熔沸点变化规律。,烷烃概念辨析与熔沸点比较,①概念：只含碳、氢两种元素，分子中碳原子之间都以单键结合，碳原子剩余价键均与氢原子结合，使碳的化合价达到饱和，称为饱和烃即烷烃；②结构特点：烷烃结构与甲烷相似，碳原子以伸向四面体四个顶点方向的sp3杂化轨道成键，共价键全部是单键；③组成上相差一个或若干个CH2原子团且结构相似的化合物互称同系物，链状烷烃通式CnH2n＋2；④1～4个碳原子为气态，随碳原子数增加熔沸点升高、密度增大；碳原子数相同时支链越多熔沸点越低。,易错：支链越多熔沸点越低；烷烃密度均比水小。,一轮 复习讲义 第02讲 烃（福建专用 学生版）
024618b63e-005,,乙烯,CONCEPT_EXPLANATION,烯烃的结构与性质,烯烃的官能团、分类与通式，以及状态、溶解性、熔沸点等物理性质规律。,烯烃结构判断与通式应用,①烯烃是含有碳碳双键的烃类化合物，官能团名称为碳碳双键；②按双键数目分为单烯烃、多烯烃，二烯烃又分累积二烯烃（双键连在一起）、共轭二烯烃（单双键交替排列）和孤立二烯烃（两个双键间相隔两个或以上单键）；③只含一个碳碳双键时通式为CnH2n；④物理性质：2～4个碳原子为气态，都难溶于水、易溶于有机溶剂，随碳原子数增多熔沸点升高、密度增大，分子式相同时支链越多熔沸点越低；⑤乙烯是最简单的烯烃，能使溴水因加成而褪色、使酸性KMnO4溶液因氧化而褪色。,易错：符合CnH2n的烃不一定是烯烃，也可能是环烷烃。,一轮 复习讲义 第02讲 烃（福建专用 教师版）
4ddeefaa27-005,,乙醇,CONCEPT_EXPLANATION,醇的化学性质与断键,以乙醇为例的醇的置换、取代、消去、催化氧化与脱水成醚。,醇化学方程式与产物判断,①乙醇与钠反应属于置换反应：2CH3CH2OH＋2Na→2CH3CH2ONa＋H2↑；②与HBr反应属于取代反应：CH3CH2OH＋HBr→CH3CH2Br＋H2O；③醇分子内脱水生成烯烃属于消去反应，需浓硫酸并加热，且与羟基相连碳的邻位碳上必须有氢；④醇分子间脱水生成醚：2CH3CH2OH→CH3CH2OCH2CH3＋H2O，用浓H2SO4并控温140 ℃；⑤催化氧化生成醛或酮：2CH3CH2OH＋O2→2CH3CHO＋2H2O，含—CH2OH结构才能氧化成醛。,易错：乙醇制乙烯需迅速升温到170 ℃，140 ℃主要生成乙醚。,一轮 重难点讲义 第57讲 卤代烃 醇 酚（教师版）
9a101eff14-003,,乙酸,CONCEPT_EXPLANATION,羧酸与乙酸的化学性质,以乙酸为代表的羧酸酸性、酯化反应及各类酯化方程式的书写。,乙酸性质与酯化方程式书写,①乙酸的结构为甲基连羧基，官能团是羧基，具有酸性且酸性强于碳酸；②羧酸与醇在浓硫酸、加热条件下发生酯化反应，属于取代反应，反应中羧酸脱羟基、醇脱氢；③一元羧酸与多元醇按物质的量之比1∶1酯化生成酯和水；④多元羧酸与多元醇可生成环酯或高聚酯，如乙二酸与乙二醇生成高聚酯；⑤羟基酸自身也可酯化生成环酯或高聚酯；⑥酯化反应是可逆反应，浓硫酸起催化剂和吸水剂作用。,易错：酯化反应中羧酸脱—OH、醇脱—H，可用同位素示踪法验证。,一轮 重难点讲义 第58讲 醛 酮 羧酸 酯 酰胺（学生版）
22e4da5a7a-002,,焓变,CONCEPT_EXPLANATION,反应热与焓变,反应热、焓与焓变的定义，以及恒压条件下ΔH与反应热的关系。,反应热与焓变概念辨析,①反应热：当化学反应在一定压强下进行时反应所放出或吸收的热量，常用Q表示，单位kJ·mol－1；②焓是与内能有关的物理量，用于描述物质所具有的能量，物质的焓越小能量越低、稳定性越强；③焓变ΔH等于生成物的焓与反应物的焓之差，单位kJ·mol－1，其值只与始末状态有关而与过程无关；④对于恒压条件下进行的化学反应，若能量变化全部转化为热能，则ΔH＝Qp；⑤放热反应反应物总能量大于生成物总能量，ΔH＜0；吸热反应则ΔH＞0。,易错：ΔH与反应条件、是否使用催化剂无关，只取决于始末状态。,一轮 复习讲义 第01讲 化学反应的热效应（福建专用 教师版）
e1aeb95cdb-001,,实质,CONCEPT_EXPLANATION,盐类水解的定义与实质,盐类水解的定义、实质链条与常见弱离子及水解规律和特点。,水解实质分析与离子方程式书写,①定义：在溶液中盐电离出来的离子跟水电离产生的H＋或OH－结合生成弱电解质的反应叫盐类的水解；②实质：盐电离出的弱离子结合水电离的H＋或OH－，破坏了水的电离平衡，水的电离程度增大，c(H＋)≠c(OH－)，溶液呈碱性或酸性；③常见的弱离子：弱碱阳离子有NH4＋、Al3＋、Fe3＋、Cu2＋等，弱酸根离子有CO3²⁻、HCO3⁻、AlO2⁻、S2－、ClO－、CH3COO－、F－等；④特点：水解可逆、是中和反应的逆反应、程度微弱，离子方程式用可逆号且不标沉淀或气体符号。,易错：水解程度微弱，一般不生成沉淀和气体；酸碱性由“谁强显谁性”判断。,一轮 知识清单 专题03 盐类的水解（全国通用 教师版）
0614213d2c-008,,晶体,METHOD_MODEL,晶体类型与熔沸点规律,共价晶体、离子晶体、分子晶体熔沸点高低的比较思维模型。,晶体熔沸点比较与稳定性判断,①共价晶体：共价键键长越短、键能越大熔点越高，如熔点金刚石＞碳化硅＞硅；②离子晶体：阴、阳离子电荷数越多、离子半径越小，离子间作用力越强，熔沸点越高，如MgO＞MgCl2＞NaCl＞CsCl；衡量离子晶体稳定性的物理量是晶格能，晶格能越大晶体越稳定、熔点越高、硬度越大；③分子晶体：分子间作用力越大熔沸点越高，含氢键者反常升高，如H2O＞H2Te＞H2Se＞H2S；组成结构相似时相对分子质量越大熔沸点越高，如SnH4＞GeH4＞SiH4＞CH4，同分异构体支链越多熔沸点越低。,易错：分子内氢键使熔沸点降低，分子间氢键使熔沸点升高。,一轮 复习讲义 第04讲 晶体结构与性质（黑吉辽蒙专用 学生版）
d7fc4505d9-014,,能层,CONCEPT_EXPLANATION,能层与能级,能层的划分依据与表示方法，能级符号、数目及可容纳电子数。,核外电子分层排布的判断,①能层：根据多电子原子的核外电子的能量差异，将核外电子分成不同的能层，能层用n表示，n值越大能量越高；②能级：同一能层中电子能量不同而分为不同能级，用能层序数和s、p、d、f组合表示，n能层的能级按能量由低到高排列为ns、np、nd、nf；③能层序数等于该能层所包含的能级数，如第三能层有3s、3p、3d三个能级；④s、p、d、f能级可容纳的电子数为1、3、5、7的二倍；⑤能层数等于电子层数，第一能层只有s能级，第二能层s、p能级中p的三个原子轨道能量相同。,易错：能层序数决定能级种类数，能级容纳电子数为轨道数的2倍。,一轮 复习讲义 第02讲 原子结构与性质（全国通用 教师版）
f252c8ac79-009,,能级,CONCEPT_EXPLANATION,能级及其电子容量,能级的划分依据、符号表示、与能层序数的关系及最多容纳电子数。,能级符号书写与电子容量计算,①能级的划分依据是多电子原子中同一能层电子能量的不同；②能级用相应能层的序数和字母s、p、d、f组合表示，n能层的能级按能量由低到高排列为ns、np、nd、nf等；③能层序数等于该能层所包含的能级数，如第三能层有3s、3p、3d能级；④s、p、d、f能级可容纳的电子数为1、3、5、7的二倍，即最多为2、6、10、14个；⑤每一能层最多容纳的电子数为2n²；⑥同一能层中p能级上有px、py、pz三个能量相同的原子轨道。,易错：能级符号前的数字是能层序数，如3p表示第三能层的p能级。,一轮 复习讲义 第02讲 原子结构与性质（全国通用 学生版）
9129741016-003,,烯烃,CONCEPT_EXPLANATION,脂肪烃的化学性质,烷烃的稳定与取代、烯烃与炔烃的加成和氧化、加聚反应。,烃类化学性质比较与方程式书写,①烷烃常温下很不活泼，与强酸、强碱、强氧化剂都不反应，只在光照或高温等特殊条件下发生反应：完全燃烧生成CO2和H2O，与纯卤素单质在光照下发生取代反应生成卤代烃和卤化氢；②烷烃取代反应的定量关系为取代1 mol氢原子消耗1 mol卤素单质并生成1 mol HX；③烷烃受热时可分解生成含碳原子数较少的烷烃和烯烃；④烯烃、炔烃含不饱和键，能与溴等发生加成反应而使溴水褪色，也能被酸性KMnO4溶液氧化而使其褪色，还能发生加聚反应生成高分子。,易错：烯烃与溴水是加成反应，与酸性KMnO4是氧化反应。,一轮 知识清单 专题02 烃（全国通用 教师版）
024618b63e-008,,炔烃,CONCEPT_EXPLANATION,炔烃的结构与性质,炔烃的定义、官能团与通式、物理性质规律及化学性质。,炔烃结构与性质判断,①定义：分子里含有碳碳三键的一类脂肪烃，官能团为碳碳三键；②通式：只含一个碳碳三键时通式为CnH2n－2（n≥2）；③物理性质：2～4个碳原子为气态，都难溶于水、易溶于有机溶剂；随碳原子数增多熔沸点升高、密度增大但比水小，分子式相同时支链越多熔沸点越低；④化学性质由碳碳三键决定，与乙炔相似：能燃烧生成CO2和H2O，能使酸性KMnO4溶液褪色，能发生加成反应和加聚反应。,易错：炔烃与二烯烃通式相同但结构不相似，不互为同系物。,一轮 复习讲义 第02讲 烃（福建专用 教师版）
3b15fc287d-001,,羧酸,CONCEPT_EXPLANATION,羧酸酸性的结构解释,键的极性对羧酸酸性的影响：羟基极性越大酸性越强，烷基推电子使酸性减弱。,羧酸酸性强弱比较与归因,①键的极性对羧酸酸性大小的影响实质是通过改变羧基中羟基的极性实现的，羧基中羟基的极性越大越容易电离出H＋，羧酸的酸性越强；②与羧基相邻的共价键的极性越大，羧基中羟基的极性越大，羧酸的酸性越强，故氟乙酸强于氯乙酸；③烷基是推电子基团，会减小羟基的极性导致羧酸酸性减弱，一般烷基越长推电子效应越大酸性越弱，故甲酸＞乙酸＞丙酸；④据此可比较CF3COOH、CCl3COOH、CHCl2COOH、CH2ClCOOH、CH3COOH、CH3CH2COOH的酸性依次减弱。,易错：比较酸性要抓住与羧基相连基团的吸电子或推电子效应。,一轮 复习讲义 第33讲 分子的性质 配合物与超分子（教师版）
a18e148bcb-001,,单糖,CONCEPT_EXPLANATION,糖类的概念与分类,糖类的定义与组成、按水解产物分类为单糖、二糖和多糖。,糖类分类与组成判断,①概念：从分子结构上看，糖类是多羟基醛、多羟基酮和它们的脱水缩合物；②组成元素为碳、氢、氧，大多数糖类化合物的通式为Cm(H2O)n，所以糖类也叫碳水化合物；③分类：按能否水解及水解产物分为单糖（如葡萄糖、果糖，不能水解）、二糖（如蔗糖、麦芽糖，水解生成两分子单糖）和多糖（如淀粉、纤维素，水解最终生成葡萄糖）；④葡萄糖是多羟基醛，果糖是多羟基酮，二者互为同分异构体。,易错：糖类不都符合Cm(H2O)n，符合该通式的也不一定是糖类。,一轮 知识清单 第29讲 糖类 油脂 蛋白质 高分子材料（学生版）
138d8deb9f-007,,酰胺,CONCEPT_EXPLANATION,胺与酰胺的性质,胺的碱性成因与酰胺在酸、碱条件下加热的水解反应。,胺与酰胺性质及水解方程式书写,①胺类化合物与NH3类似具有碱性，能与盐酸、醋酸等反应；②碱性的原因：RNH2＋H2O可逆生成RNH3＋和OH－；③与酸反应：RNH2＋HCl→RNH3Cl；④酰胺是羧酸分子中羟基被氨基取代得到的化合物，官能团为酰胺基；⑤酰胺在酸或碱存在并加热的条件下可发生水解反应，以RCONH2为例：酸性条件下生成羧酸和铵盐，碱性条件下生成羧酸盐并放出氨气；⑥分子式相同的羧酸和酯互为同分异构体，酯化反应和酯的水解反应都属于取代反应。,易错：酰胺在碱性条件下水解生成羧酸盐而不是羧酸。,一轮 重难点讲义 第58讲 醛 酮 羧酸 酯 酰胺（学生版）
223f2a1a32-027,,氢键,CONCEPT_EXPLANATION,氢键的表示与影响,氢键的定义、表示方法X—H…Y、分子间与分子内氢键及其对性质的影响。,氢键判断与熔沸点、溶解性解释,①定义：氢键是由已经与电负性很大的原子形成共价键的氢原子与另一个电负性很大的原子之间的作用力；②表示方法：X—H…Y，其中X、Y为N、O、F原子，可以相同也可不同；③类型：分为分子间氢键和分子内氢键；④分子间氢键使物质熔沸点升高，故NH3、H2O、HF的沸点反常地高；分子内氢键使熔沸点降低，如邻羟基苯甲醛沸点低于对羟基苯甲醛；⑤与水分子形成分子间氢键可增大物质的溶解性，如NH3、C2H5OH、CH3COOH易溶于水；⑥氢键还能解释水蒸气相对分子质量偏大、HF测定值偏高等缔合现象。,易错：氢键不属于化学键，其强度介于范德华力与化学键之间。,一轮 复习讲义 第03讲 分子结构与性质 化学键（四川专用 教师版）
