chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
516cbdd1d5-012,,原子结构易混易错知识点,MISCONCEPTION_GUIDE,原子结构易混易错知识点,核素与元素、同位素与同素异形体及同分异构体的区分；质量数只适用于核素。,原子结构基本概念的辨析,①由于同位素的存在，核素的种数远大于元素的种类；同一元素各种核素的质子数相同、中子数不同，化学性质几乎完全相同，物理性质差异较大。②原子不一定都有中子，如1H；质子数相同的微粒不一定属于同一种元素，如F与OH−。③同位素之间的转化既不是物理变化也不是化学变化，属于核反应。④三组概念的研究对象不同：同位素是原子，同素异形体是单质，同分异构体是化合物。⑤只有核素才有质量数，质量数可视为核素的近似相对原子质量。⑥HD、HT、DT与2H2、3H2既不是同位素也不是同素异形体，而是同位素形成的不同单质，化学性质几乎相同、物理性质有差异。,质子数相同的微粒不一定是同种元素，需区分原子、离子和原子团。,知识清单 专题02 原子结构与性质（学生版）
a18e148bcb-002,,有关蛋白质的易混易错点,MISCONCEPTION_GUIDE,蛋白质的盐析与变性,盐析是可逆的物理变化，可用于分离提纯；变性不可逆，二者在浓硝酸显色、灼烧检验中要区分。,蛋白质性质与检验的辨析题,①蛋白质由氨基酸缩聚而成，含C、H、O、N、S等元素，水解的最终产物为α-氨基酸。②盐析是可逆的物理变化：向鸡蛋清溶液中加入饱和Na2SO4、NaCl、(NH4)2SO4等溶液，蛋白质析出后加水仍能溶解，常用于分离提纯。③变性不可逆：强酸、强碱、重金属(铜、汞、银、铅、钡等)盐、甲醛溶液、酒精、苯酚及加热都能使蛋白质失去生理活性，不能用于分离提纯。④显色反应：含苯环的蛋白质遇浓硝酸变黄；灼烧时有烧焦羽毛气味，二者均可用于蛋白质的检验。⑤蛋白质含—NH2和—COOH，具有两性，其水溶液形成胶体，有丁达尔效应。,加饱和(NH4)2SO4溶液析出蛋白质属于盐析，加AgNO3溶液则发生变性。,第29讲 糖类 油脂 蛋白质 高分子材料（学生版）
4ba4052b22-001,,铝元素的原子结构和存在,CONCEPT_EXPLANATION,铝元素的原子结构和存在,铝在第三周期ⅢA族，是地壳中含量最多的金属元素，自然界全部以化合态存在且有两性。,铝的性质与存在的基础题,①结构：铝位于元素周期表第三周期ⅢA族，原子结构示意图为+13、2、8、3，最外层3个电子，易失去电子显金属性。②存在：铝是地壳中含量最丰富的金属元素，含量仅次于氧和硅；自然界中的铝全部以化合态存在，如铝土矿。③物理性质：铝是银白色、有金属光泽的固体，硬度较小，具有良好的导电性、导热性和延展性。④化学性质：常温下铝表面生成一层致密氧化物，阻止铝与氧气继续反应；铝能与Cl2反应生成AlCl3；铝既可与酸反应(2Al+6H+===2Al3++3H2↑)，也可与NaOH溶液反应(2Al+2NaOH+6H2O===2Na[Al(OH)4]+3H2↑)。,铝表面致密氧化膜使铝耐腐蚀，但钝化属于化学变化，不能理解为铝不反应。,知识清单 专题03 铝及其重要化合物（教师版）
17a285c08a-001,,一种重要的复盐-明矾,CONCEPT_EXPLANATION,复盐明矾的组成与净水,明矾为KAl(SO4)2·12H2O，属复盐；溶于水后Al3+水解生成Al(OH)3胶体吸附悬浮杂质而净水。,明矾组成、电离与净水原理,①明矾的化学式为KAl(SO4)2·12H2O，属于复盐，由两种金属阳离子(K+、Al3+)和一种酸根离子(SO42−)组成。②明矾在水中完全电离：KAl(SO4)2===K++Al3++2SO42−。③Al3+容易水解生成胶状Al(OH)3：Al3++3H2O⇌Al(OH)3(胶体)+3H+，胶体吸附能力很强，能吸附水中的悬浮杂质并形成沉淀，使水变澄清。④明矾净水只能除去水中的悬浮杂质，不能杀菌消毒，与氯气消毒的原理不同。⑤明矾溶液与Ba(OH)2溶液反应的离子方程式与用量有关，Al3+恰好完全沉淀与SO42−恰好完全沉淀两种情形不同。,明矾净水靠胶体吸附悬浮杂质，不具备杀菌消毒能力，不能与Cl2消毒混淆。,一轮 复习讲义 第16讲 镁、铝及其化合物（学生版）
2b8a636a64-015,,常见的物质分类的几个误区,MISCONCEPTION_GUIDE,物质分类的常见误区,溶液显酸碱性的物质不一定是酸碱；只含一种元素的物质不一定是单质；结晶水合物属于纯净物。,物质组成与类别的判断,①误认为溶液呈酸性的物质一定是酸、显碱性的物质一定是碱：NaHSO4、CuSO4、NH4Cl属于盐但溶液显酸性，Na2CO3、NaHCO3属于盐但溶液显碱性。②由同位素的不同原子构成的单质或化合物是纯净物，如H2与D2、H2O与D2O、由12C与13C构成的石墨。③冰水混合物、结晶水合物(如CuSO4·5H2O)属于纯净物而不是混合物；高分子材料(如聚乙烯)属于混合物而不是纯净物。④只含一种元素的物质不一定是单质，如O2与O3的混合物、金刚石与石墨的混合物；只含一种元素的纯净物才是单质。⑤酸的元数取决于电离出的H+数目，与分子中氢原子总数不一定相同。,判断类别要抓住物质的组成微粒种类，不能由溶液酸碱性或元素种类直接下结论。,知识清单 专题01 物质及其变化（学生版）
12d2586885-023,,电解质的电离的-易错点,MISCONCEPTION_GUIDE,电解质的电离易错点,电解质必须自身电离；电离条件是水溶液或熔融而不是通电；强弱只由电离程度决定。,电解质判断与电离方程式书写,①电解质与非电解质的概念仅针对化合物：单质和混合物既不是电解质也不是非电解质。②电解质指自身电离出离子的化合物：CO2、SO2、NH3的水溶液虽能导电，但离子来自它们与水反应的产物，属于非电解质。③强弱电解质按电离程度划分，不能按溶液导电性强弱或溶解度大小判断：AgCl难溶却是强电解质，醋酸易溶却是弱电解质。④电离的条件是水溶液或熔融状态而不是“通电”，电离过程中只有旧化学键断裂、没有新化学键形成，属于物理变化。⑤弱酸酸式盐分步电离：NaHCO3===Na++HCO3−(用等号)，HCO3−⇌H++CO32−(用可逆号)。,强、弱电解质由内部结构决定的电离程度区分，与其溶解度和溶液导电能力无关。,知识清单 专题02 离子反应（学生版）
095a44dcdd-013,,常见的与量无关的离子反应,CONCEPT_EXPLANATION,与量无关的离子反应,由强酸制弱酸判断产物：CO2通入NaClO、苯酚钠溶液时只生成HCO3−，与用量无关。,离子方程式产物随用量变化的判断,①依据强酸制弱酸：碳酸酸性强于硅酸、次氯酸、苯酚、偏铝酸，弱于盐酸和醋酸，因此CO2通入Na2SiO3、NaClO、NaAlO2等溶液均能反应生成相应弱酸和碳酸(氢)盐。②产物与CO2用量无关的典型反应：CO2通入NaClO溶液只能生成NaHCO3，不能生成Na2CO3，因为酸性H2CO3>HClO>HCO3−；同理苯酚钠溶液中通入少量或过量CO2，产物均为苯酚和NaHCO3。③与用量有关的例子：CO2通入NaAlO2溶液，少量时生成Na2CO3，过量时生成NaHCO3。④CO2通入CaCl2或BaCl2溶液不产生沉淀，因为碳酸酸性弱于盐酸，不符合强酸制弱酸的规律。,产物是否随用量改变，取决于中间产物能否继续与过量的试剂反应。,第04讲 碳、硅及无机非金属材料（举一反三讲义）（学生版）
cdf8a7a9f6-006,,位-构-性-关系的应用,METHOD_MODEL,位构性关系的应用,由最外层电子数和电子层数推位置，再由位置推性质；注意同周期ⅡA与ⅢA族原子序数差值。,元素推断题中的位构性互推,①“位—构—性”关系指原子结构、元素在周期表中的位置和元素的主要性质三者之间的相互推导。②结构与位置的关系：最外层电子数等于主族序数，电子层数等于周期序数。③结构与性质的关系：最外层电子数越少、电子层数越多，越易失电子，金属性越强；最外层电子数越多、电子层数越少，越易得电子，非金属性越强。④由位置推性质：同主族从上到下金属性增强，同周期从左到右非金属性增强。⑤元素推断中常用原子序数差值关系：同周期第ⅡA族与第ⅢA族元素的原子序数之差，第二、三周期为1，第四、五周期为11，第六、七周期为25。,电子层结构相同的离子，核电荷数越大半径越小，不能只按最外层电子数比较。,知识清单 专题01 元素周期表 元素周期律（学生版）
3b3b553aaf-018,,元素的-位-构-性-关系,CONCEPT_EXPLANATION,元素位构性关系理解,位构性三者互推；电负性差大于1.7不一定形成离子键，氢化物水溶液酸性不随非金属性增强。,元素周期律中的位构性推断,①“位—构—性”关系：原子结构、周期表中的位置和元素性质三者可相互推导。②结构与位置：最外层电子数等于主族序数，电子层数等于周期序数。③结构与性质：最外层电子数越少、电子层数越多，越易失电子，金属性越强；反之非金属性越强。④常见易错判断：同周期元素从左到右原子半径逐渐减小，但离子半径不一定逐渐减小；Cl−、S2−、Ca2+、K+的半径依次减小；主族元素电负性越大，第一电离能不一定越大；电负性之差大于1.7的元素不一定形成离子化合物，如H与F的电负性之差为1.9，但HF是共价化合物。⑤气态氢化物越稳定，元素的非金属性越强，但氢化物水溶液的酸性不一定越强。,非金属性越强不等于氢化物水溶液酸性越强，如酸性HCl强于HF。,专题01 元素周期表 元素周期律（高效培优讲义）（教师版）
84c9f9347b-014,,氮及化合物的-十大-误区,MISCONCEPTION_GUIDE,氮及其化合物的十大误区,NO2与N2O4平衡使测得相对分子质量大于46；收集方法、还原产物、钝化与氨的制取干燥均有易错处。,氮及其化合物性质的辨析题,①氮的氧化物都有毒，NO2与N2O4存在2NO2⇌N2O4平衡，故实验测得NO2的平均相对分子质量总是大于46。②验证无色气体为NO：向其中通入O2(或空气)，气体变为红棕色。③收集方法：NO只能用排水法，不能用排空气法；NO2只能用向上排空气法，不能用排水法。④浓、稀硝酸均有强氧化性，浓度越大氧化性越强，还原产物价态越高，一般浓硝酸→NO2、稀硝酸→NO。⑤常温下铁、铝遇浓硝酸的钝化并非不反应，故可用铁桶盛放浓硝酸。⑥制氨时不用(NH4)2CO3、NH4HCO3、NH4NO3等铵盐，碱用Ca(OH)2而不用NaOH、KOH；干燥氨气用碱石灰，不能用浓硫酸或无水CaCl2。,铁、铝遇浓硝酸钝化是化学变化，不代表二者与浓硝酸不反应。,知识清单 专题03 氮及其化合物（学生版）
47e9f5af2f-008,,含量-转化率-投料比图像,METHOD_MODEL,含量转化率与投料比图像,曲线上各点均为平衡点，投料比等于化学计量数之比时生成物含量最大；结合温度与催化剂分析。,化学平衡图像分析题,①含量/转化率—投料比图像：以恒温恒容下mA(g)+nB(g)⇌pC(g)+qD(g)为例，曲线上各点均为不同温度下对应投料比的平衡点；当n(A)∶n(B)等于化学计量数之比时，平衡时生成物C的体积分数最大。②读图步骤：先看清坐标代表的物理量，再抓最高点、最低点和转折点，注意曲线在最高点两侧的变化趋势。③温度—选择性图像：使用不同催化剂时SO2的转化率随温度变化，340℃左右以Fe2O3作催化剂时催化能力较大、转化率较高且反应速率较快；温度太高会使催化剂活性降低。④多变量图像用“定一议二”的方法，先固定一个量再讨论另一个量的影响。,图像最高点对应的投料比等于方程式中各物质的化学计量数之比，不是任意值。,知识清单 专题05 化学反应速率和化学平衡图像（教师版）
7189609516-014,,化工生产中的复杂图像分析,METHOD_MODEL,化工生产中的复杂图像分析,读坐标、抓关键点、化复杂为常规图像，再判断曲线上的点是否已达平衡并考虑催化剂活性。,多曲线化学平衡图像分析题,①解题步骤：看清坐标所代表的意义(反应时间、投料比、催化剂、转化率等)；抓住图像中的关键点(常为最高点、最低点、转折点)并看清曲线的变化趋势；把复杂图像转化为常规图像；最后运用化学平衡知识解答。②判断曲线上的点是否达到平衡：常用曲线的升降趋势或斜率变化来判断，未达到平衡的点不能用平衡移动原理，只有达到平衡以后的点才能应用。③注意催化剂活性受温度影响：催化剂活性在一定温度下最高，低于或高于这个温度都会下降。④不同投料比对产率的影响可用“定一议二”的方法：固定温度或压强讨论投料比，或固定投料比讨论温度，判断反应的吸放热与化学计量数的大小。,未达平衡的点不能套用勒夏特列原理，只有平衡点才能用平衡移动原理解释。,第05讲 化学反应速率与化学平衡图像（举一反三讲义）
d63da64959-031,,共价键及键参数易混易错点,MISCONCEPTION_GUIDE,共价键与键参数易错点,键能决定分子稳定性而非分子间作用力；σ键与π键的对称性、旋转性及P4键角等易误判。,共价键与键参数的辨析题,①分子的稳定性与分子内的化学键有关，与分子间作用力大小无关。②碳碳三键含1个σ键和2个π键，碳碳双键含1个σ键和1个π键，由于σ键键能大于π键键能，碳碳三键、碳碳双键的键能分别小于碳碳单键键能的3倍和2倍。③键长是形成化学键的两个原子之间的核间距，不等于两原子半径之和。④正四面体形的P4键角为60°，不是109°28′。⑤共价键具有方向性，但s-s σ键没有方向性。⑥两个原子之间形成共价键时先形成σ键再形成π键，不能只形成π键。⑦共价键的成键原子可能是金属原子和非金属原子，如AlCl3中存在共价键。⑧σ键为轴对称、可以绕键轴旋转，π键为镜面对称、一定不能绕键轴旋转。,分子的稳定性由分子内化学键的强弱决定，与范德华力、氢键等分子间作用力无关。,知识清单 专题03 化学键 分子结构与性质（学生版）
1d4b3bfdba-009,,含官能团的链状有机物命名,METHOD_MODEL,含官能团的链状有机物命名,选母体、编序号、写名称；主链必须含官能团碳原子，编号使官能团位次最小并注明位置。,含官能团有机物的系统命名,①命名的一般步骤：选母体、编序号、写名称。②选母体时：若官能团中没有碳原子，母体主链必须包含与官能团相连接的碳原子；若官能团含有碳原子，母体主链必须包含官能团上的碳原子。③编序号时让官能团或取代基的位次最小。④烯烃、炔烃的命名要选含碳碳双键(或三键)的碳原子数最多的链为主链，注明双键(或三键)的位置，并从离双键(或三键)最近的一端开始编号，如3，4-二甲基-2-乙基-1-己烯。⑤简单烷基苯以苯环作母体、烷基作取代基；烯基苯和炔基苯相反，把不饱和烃作母体、苯环作取代基。⑥烃的衍生物命名：卤代烃以卤素原子作取代基，醇以羟基为官能团，酚以酚羟基为1号位，醛和羧酸的官能团总在1号位。,主链必须包含官能团碳原子，编号要使官能团位次最小，不能只追求支链最多。,知识清单 专题01 有机化合物的结构特点与研究方法（学生版）
254546a036-019,,酸碱中和滴定-八-个提醒,MISCONCEPTION_GUIDE,酸碱中和滴定八个提醒,滴定管0刻度在上方、精度0.01 mL、必须润洗与排气泡、酸碱试剂分别盛装等八处提醒。,酸碱中和滴定实验操作题,①滴定管的“0”刻度线在上方，尖嘴部分无刻度。②滴定管的精确度为0.01 mL。③滴定管洗涤后要先用待测液或标准液润洗，锥形瓶只用蒸馏水洗、不能润洗。④盛装溶液时液面不一定要在“0”刻度。⑤滴定前必须排出尖嘴中的气泡，酸式、碱式滴定管都要排气泡。⑥由于“0”刻度在上方且下端无刻度，容量为25 mL的滴定管用去10.00 mL液体时，管内剩余液体体积大于15 mL。⑦酸性、强氧化性试剂一般用酸式滴定管盛装，因为酸性和强氧化性物质易腐蚀橡胶管。⑧碱性试剂一般用碱式滴定管盛装，因为碱性物质易腐蚀玻璃致使活塞无法打开。,锥形瓶不能润洗，滴定管必须润洗并排气泡，终点体积为两次读数之差。,知识清单 专题02 水的电离和溶液的酸碱性（学生版）
9a101eff14-001,,醛-酮在有机合成中的应用,METHOD_MODEL,醛酮在有机合成中的应用,醛酮可与HCN加成增长碳链，含α-H的醛发生羟醛缩合生成α，β-不饱和醛，是常用成键反应。,醛酮性质与有机合成增碳反应,①醛的氧化反应：能发生银镜反应(乙醛与银氨溶液水浴加热生成银镜)，也能与新制Cu(OH)2悬浊液反应生成砖红色Cu2O沉淀，两个反应都必须在碱性条件下进行。②醛、酮的还原反应：催化加氢生成相应的醇，故醛酮既能被氧化又能被还原。③醛、酮与含极性键的共价分子加成：与HCN加成得到α-羟基腈，水解后可得α-羟基酸，是增长碳链并引入官能团的常用方法。④羟醛缩合：含α-H的醛在稀碱(10% NaOH)溶液中与另一分子醛作用生成β-羟基醛，加热脱水得α，β-不饱和醛；丙酮与柠檬醛经此反应可合成α-紫罗兰酮和β-紫罗兰酮。⑤甲醛是常温下唯一呈气态的烃的含氧衍生物。,银镜反应与新制Cu(OH)2的反应都必须在碱性条件下进行，酸会破坏两种试剂。,一轮 复习讲义 第58讲 醛、酮、羧酸、酯、酰胺（学生版）
c16f7b5af8-013,,金属材料和金属的冶炼易错点,MISCONCEPTION_GUIDE,金属材料与冶炼易错点,合金是混合物、各成分均为0价、硬度大熔点低；合金形成有条件，冶炼方法与活动性对应。,金属材料与金属冶炼的辨析题,①合金是混合物，其物理性质相比成分金属有所改变(硬度一般较大、熔点一般较低)，但各成分金属的化学性质不变，各成分元素的化合价都为0价；常温下多数合金是固体，但钠钾合金是液体。②并非所有金属都能相互形成合金：若一种金属的熔点高于另一种金属的沸点，二者不能形成合金。③合金中一定含有金属元素，可能含有非金属元素。④金属越不活泼，其相应阳离子的氧化性越强，越容易被冶炼；冶炼活泼金属用电解法，如2Al2O3(熔融)===4Al+3O2↑。⑤用还原法冶炼活泼金属利用化学平衡移动原理：Na+KCl⇌K↑+NaCl，生成的K沸点低、汽化离开体系使反应正向进行。,铝合金硬度大于纯铝而熔点低于纯铝，不能认为合金的各种性质都优于成分金属。,知识清单 专题04 金属材料及金属矿物的开发利用（教师版）
7d5cacfb3f-024,,硫及其重要化合物的知识盲点,MISCONCEPTION_GUIDE,硫及其化合物的知识盲点,SO2表现酸性氧化物、漂白性、还原性或氧化性取决于所用试剂；SO2与钡盐的沉淀问题要辨清。,硫及其化合物性质辨析题,①除去附着在试管内壁上的硫，可用热的NaOH溶液，也可用CS2，但不能用酒精。②SO2使含酚酞的NaOH溶液褪色，表现酸性氧化物的性质；使品红溶液褪色，表现漂白性；使溴水、酸性KMnO4溶液褪色，表现还原性；与H2S反应，表现氧化性。③SO2通入BaCl2溶液没有沉淀生成，但通入NH3或加入NaOH溶液则生成BaSO3沉淀；把BaCl2改成Ba(NO3)2则生成BaSO4沉淀。④C与浓硫酸反应产物的确定流程：无水CuSO4确定水→品红溶液确定SO2→酸性KMnO4溶液除去SO2→品红溶液检验SO2是否除净→澄清石灰水检验CO2。,SO2使溴水褪色体现的是还原性而不是漂白性，与使品红褪色的原理不同。,知识清单 专题02 硫及其化合物（教师版）
8cf031c9fe-011,,碳-硅及其化合物的知识盲点,MISCONCEPTION_GUIDE,碳硅及其化合物知识盲点,硅无游离态、粗硅制备用过量C产物为CO、SiO2不与水反应却能腐蚀玻璃等易忽略之点。,碳硅及其化合物性质辨析,①自然界中无游离态的硅，硅是良好半导体材料、可制光电池；SiO2不导电，用于制作光导纤维。②工业制备粗硅用过量的C与SiO2高温反应，因C过量生成的是CO而不是CO2，必须隔绝空气进行。③氢氟酸不能用玻璃容器盛放；NaOH溶液能用玻璃试剂瓶，但不能用玻璃塞。④酸性氧化物一般能与水反应生成酸，但SiO2不溶于水；一般不与酸作用，但SiO2能与HF反应。⑤常见可溶性硅酸盐是硅酸钠，其水溶液称水玻璃，但它属于盐溶液。⑥H2CO3酸性强于H2SiO3，故Na2SiO3+CO2+H2O===H2SiO3↓+Na2CO3能发生；高温下Na2CO3+SiO2===Na2SiO3+CO2↑靠气体逸出推动。,不能依据高温下SiO2与Na2CO3反应判断H2SiO3酸性强于H2CO3，该反应靠气体逸出推动。,知识清单 专题04 碳、硅及无机非金属材料（学生版）
