chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
71f609071a-012,,逐差法-的实际应用及小技巧,METHOD_MODEL,逐差法的应用与小技巧,由匀变速直线运动的位移差规律求加速度，按纸带段数分偶数段、超过6段与奇数段三种情形处理数据。,处理纸带数据求加速度、选择与舍去数据段。,①原理：由匀变速直线运动规律可得相邻相等时间内的位移差相等，即Δx＝aT²，据此把纸带分段求出各段对应的加速度，再取平均值作为测量结果。②偶数段且小于6段：可直接把n段平均分成前后两大段，加速度表达式中分子为后段各项之和减去前段各项之和，分母为总段数除以2的平方与时间间隔平方的乘积；纸带为6段时常用x4＋x5＋x6－x1－x2－x3＝9aT²。③偶数段但大于6段：只选用前6段，因为纸带太长时实际所打的点已成弧形，纸带不再做直线运动，再用这些数据会造成很大误差。④奇数段：应去除某一段使其变成偶数段，通常去除第一段，因为第一段距离较小、测量误差较大。⑤目的：让所有数据都参与运算，减小偶然误差。,分段必须以相邻相等时间间隔为前提；奇数段或段数过多时必须先舍去不合适的一段或多余段再逐差，不能直接套用公式。,一轮 专题19 实验相关基础知识 知识清单（学生版）02 逐差法的理解与应用
93f3e60581-012,,气体分子运动的特点,CONCEPT_EXPLANATION,气体分子运动的特点,气体分子运动具有无序性和自由性，速率分布呈“中间多、两头少”的规律；温度升高时分子的平均速率增大。,解释气体压强、扩散与分子速率分布图像问题。,①速率分布图像：气体分子速率呈“中间多、两头少”的规律分布；温度越高分子热运动越剧烈，某一分子在某一时刻的速率不一定增加，但大量分子的平均速率一定增加。②无序性：分子之间频繁碰撞，使每个分子的速度大小和方向频繁改变，分子的运动杂乱无章，某一时刻向着各个方向运动的气体分子数目几乎相等。③自由性：气体分子间距离较大，分子间相互作用力十分微弱，可认为除碰撞外不存在相互作用力，分子在两次碰撞之间做匀速直线运动，因而气体会充满它能到达的整个空间。④规律性：温度升高时速率大的分子数增多、速率小的分子数减少，分子的平均速率增大；反之平均速率减小。,温度升高时不是每个分子的速率都增大，而是分子的平均速率增大、速率分布曲线向大速率方向移动。,二轮 清单03 热学、光学和近代物理学 知识·方法·能力清单（原卷版）1 分子动理论
2422726855-012,,核心思想-运动分解,METHOD_MODEL,运动分解的核心思想,按运动产生的实际效果选择分解方向而不是机械正交分解，沿绳（杆）方向的分速度改变速度大小，垂直方向的分速度改变速度方向。,处理关联速度、连接体与圆周运动临界问题。,①分解依据：按运动产生的实际效果分解，而不是机械地正交分解。②典型情形：把速度分解为沿绳（杆）方向与垂直绳（杆）方向的两个分速度。③两个分量各司其职：沿绳（杆）方向的分速度改变速度大小（提供拉力或支撑），垂直绳（杆）方向的分速度改变速度方向（使物体绕固定点转动）。④应用示例：斜面问题常分解为沿斜面和垂直斜面方向，使牛顿定律更易应用。⑤价值：掌握该思想能快速解决连接体、圆周运动临界等问题，提高解题效率。,分解方向必须由运动产生的实际效果决定，机械地沿水平、竖直方向分解会把问题复杂化；两个分速度的作用不同，不能互换。,一轮 专题04 曲线运动 知识清单（学生版）03 平抛运动与曲面的结合分析
14007d0207-014,,核心思想-运动分解-x1,METHOD_MODEL,关联速度中运动分解的核心思想,关联速度的核心思想是沿绳（杆）方向的速度分量大小相等，把实际速度分解到沿约束方向与垂直约束方向即可建立约束方程。,绳（杆）连接体、斜牵引类关联速度问题。,①核心思想：关联速度问题中，沿绳（或杆）方向的速度分量大小相等。②处理方法：把物体的实际速度（合速度）分解为沿绳（杆）方向与垂直绳（杆）方向的两个分速度，用沿绳方向两个分量相等建立约束方程。③典型情景：绕过定滑轮的轻绳两端物体，绳不可伸长，故一端实际速度沿绳方向的分量等于另一端沿绳方向的分速度，而垂直绳方向的分量只改变速度方向。④解题步骤：先确定物体的实际速度，再分解到沿约束方向和垂直约束方向，最后结合运动学或动力学规律求解。⑤同一模型也可换成杆连接、斜牵引等情景，思想不变。,只能分解物体的实际速度（合速度），不能把分速度再当作合速度继续分解；约束方程来自沿绳（杆）方向分速度相等，而不是两物体速度直接相等。,一轮 专题04 曲线运动 知识清单（教师版）01 关联速度的分析——运动分解的核心思想
14007d0207-002,,运动分解-核心思想,CONCEPT_EXPLANATION,运动的合成与分解,物体实际发生的运动是合运动，参与的几个运动是分运动，合成与分解遵循平行四边形法则，分运动具有等时性、等效性、同体性与独立性。,判断合运动性质、处理渡河与关联速度问题。,①基本概念：如果物体同时参与了几个运动，那么物体实际发生的运动就是合运动，参与的几个运动就是分运动。②合成与分解法则：平行四边形法则，位移、速度、加速度等矢量都按此法则合成与分解。③四个关系：等时性（合运动与分运动经历的时间相同）、等效性（分运动的效果叠加与合运动效果相同）、同体性（是同一物体的运动）、独立性（各分运动之间互不影响）。④性质判断：两个互成角度的直线运动合成时，看合初速度方向与合加速度方向是否共线，共线时做直线运动，不共线时做曲线运动。⑤方法价值：把复杂的曲线运动分解为两个直线运动，再用直线运动规律求解。,合运动才是物体的实际运动，分运动是为分析而设的；判断合运动性质的关键是合初速度与合加速度是否共线，而不是分运动的个数。,一轮 专题04 曲线运动 知识清单（教师版）01 曲线运动的基本概念与处理思想 二、运动的合成与分解
1dee33075b-039,,圆周运动中的脱轨问题,METHOD_MODEL,圆周运动中的脱轨问题,小球沿圆轨道上升而不脱轨有两种情形：最高位置不超过圆心高度，或能完成完整圆周运动顺利通过最高点。,判断圆轨道上小球是否脱轨、求初速度取值范围。,①情形一：小球运动的最高位置高度不超过轨道圆心高度，到达最高点后返回，不会脱离轨道；由动能定理得0＜h≤R，可得0＜v0≤√(2gR)。②情形二：小球做完整的圆周运动，能通过最高点；在最高点由牛顿第二定律有F_N＋mg＝mv²/R，恰好通过时F_N＝0，对应最小速度v＝√(gR)。③处理思路：先用动能定理建立初、末状态速度与高度的关系，再用最高点临界条件F_N≥0判断，或对圆轨道上某位置分析支持力是否为零来判断脱离点。④解题要点：把“不脱轨”翻译成上述两种情形之一，再分别求初速度的取值范围。,不脱轨不等于能通过最高点：最高点不超过圆心高度与恰好通过最高点是两种不同临界，初速度范围不同；轨道内侧（绳模型）过最高点的临界条件是F_N＝0，不是速度为零。,一轮 讲解册PPT 04 曲线运动 slide e45
14007d0207-015,,按运动独立性建立坐标系,METHOD_MODEL,按运动独立性建立坐标系,沿初速度方向分解为匀速直线运动，沿重力方向分解为匀变速直线运动，用两个直线运动的规律合成曲线运动。,平抛、斜抛等抛体运动的分解与计算。,①按实际作用效果分解：把速度分解为沿绳（杆）方向与垂直绳（杆）方向的分量，前者改变速度大小，后者改变速度方向；核心原则是根据运动产生的实际效果选择分解方向，而非机械正交分解。②按运动独立性建立坐标系：沿初速度方向分解为匀速直线运动（该方向速度不变）；沿重力方向分解为匀变速直线运动（该方向加速度恒为g）；平抛运动即水平方向匀速、竖直方向自由落体。③优势：利用两个直线运动的规律合成复杂的曲线运动，把二维问题化为两个一维问题，简化计算。④使用要点：坐标系按运动独立性选取，使每个方向的运动形式尽量简单，两个方向通过时间相互关联。,坐标系要按运动的独立性选取而不是固定取水平与竖直方向；两方向的分运动通过时间关联，不能用速度的矢量合成代替运动规律的合成。,一轮 专题04 曲线运动 知识清单（教师版）03 平抛运动与曲面的结合分析 运动的特殊分解
ace83192b8-014,,平抛运动与曲面的结合分析,METHOD_MODEL,平抛与斜面、曲面的结合,平抛与斜面（曲面）的综合问题最终转化为对位移方向、速度方向的分析，以及对位移和速度的分解与计算。,平抛落到斜面或圆弧面上的位移与速度求解。,①多题归一：大多数平抛运动与斜面（曲面）的综合问题，最终可转化为对平抛物体位移方向、速度方向的分析，以及对位移、速度的分解和计算，从而解决问题。②已知速度方向：垂直落在斜面上时速度与斜面垂直，分解速度并按几何关系列式求解。③已知位移方向：落在斜面上时位移沿斜面方向，由位移偏向角关系建立方程。④进入圆弧形轨道：无碰撞地进入圆弧形轨道时速度方向沿轨道切线方向，据此先确定速度方向再分解。⑤方法要点：先分清题目给出的是位移方向还是速度方向，再决定分解位移还是分解速度。,平抛的速度偏向角与位移偏向角不相等（tanθv＝2tanθx，θx为位移与水平方向的夹角）；不先判明已知的是位移方向还是速度方向，容易用错关系式。,一轮 专题1 力与运动 第3讲 抛体运动 课件 slide e21
0a006a4564-017,,类比-创新-极限等物理思维考查,METHOD_MODEL,类比、创新与极限思维,通过类比迁移经典模型、用极限思想挖掘临界条件并结合实际情境创新建模，是圆周运动命题的核心方向。,圆周运动临界问题与创新情境题的建模分析。,①命题核心：通过类比迁移经典模型，突破静态圆周运动的局限；利用极限思想挖掘临界条件，结合实际问题进行创新建模。②解题关键之一：识别类比原型，如把绳的拉力类比为引力，把熟悉模型的结论迁移到新情境。③解题关键之二：锁定变量边界，如最小速度vmin、最大角速度ωmax等临界值，用极限思想确定取值范围。④解题关键之三：构建动态方程，如变质量系统中用Fn＝d(mv)/dt等形式列出向心力关系。⑤总体思路：把陌生情境转化为熟悉的圆周运动模型，再用临界条件求解，实现创新建模。,类比迁移的前提是两个模型在受力与运动性质上真正等价，不能只凭形式相似照搬结论；极限分析要能对应到真实的临界状态，不能停留在数学外推上。,一轮 专题05 圆周运动 知识清单（教师版）02 类比、创新、极限等物理思维考查
14007d0207-004,,核心处理思想-运动的合成与分解,METHOD_MODEL,关联速度模型的核心处理思想,关联体之间由绳（杆）或接触形成运动约束，核心处理思想是运动的合成与分解加约束条件，沿约束方向的分速度相等。,绳（杆）连接体与接触类关联速度问题。,①关联体：两个或多个通过不可伸长的绳（杆）或直接接触等方式连接在一起的物体；其关键特征是存在运动约束关系（如绳长不变、接触点速度协调），使它们的运动相互关联、相互制约。②核心处理思想：运动的合成与分解＋约束条件。③分解依据：把物体的实际运动（合运动）分解为两个分运动——沿约束方向（沿绳、杆方向或接触面法线方向）的分运动体现约束，绳不可伸长则沿绳速度分量相等，接触面无相对法向运动则法向速度分量相等；垂直约束方向的分运动通常是允许相对运动的方向。④常见模型：绳拉船、绳吊物、杆连接体等，先分解实际速度再列约束方程，最后结合运动学、动力学或能量规律求解。,约束方程来自沿绳（杆）方向的分速度相等，不是两物体速度直接相等；分解对象只能是实际速度，忽略约束条件直接列速度关系是最常见的错误。,一轮 专题04 曲线运动 知识清单（教师版）01 曲线运动的基本概念与处理思想 四、关联速度模型
69ce327dcf-023,,微粒类问题分析步骤,METHOD_MODEL,微粒类问题的分析步骤,把电子流、光子流、尘埃等视为微粒，建立柱体模型取微元，先对单个粒子用动量定理再乘以粒子数求解。,求解粒子流、流体与物体相互作用的作用力。,①研究对象：通常把电子流、光子流、尘埃等广义地视为“微粒”，它们的质量具有独立性，题目通常给出单位体积内的粒子数n。②第一步：建立“柱体”模型，沿运动的方向选取一段微元，柱体的横截面积为S。③第二步：作微元研究，作用时间Δt内一段柱形流体的长度为Δl＝v0Δt，对应的体积为ΔV＝Sv0Δt，则微元内的粒子数N＝nv0SΔt（n代表单位体积内的粒子数）。④第三步：先应用动量定理研究单个粒子并建立方程，再乘以N得到所选取柱形微元整体的动量定理表达式，进而求出粒子流与物体相互作用时的作用力大小。⑤注意：粒子作用后被吸收（Δv＝－v）与被反弹（Δv＝－2v）的速度变化不同，所得作用力也不同。,必须建柱体模型取微元再乘粒子数，不能对整股粒子流直接套用动量定理；粒子被吸收与反弹两种情况下Δv的大小不同（反弹时是吸收时的2倍）。,一轮 专题08 动量 知识清单（教师版）微粒类问题分析步骤
c9f8cb4c96-003,,几个基本概念的理解,CONCEPT_EXPLANATION,光电效应中的几个基本概念,区分光子与光电子、光电子动能与最大初动能、光电流与饱和光电流，以及入射光强度与光子能量。,辨析光电效应概念、分析光电流与入射光强度的关系。,①光子与光电子：光子指光在空间传播时的每一份能量，光子不带电；光电子是金属表面受到光照射时发射出来的电子，其本质是电子。②光电子的动能与最大初动能：只有金属表面的电子飞出时克服原子核的引力做功，才具有最大初动能。③光电流与饱和光电流：金属板飞出的光电子到达阳极，回路中便产生光电流；随着所加正向电压的增大光电流趋于一个饱和值，这个饱和值叫饱和光电流，在一定的光照条件下它与所加电压大小无关。④入射光强度与光子能量：入射光强度指单位时间内照射到金属表面单位面积上的能量，与每个光子的能量是不同的概念。⑤理解要点：光强决定单位时间内的光子数，从而决定光电流大小；能否发生光电效应则由光子能量即频率决定。,光子不带电而光电子是电子，两者不能混用；增大入射光强度只增加单位时间内的光子数（影响光电流大小），不改变光子能量，也不改变光电子的最大初动能。,一轮 专题18 近代物理 知识清单（教师版）三、光电效应 几个基本概念的理解
69ce327dcf-009,,碰撞中的-时间极短-的含义,CONCEPT_EXPLANATION,碰撞中“时间极短”的含义,“时间极短”是碰撞问题的隐含条件，指某些物理量在极短时间内变化可忽略，从而作近似处理。,判断动量守恒是否成立、处理碰撞与爆炸类过程。,①含义：“时间极短”是一种特定的物理语言，是碰撞问题中的一个隐含条件，正确理解和利用这个隐含条件往往是解决问题的关键。②本质：由于某些物理量在极短时间内的变化可以忽略，因此“时间极短”时可近似处理一些问题。③典型近似：碰撞过程中系统内力远大于外力，外力的冲量可忽略，可认为系统动量守恒；碰撞时间内物体的位移可忽略，碰撞前后两物体可视为仍在同一位置，而速度在该瞬间发生突变。④应用：常用于处理碰撞、爆炸、绳突然绷紧等过程，也用于把多过程问题分解为几个子过程，对每个子过程选择合适的物理规律求解。⑤价值：识别这一隐含条件，才能正确判断能否使用动量守恒定律。,“时间极短”是近似条件而不是精确描述，它允许忽略外力的冲量，但不能忽略内力的作用；判断动量守恒时仍要先确认外力冲量是否可忽略。,一轮 专题08 动量 知识清单（教师版）02 动量守恒定律及其应用
69ce327dcf-004,,关于i-δp-p2-p1的几点说明,CONCEPT_EXPLANATION,关于I＝Δp＝p2－p1的说明,合外力的冲量I是原因、动量变化量Δp是结果，二者大小方向相同；I与初、末动量的大小方向无必然联系。,理解动量定理的因果关系与矢量性。,①表达式：I＝p2－p1或Ft＝mv2－mv1；表达式是矢量式，等号包含大小相等、方向相同两方面的意思；公式中的F是物体所受的合外力，若合外力是变力，则F应是合外力在作用时间内的平均值。②说明一：合外力的冲量I是原因，动量的变化量Δp是结果。③说明二：物体动量变化量Δp的大小和方向与合外力的冲量I的大小和方向均相同。④说明三：合外力的冲量I与初动量p1、末动量p2的大小和方向均无必然联系。⑤理解要点：解题时可先求合外力的冲量再求动量变化，也可由动量变化反求冲量，但因果关系不能颠倒；公式中各量都是矢量，必须先规定正方向。,冲量与动量变化是因果关系，不能颠倒；合外力的冲量与初、末动量的大小方向没有必然联系，不能由动量大小直接判断冲量大小。,一轮 专题08 动量 知识清单（教师版）01 动量和动量定理 四、动量定理
5969dc8eeb-036,,表达式-i-p2-p1或ft-mv2-mv1,CONCEPT_EXPLANATION,动量定理的表达式,合外力的冲量等于动量的变化量，即I＝p2－p1或Ft＝mv2－mv1；表达式为矢量式，含大小相等与方向相同两重含义。,用动量定理求冲量、平均作用力与速度变化。,①动量的变化量：指物体在某段时间内末动量与初动量的矢量差，是矢量，方向与速度改变量Δv相同；表达式Δp＝p2－p1为矢量式，运算遵循平行四边形定则。②动量变化量的计算：物体做直线运动时先选定正方向，与正方向相同的动量取正、反之取负，由Δp的正负判断其方向；当初、末状态动量不在一条直线上时，按平行四边形定则求Δp的大小和方向。③动量定理：物体在一个过程中所受合外力的冲量等于该物体在这个过程中动量的变化量；其中“合外力的冲量”指各外力合力的冲量，或各外力冲量的矢量和。④表达式：I＝p2－p1或Ft＝mv2－mv1，为矢量式，等号包含大小相等、方向相同两方面。⑤应用：可求变力的平均作用力与作用时间。,动量定理表达式是矢量式，必须先规定正方向并代入正负号；Δp的方向由速度改变量Δv决定，而不是由末动量或初动量的方向决定。,二轮 清单01 力学（知识·方法·能力清单）（原卷版）四、动量定理
c9f8cb4c96-020,,常用公式-n-n-m-m,CONCEPT_EXPLANATION,半衰期的定义与常用公式,半衰期是放射性元素半数原子核发生衰变所需的时间，剩余原子数、质量按指数规律随衰变时间递减。,计算经若干半衰期后剩余的原子数与质量。,①定义：放射性元素的原子核有半数发生衰变所需的时间叫半衰期。②常用公式：n＝N(1/2)^(t/T)，m＝M(1/2)^(t/T)；式中N、M表示衰变前放射性元素的原子数和质量，n、m表示尚未发生衰变的放射性元素的原子数和质量，t表示衰变时间，T表示半衰期。③公式理解：每经过一个半衰期，尚未衰变的原子数（质量）就减为原来的一半，故剩余量按指数规律递减；可由衰变时间求剩余量，也可由剩余比例求经历的时间。④注意：半衰期是大量原子核衰变时的统计规律，对个别或少量原子核无半衰期可言。⑤使用要点：公式中N、M与n、m的对应关系要清楚，不能把已衰变的量当作剩余量代入。,半衰期是统计规律，对少量或单个原子核不适用；公式中的分母是半衰期T，时间t与T必须用同一单位，且不能把已衰变的质量当作剩余质量。,一轮 专题18 近代物理 知识清单（教师版）01 半衰期的理解、计算和应用
c9f8cb4c96-021,,意义-表示放射性元素衰变的快慢,CONCEPT_EXPLANATION,半衰期的意义、特征与用途,半衰期表示放射性元素衰变的快慢，由核内部因素决定，是统计规律，可用于估测岩石、化石与文物的年代。,理解半衰期的物理意义、适用条件与用途。,①意义：半衰期表示放射性元素衰变的快慢。②规律的特征：放射性元素的半衰期是稳定的，由元素的原子核内部因素决定，跟原子所处的物理状态（如压强、温度）或化学状态（如单质、化合物）无关。③适用条件：半衰期是一个统计概念，是对大量原子核衰变规律的总结。④规律的用途：利用天然放射性元素的半衰期可以估测岩石、化石和文物的年代。⑤使用注意：半衰期公式只对大量原子核适用，对少数原子核不适用；使用时要明确公式中m、M与n、N的含义及二者关系，每衰变一个原子核就产生一个新核。,半衰期由核内部因素决定，升高温度、增大压强或改变化学状态都不能改变它；它是统计规律，不能用它预测单个原子核何时衰变。,一轮 专题18 近代物理 知识清单（教师版）01 半衰期的理解、计算和应用
