chunk_id,midx,node_slug,type,title,summary,applicability,content,boundary,note
15ef287ec2-001,,指数幂运算的一般原则,METHOD_MODEL,指数幂运算的一般原则与顺序,先化根式为分数指数幂，再用同底数幂的运算性质化简；底数不确定时需讨论符号。,化简含根式与分数指数幂的式子。,①根式先行：若x^n=a（n>1且n∈N*）则x叫做a的n次方根；式子称为根式，n为根指数、a为被开方数；n为奇数时开方与乘方互逆，n为偶数时开方结果为|a|。②统一形式：把根式化为分数指数幂，正数的正分数指数幂定义为a^(m/n)=n次根号下a^m，负分数指数幂取其倒数，0的正分数指数幂为0、0的负分数指数幂无意义。③运算性质：a^r·a^s=a^(r+s)、(a^r)^s=a^(rs)、(ab)^r=a^r·b^r，均要求a>0、b>0。④优先把底数化为同底数或最简幂，再合并化简。,偶次方根开方结果带绝对值；负数的分数指数幂一般不成立，不能套用性质。,2026大一轮精准复习 第二章 2.7 指数运算与对数运算 知识梳理1至3
e9db4eedea-001,,对数运算中的几个运算技巧,METHOD_MODEL,对数运算的三个常用技巧,把底数或真数化为最简幂；化同底后逆用法则；底数不同时用指对互化或换底公式统一。,化简求值含积商幂与不同底数的对数式。,①技巧一：先利用幂的运算把底数或真数化为分数指数幂形式，使幂的底数最简，再用对数运算法则化简合并。②技巧二：把对数式化为同底数对数的和、差、倍数运算，再逆用运算法则转化为同底对数真数的积、商、幂运算，常用性质有log_a(MN)=log_aM+log_aN、log_a(M/N)=log_aM-log_aN、log_aM^n=n·log_aM。③技巧三：指数式与对数式互化（a^b=N等价于b=log_aN，a>0且a≠1、N>0）是处理指对综合问题的有效方法；底数不同时用换底公式log_a b=log_c b/log_c a统一底数。,真数必须大于零；换底时新底数也要满足大于零且不等于1。,2026一轮复习举一反三 专题2.5 对数与对数函数 知识点1 对数运算的解题策略
2ce4290019-001,,幂函数的图象与性质,CONCEPT_EXPLANATION,幂函数图象与性质及易错点,y=x^α的图象必过第一象限且不过第四象限；α>0过(0，0)与(1，1)递增，α<0过(1，1)递减。,识别幂函数图象、比较大小、判断定义域。,①定义与图象：一般地y=x^α（x为自变量、α为常数）叫做幂函数，常见五种幂函数的图象要先掌握。②性质：幂函数在(0，+∞)上都有定义；α>0时图象过点(1，1)与(0，0)，在(0，+∞)上单调递增；α<0时图象过点(1，1)，在(0，+∞)上单调递减。③微点提醒：α的取值影响幂函数的定义域、图象及性质；幂函数的图象一定出现在第一象限，一定不会出现在第四象限。④应用：比较幂值大小时先看指数正负与底数与1的大小关系，再借助单调性判断。,不要凭一条性质判断整条图象；定义域随α变化，写单调区间前先定定义域。,2026学霸培优 第二章 2.5 二次函数与幂函数 知识梳理1及名师点拨
0e56aad79f-024,,指数,CONCEPT_EXPLANATION,指数与指数幂的意义及运算,n次方根与根式是基础，分数指数幂由根式定义，实数指数幂满足三条运算性质。,根式与分数指数幂互化、指数式化简求值。,①根式：式子叫做根式，n为根指数、a为被开方数；负数没有偶次方根，0的任何次方根都是0；n为奇数时开方等于本身，n为偶数时开方结果为|a|。②分数指数幂：正数的正分数指数幂定义为a^(m/n)=n次根号下a^m，负分数指数幂定义为倒数形式；0的正分数指数幂等于0，0的负分数指数幂没有意义。③运算性质：a^r·a^s=a^(r+s)、(a^r)^s=a^(rs)、(ab)^r=a^r·b^r（a>0、b>0）。④指数式与对数式可以互化，是后续运算的基础。,根指数为偶数时开方结果必须带绝对值；底数为负时不能随意使用分数指数幂性质。,2026考点精讲精练 基础知识背记14 指数与指数函数 知识点1至3
0e56aad79f-025,,对数,CONCEPT_EXPLANATION,对数的概念与运算性质,b=log_aN与a^b=N等价；对数有基本性质与三条运算性质，换底公式用于统一底数。,对数式与指数式互化、对数化简求值与解对数不等式。,①定义：如果a^b=N（a>0且a≠1），那么b叫做以a为底N的对数，记作b=log_aN，a为底数、N为真数；真数必须大于零。②两个重要对数：以10为底的是常用对数，以e为底的是自然对数。③基本性质：log_a1=0、log_aa=1、a^(log_aN)=N。④运算性质：log_a(MN)=log_aM+log_aN、log_a(M/N)=log_aM-log_aN、log_aM^n=n·log_aM。⑤换底公式：log_a b=log_c b/log_c a，并有倒数式与推广形式。,真数必须大于零是最易被忽略的前提；底数还要满足大于零且不等于1。,2026考点精讲精练 基础知识背记15 对数与对数函数 知识点1至5
5a3a3c8e9e-003,,正弦函数,CONCEPT_EXPLANATION,正弦函数的图象与性质,定义域R、值域[-1，1]、最小正周期2π；奇函数，关于原点对称，对称轴x=π/2+kπ。,求正弦型函数的周期、值域、单调区间与对称性。,①定义域与值域：定义域为全体实数；值域为[-1，1]，当x=π/2+2kπ（k∈Z）时取最大值1，当x=-π/2+2kπ时取最小值-1。②周期性：最小正周期为2π，即sin(x+2π)=sin x。③奇偶性：是奇函数，满足sin(-x)=-sin x，图象关于原点对称。④单调性：在每个周期内增区间为[-π/2+2kπ，π/2+2kπ]，减区间为[π/2+2kπ，3π/2+2kπ]（k∈Z）。⑤对称性：对称中心为(kπ，0)，对称轴为x=π/2+kπ（k∈Z）。,对称中心是图象上的点而对称轴处取最值；写单调区间必须加k∈Z。,2026高三一轮复习备考题型归纳讲义 第19讲 三角函数的图像与性质 知识梳理
5a3a3c8e9e-004,,余弦函数,CONCEPT_EXPLANATION,余弦函数的图象与性质,定义域R、值域[-1，1]、最小正周期2π；偶函数，图象关于y轴对称，对称中心为(π/2+kπ，0)。,求余弦型函数的周期、值域、单调区间与对称性。,①定义域与值域：定义域为全体实数；值域为[-1，1]，当x=2kπ时取最大值1，当x=π+2kπ时取最小值-1（k∈Z）。②周期性：最小正周期为2π，即cos(x+2π)=cos x。③奇偶性：是偶函数，满足cos(-x)=cos x，图象关于y轴对称，y轴是最直观的一条对称轴。④单调性：增区间为[-π+2kπ，2kπ]，减区间为[2kπ，π+2kπ]（k∈Z），在每个周期内函数值由-1增到1或由1减到-1。⑤对称性：对称中心为(π/2+kπ，0)，对称轴为x=kπ（k∈Z）。,余弦函数的对称轴处取最值而对称中心在图象上；余弦的单调区间与正弦不同不要混用。,2026高三一轮复习备考题型归纳讲义 第19讲 三角函数的图像与性质 知识梳理
5a3a3c8e9e-005,,正切函数,CONCEPT_EXPLANATION,正切函数的图象与性质,定义域x≠π/2+kπ，值域为R，最小正周期π；奇函数，只有递增区间而没有递减区间。,求正切型函数的定义域、周期、单调区间与对称中心。,①定义域：x≠π/2+kπ（k∈Z），这些值处函数无定义，对应图象中的渐近线。②值域：全体实数，函数值可无限趋近于正无穷或负无穷。③周期性：最小正周期为π，周期是正弦、余弦函数周期的一半。④奇偶性：是奇函数，满足tan(-x)=-tan x，图象关于原点对称。⑤单调性：在每个定义域区间(-π/2+kπ，π/2+kπ)内都是增函数，没有减区间，不同区间内的图象被渐近线分隔而不连续。⑥对称性：对称中心为(kπ/2，0)，没有对称轴。,正切只有增区间且区间必须开；写单调区间不能跨渐近线合并。,2026高三一轮复习备考题型归纳讲义 第19讲 三角函数的图像与性质 知识梳理
8be27b2911-004,,利用集合间的关系求参数,METHOD_MODEL,由集合关系求参数的方法,先明确集合中的元素，对子集是否为空集分类讨论，再转化为元素或区间端点的关系求解。,已知A⊆B或A=B求参数范围。,①明确元素：先把两个集合化为最简形式，弄清集合中元素的属性与范围。②分类讨论：由集合间关系求参数时，必须优先考虑子集为空集的情形，做到不漏解。③转化条件：把包含关系转化为元素之间或区间端点之间的关系，进而转化为参数满足的不等式或不等式组。④借助图形：常用数轴或Venn图直观表示包含关系，注意端点能否取到等号，含参端点的位置也要分类。⑤检验：求出参数后回代验证是否满足题意。,漏掉空集情形是最主要失分点；端点的开闭必须逐个核对。,2026二轮复习讲练测 专题01 集合与常用逻辑用语 知识2 根据两集合的关系求参数的方法
4faa46f068-008,,解决双变量-存在性-或-任意性-的不等式问题,METHOD_MODEL,恒成立与能成立问题的转化类型,恒成立题转化为最值控制，能成立题转化为存在取到；要区分变量范围是全体还是部分。,含任意、存在的双变量不等式求参数范围。,①恒成立问题：对定义域内所有自变量不等式都成立，等价于把参数控制在该函数的最值一侧，即转化为求函数的最大值或最小值后再比较。②能成立（有解）问题：只要存在自变量满足不等式即可，等价于该函数能在其值域内取到使不等式成立的值，同样归结为最值或值域的端点。③两类问题的区别：恒成立要求整个值域都满足，能成立只要求值域与该不等式的解集有公共部分。④双变量问题中先用量词确定谁任意谁存在，再把其中一个变量看作主元转化为函数最值。,把恒成立与能成立混为一谈、或把“存在”当成“任意”处理会导致答案相反。,2026高考数学命题背景探究 专题07 导数及其应用 恒成立与能成立问题常见类型
43995b893f-003,,忽视-漏-空集致错,MISCONCEPTION_GUIDE,空集的规定与漏空集致错,空集不含任何元素，是任何集合的子集、任何非空集合的真子集；含参子集问题必须先讨论空集。,涉及子集、真子集与含参集合关系时避免漏解。,①定义：不含任何元素的集合称为空集，记作∅。②规定：空集是任何集合的子集，即对任意集合A都有∅⊆A。③结论：空集是任何非空集合的真子集；若A⊆B且B⊆A则A=B。④计数：含n个元素的集合子集数为2^n，真子集数为2^n-1，非空真子集数为2^n-2；空集的子集个数为1，真子集个数为0。⑤易错：已知含参集合是某集合的子集时，若参数使该集合为空集也满足题意，漏掉这一情形就丢解。,含参集合作为子集时必须先单独讨论它为空集的情形。,2026体育单招一轮总复习 1.2 集合间的基本关系 知识点03 空集
f80078ac75-001,,递推数列,CONCEPT_EXPLANATION,数列的递推公式,已知首项或前几项，用前一项或前几项表示后一项的公式叫递推公式，它与通项公式作用不同。,识别递推关系、由递推式求前若干项或通项。,①定义：如果已知数列{a_n}的第1项或前几项，且从第二项或某一项开始的任一项a_n与它的前一项a_(n-1)或前几项之间的关系可以用一个公式表示，那么这个公式叫做数列的递推公式。②作用：递推公式给出数列中相邻若干项之间的关系，逐次代入可以求出数列的任意一项。③与通项公式的异同：通项公式直接由序号n求项，递推公式必须借助前面的项；二者都能确定数列，但已知递推关系还需给出初始项。④常见类型：线性递推、分式递推与含前n项和的递推，通常需构造等差或等比数列求通项。,只有递推公式而没有首项无法确定数列；由递推求通项时要验证首项是否符合。,2026高考数学一轮复习知识清单 专题02 数列通项及数列求和 01 数列的递推公式
0e56aad79f-034,,数列的有关概念,CONCEPT_EXPLANATION,数列的概念与通项公式,按一定次序排成的一列数叫数列；第n项与序号n的关系式叫通项公式，数列可看作定义域为正整数集的函数。,求通项公式、判断数列单调性与最大最小项。,①概念：按照一定次序排成的一列数叫做数列，其中的每一个数叫做这个数列的项，依次称为第1项（首项）、第2项等，项的个数称为项数。②通项公式：如果数列第n项a_n与序号n之间的关系可以用一个关于n的式子表示，这个公式叫做通项公式，一般把数列简记为{a_n}。③表示与分类：可用通项公式、递推公式或图象表示；项数有限的是有穷数列，无限的是无穷数列。④单调性：从第2项起每一项都大于前一项的是递增数列，都小于的是递减数列，都相等的是常数列。⑤最大最小项：可构造函数用单调性求解，也可通过比较相邻项的大小确定。,数列的项是数而序号是正整数；通项公式中的n取正整数而非任意实数。,2026考点精讲精练 基础知识背记22 数列的概念及其表示 知识点1至5
0e56aad79f-036,,等差数列的有关概念,CONCEPT_EXPLANATION,等差数列的定义与基本量,从第2项起每一项与前一项的差都等于同一个常数d，则称等差数列，d为公差，通项与一次函数相关。,判断等差数列、求公差与通项、判断单调性。,①定义：一般地，如果数列从第2项起，每一项与它的前一项的差都等于同一个常数d，即a_n-a_(n-1)=d恒成立，则称该数列为等差数列，d称为公差。②中项：若a、A、b成等差数列，则A是a与b的等差中项，满足2A=a+b，即等差中项等于另两项的算术平均数。③下标性质：若m+n=p+q则a_m+a_n=a_p+a_q。④与函数关系：通项可化为a_n=dn+(a_1-d)的形式，d≠0时是n的一次函数；前n项和可化为关于n的二次函数形式。⑤单调性：d>0递增，d<0递减，d=0为常数列。,公差是相邻两项之差；由通项判断单调性要看d的符号而不是项的正负。,2026考点精讲精练 基础知识背记23 等差数列及其前n项和 知识点1至7
0e56aad79f-038,,等比数列的有关概念,CONCEPT_EXPLANATION,等比数列的定义与基本量,从第2项起每一项与前一项的比都等于同一个常数q（q≠0），则称等比数列，q为公比。,判断等比数列、求公比与通项、处理下标性质。,①定义：一般地，如果数列从第2项起，每一项与它的前一项的比都等于同一个常数q，即a_n/a_(n-1)=q恒成立，则称该数列为等比数列，q称为公比（q≠0）。②通项：首项为a_1、公比为q时通项公式为a_n=a_1·q^(n-1)，也可写成推广形式。③等比中项：若G是a与b的等比中项，则G²=ab即G=±√(ab)，要求a、b同号且均不为零。④下标性质：若m+n=p+q则a_m·a_n=a_p·a_q。⑤与指数函数的关系：等比数列的通项可看作指数型函数在正整数处的取值。,公比q不能为零；求通项或前n项和时若q可能为1需单独讨论。,2026考点精讲精练 基础知识背记24 等比数列及其前n项和 知识点1至5
b1676e0a27-004,,混淆数列与函数致错,MISCONCEPTION_GUIDE,等差数列与一次函数、二次函数的联系,通项可化为关于n的一次函数，前n项和可化为关于n的二次函数，但数列定义域只取正整数。,用函数观点判断数列单调性与最值。,①通项与一次函数：等差数列通项可化为a_n=dn+(a_1-d)的形式，当d≠0时它是关于n的一次函数；d>0时数列递增，d<0时数列递减。②前n项和与二次函数：前n项和公式可变形为关于n的二次函数形式（无常数项），d≠0时其图象是抛物线上一串孤立点。③联系与区别：把序号n换成实数x可以借助函数性质研究数列，但数列的定义域是正整数集，图象是孤立的点而不是连续曲线。④致错点：直接用连续函数的对称轴、最值点作为数列的最大项或最小项，忽略取整数这一限制。,用函数性质研究数列时必须回到n为正整数取值，最值项要比较相邻两项。,2026一轮复习讲义 第02讲 等差数列及其前n项和 知识点4 等差数列与函数的关系
b6fbcfd043-004,,对等比数列-中项-理解错误致错,MISCONCEPTION_GUIDE,等比中项的定义与存在条件,a与b同号且均不为零时才存在等比中项，且有两个且互为相反数；异号时没有等比中项。,判断等比中项的存在性、求中项与处理三数成等比问题。,①定义：如果在a与b中间插入一个数G，使a、G、b成等比数列，那么G叫做a与b的等比中项，满足G²=ab。②存在条件：当a与b同号时，a与b的等比中项有两个，即G=±√(ab)，且互为相反数；当a与b异号时，a与b没有等比中项；a、b中有一个为零时也不存在等比中项。③与等差中项的区别：任意两数都存在唯一的等差中项，而等比中项不是任意两数都有，且存在时有两个。④数列中的中项：在等比数列中，从第2项起每一项（有穷数列的末项除外）都是它前一项与后一项的等比中项。⑤致错点：漏掉符号为负的那个中项，或忽略同号这一前提。,忘掉等比中项有两个（互为相反数）或忽略a、b必须同号是典型错误。,2026高三一轮复习备考题型归纳讲义 第23讲 等比数列及其前n项和 等比中项
00a81ba144-002,,忽视对公比q的讨论致错,MISCONCEPTION_GUIDE,等比数列求和对公比q的讨论,等比数列前n项和公式分q=1与q≠1两种情形，q未确定时必须分类讨论，否则漏解。,求等比数列前n项和或由和求参数时避免漏解。,①公式分情形：等比数列前n项和公式中，q=1时S_n=n·a_1；q≠1时S_n=a_1(1-q^n)/(1-q)，两式形式不同不能混用。②讨论顺序：使用求和公式前先判断公比能否为1，若题目未说明q≠1，必须分q=1、q≠1两种情况讨论，必要时还要单独看q=0是否可能。③错位相减法中的讨论：用错位相减法求“等差×等比”型数列的和时，两边同乘的是公比，同样要对公比的取值分类处理。④典型表现：直接把q≠1的和公式代入含参问题，漏掉q=1对应的解。⑤结论：凡涉及等比数列求和且公比用字母表示，先讨论再计算。,公比用字母表示时默认q≠1地套公式，会漏掉q=1这一特殊情形的解。,2026二轮专题复习讲义 第05讲 数列求和方法 高中数列求和方法大全 特别提醒
7acb98c659-012,,公式法,METHOD_MODEL,数列求和方法与适用条件对照,公式法直接套等差、等比前n项和公式；裂项相消、错位相减、分组求和各有对应的通项特征。,识别通项结构、选择匹配的求和方法。,①公式法：适用于等差数列与等比数列，直接代入等差数列前n项和公式S_n=n(a_1+a_n)/2=na_1+n(n-1)d/2，或等比数列前n项和公式（注意分q=1与q≠1）。②裂项相消法：适用于分式型、根式型通项，把项拆成两项之差，求和时相邻项抵消、剩首尾若干项。③错位相减法：适用于“等差数列×等比数列”型通项，先写出S_n，两边同乘公比q，两式相减后转化为等比数列求和。④分组求和法：通项可拆成等差与等比等多个可求和的子数列，分别求和后相加减。⑤选择依据是通项的结构特征。,选错方法会徒增运算量；裂项相消时要注意前后保留的项数不能数错。,2026高三一轮复习备考题型归纳讲义 第24讲 数列的综合应用 模块4 数列的求和方法
00a81ba144-001,,求和问题,METHOD_MODEL,数列求和的四种核心方法,公式法、分组求和、裂项相消、错位相减是核心方法，求和本质是把非规则数列转化为规则数列。,按通项特征选择求和方法并判断方法适用条件。,①公式法：适用于等差数列、等比数列或可直接化为这两类的数列。②分组求和法：适用于由两类或多类可求和数列相加组成的数列，拆分后分别求和再相加。③裂项相消法：适用于通项可拆分为两项之差且拆分后相邻项能抵消的数列，关键在于准确裂项与数清保留项。④错位相减法：适用于“等差数列×等比数列”型（差比数列），通过乘公比后错位相减转化为等比求和。⑤易错提醒：使用等比求和公式时要注意对q=1与q≠1分类讨论；求和本质是把非规则数列转化为规则数列的化归。,四种方法的适用条件要按通项结构判断；错位相减后项数与符号最易出错。,2026二轮专题复习讲义 第05讲 数列求和方法 一、考情定位 二、核心求和方法及适用场景
b83e525a16-005,,由求时忽略对-检验致错,MISCONCEPTION_GUIDE,由Sn求an忽略n=1的讨论,由S_n求a_n时用a_n=S_n-S_(n-1)只对n≥2成立，必须单独求a_1并检验能否并入通项。,已知前n项和或含S_n的递推式求通项。,①关系式：数列的前n项和S_n与通项a_n满足a_1=S_1；当n≥2时a_n=S_n-S_(n-1)，这是由和求通项的基本工具。②必要步骤：先由n=1求出a_1，再由n≥2的式子求出a_n的表达式，最后检验n=1时该表达式是否也成立。③结果形式：若n=1时也成立，则通项可合并为一个式子；若不成立，则通项必须写成分段函数的形式。④含S_n的递推式：一般先利用a_n=S_n-S_(n-1)消去S_n得到只含a_n的递推关系，再由递推求通项，最后仍要验证首项。⑤致错点就是漏掉n=1的检验这一环节。,a_n=S_n-S_(n-1)只对n≥2成立，直接令n=1会得到错误的通项。,2026一轮复习讲义 易错易混07 数列 易错归纳02 由Sn求an忽略n=1的讨论
e849e54421-012,,注意解题-3关键,MISCONCEPTION_GUIDE,等比数列解题的三个关键点,判断等比数列要看能否写成S_n=k-k·q^n并验证首项非零；求和必须分q=1与q≠1讨论。,判断数列是否为等比、由S_n形式定参数、求和前先定公比。,①关键点一：当q≠0且q≠1时，S_n=k-k·q^n（k≠0）是{a_n}成等比数列的充要条件，可由前n项和的形式直接判断数列类型并定出参数。②关键点二：由a_(n+1)=q·a_n且q≠0并不能立即断言{a_n}为等比数列，还要验证a_1≠0，否则数列可能出现零项而使比值无意义。③关键点三：运用等比数列前n项和公式时必须注意对q=1与q≠1分类讨论，防止因忽略q=1这一特殊情形导致解题失误。④解题顺序：先定类型与公比，再选公式计算，最后代回检验。,三个关键点中任一条被忽略都会得到不完整或错误的答案，尤其是首项非零的验证。,2026大一轮复习 教师用书配套课件 第六章 6.3 等比数列 解题时关注三个关键点
0962dc7db9-001,,导数的概念,CONCEPT_EXPLANATION,导数的概念与几何意义,f(x)在x0处的导数是瞬时变化率的极限，记作f′(x0)；几何意义是曲线在该点处切线的斜率。,求瞬时变化率、写切线方程、理解导函数。,①定义：一般地，称函数y=f(x)在x=x0处的瞬时变化率为f(x)在x=x0处的导数，记作f′(x0)或y′|_{x=x0}，即它等于平均变化率当自变量增量趋于零时的极限。②几何意义：f′(x0)是曲线y=f(x)上点P(x0，y0)处切线的斜率，因此切线方程为y-y0=f′(x0)(x-x0)（注意区分“在点处”与“过点”的切线）。③物理意义：瞬时速度就是位移函数s(t)对时间t的导数。④导函数：若f(x)在区间内每一点都可导，则称对应的函数f′(x)为f(x)的导函数，简称导数。,导数值是切线斜率；求“过某点”的切线时要先设切点再解方程。,2026高考数学一轮复习知识清单 专题01 一元函数的导数及其应用 01 导数的概念
